states_uts,district,year,rape,custodial_rape,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_abduction_total,kidnaping_abduction,kidnaping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_abduction_of_women_to_compel_her_for_marriage,kidnaping_abduction_others,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty_total,sexual_harassment,assault_on_women_with_intent_to_disrobe,voyeurism,stalking,others,insult_to_the_modesty_of_women_total,at_office_premises,in_places_related_to_work,in_public_transport_system,in_other_places,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,deaths_caused_with_intent_to_cause_miscarriage,causing_miscarriage_without_consent_of_women,dacoity_total,dacoity_with_murder,other_dacoity,robbery,arson,humantrafficking,abetment_of_suicides_of_women,unnatural_offences,other_ipc_crimes,dowry_prohibition_act_1961,indecent_representation_of_women_p_act_1986,commission_of_sati_prevention_act_1987,protection_of_women_from_domestic_violence_act_2005,immoral_traffic_prevention_act,itp_under_section_5,itp_under_section_6,itp_under_section_7,itp_under_section_8,itp_under_other_sections,other_sll_crimes_against_women,total_crimes_against_women
Meghalaya,Garo Hills East,2014,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,7
Meghalaya,Garo Hills North,2014,3,0,0,0,3,0,3,0,8,0,0,1,1,6,0,8,0,1,0,0,7,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,false,0,2,0,2,0,0,0,0,0,0,1,0,false,0,0,0,0,0,0,0,0,26
Meghalaya,Garo Hills South,2014,3,0,0,0,3,2,1,0,4,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,14
Meghalaya,Garo Hills South West,2014,4,0,0,0,4,0,4,0,1,1,0,0,0,0,0,8,0,0,0,0,8,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,17
Meghalaya,Garo Hills West,2014,11,0,0,0,11,0,11,7,9,0,0,0,3,6,0,11,0,0,0,0,11,7,0,0,0,7,10,0,1,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,22,0,0,false,0,0,0,0,0,0,0,5,84
Meghalaya,Jaintia Hills West,2014,10,0,0,0,10,0,10,0,2,0,0,0,0,2,0,5,0,5,0,0,0,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,22
Meghalaya,Jaintia Hills East,2014,11,0,0,0,11,1,10,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,27
Meghalaya,Khasi Hills East,2014,14,0,0,0,14,0,14,12,7,6,0,0,1,0,0,45,0,4,1,4,36,35,0,0,0,35,26,0,3,6,1,0,7,7,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,3,3,0,0,0,0,14,173
Meghalaya,Khasi Hills South West,2014,12,0,0,0,12,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,7,0,0,1,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,22
Meghalaya,Khasi Hills West,2014,19,0,0,0,19,0,19,0,1,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,7,0,0,false,0,0,0,0,0,0,0,0,31
Meghalaya,Ri-Bhoi,2014,28,0,0,0,28,0,28,7,6,2,0,0,0,4,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,57
Meghalaya,Total,2014,118,0,0,0,118,3,115,26,38,9,0,1,9,19,1,105,0,10,1,4,90,54,0,0,0,54,42,0,20,9,1,0,12,12,0,0,false,0,2,0,2,0,0,0,0,0,29,1,0,false,0,3,3,0,0,0,0,19,480
Mizoram,Aizawl,2014,39,0,0,0,39,5,34,0,1,1,0,0,0,0,0,58,23,5,0,6,24,0,0,0,0,0,5,0,2,2,0,0,3,3,0,0,false,0,0,0,0,0,3,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,113
Mizoram,Champhai,2014,22,0,0,0,22,0,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,52
Mizoram,Kolasib,2014,10,0,0,0,10,0,10,1,1,1,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,24
Mizoram,Lawngtlai,2014,9,0,0,0,9,1,8,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,14
Mizoram,Lunglei,2014,14,0,0,0,14,1,13,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,31
Mizoram,Mamit,2014,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,false,0,0,0,0,0,0,0,0,0,6,0,0,false,0,0,0,0,0,0,0,0,26
Mizoram,Saiha,2014,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,1,0,0,false,0,0,0,0,0,0,0,0,8
Mizoram,Serchhip,2014,12,0,0,0,12,0,12,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,17
Mizoram,Spl Traffic,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0
Mizoram,Total,2014,120,0,0,0,120,7,113,1,3,2,0,0,0,1,0,97,53,12,2,6,24,29,0,29,0,0,8,0,5,2,1,0,9,9,0,0,false,0,0,0,0,0,3,0,0,0,7,0,0,false,0,0,0,0,0,0,0,0,285
Nagaland,Dimapur,2014,12,0,0,0,12,3,9,2,8,2,0,0,2,4,0,10,1,3,0,1,5,1,0,0,0,1,3,0,3,4,0,0,0,0,0,0,false,0,0,0,0,0,0,1,0,0,0,0,0,false,0,1,1,0,0,0,0,0,45
Nagaland,Kiphire,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,1
Nagaland,Kohima,2014,9,0,0,0,9,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,12
Nagaland,Longleng,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,1
Nagaland,Mokokchung,2014,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,5
Nagaland,Mon,2014,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,1
Nagaland,Peren,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,2
Nagaland,Phek,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,4
Nagaland,Tuensang,2014,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,2
Nagaland,Wokha,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0
Nagaland,Zunheboto,2014,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,3
Nagaland,Total,2014,30,0,0,0,30,4,26,3,13,3,0,0,2,8,0,16,5,5,0,1,5,1,0,0,0,1,3,0,4,4,0,0,0,0,0,0,false,0,0,0,0,0,0,1,0,0,0,0,0,false,0,1,1,0,0,0,0,0,76
Odisha,Angul,2014,44,0,0,0,44,0,44,1,66,0,0,0,66,0,4,146,50,0,0,4,92,8,8,0,0,0,30,0,38,6,0,0,2,2,0,0,false,0,0,0,0,0,0,0,0,0,0,39,0,false,0,2,2,0,0,0,0,0,386
Odisha,Balasore,2014,110,0,0,0,110,11,99,11,182,60,0,4,118,0,2,566,59,111,0,2,394,26,0,0,0,26,380,0,31,0,3,0,31,28,1,2,false,0,0,0,0,0,3,3,0,0,63,0,0,false,0,1,1,0,0,0,0,0,1412
Odisha,Baragarh,2014,56,0,0,0,56,0,56,0,41,23,0,0,18,0,7,114,50,42,1,2,19,9,0,0,0,9,80,0,10,9,0,0,47,47,0,0,false,0,8,0,8,12,9,0,0,0,39,0,0,false,0,1,1,0,0,0,0,0,442
Odisha,Berhampur,2014,30,0,0,0,30,0,30,0,36,0,0,0,35,1,0,162,6,6,0,10,140,24,0,0,0,24,118,0,16,30,0,0,12,12,0,0,false,0,5,0,5,16,2,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,451
Odisha,Bhadrak,2014,63,0,0,0,63,1,62,0,98,0,0,0,98,0,24,178,26,66,0,3,83,5,0,0,0,5,168,0,28,12,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,576
Odisha,Bolangir,2014,56,0,0,0,56,0,56,0,106,0,0,0,106,0,19,211,24,67,0,4,116,10,0,10,0,0,47,0,12,0,0,0,25,25,0,0,false,0,0,0,0,7,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,493
Odisha,Boudh,2014,24,0,0,0,24,1,23,0,30,0,0,0,0,30,2,68,33,3,0,3,29,3,0,0,0,3,14,0,8,0,0,0,0,0,0,0,false,0,0,0,0,0,0,3,0,0,0,23,0,false,0,0,0,0,0,0,0,0,175
Odisha,Cuttack,2014,58,0,0,0,58,1,57,0,85,27,0,0,58,0,27,29,9,0,1,0,19,9,0,0,0,9,28,0,9,3,0,0,27,26,1,0,false,0,0,0,0,0,0,0,0,0,277,0,0,false,0,0,0,0,0,0,0,0,552
Odisha,DCP BBSR,2014,72,0,0,0,72,7,65,0,103,7,0,0,6,90,27,53,12,0,1,8,32,12,0,0,0,12,104,0,20,10,0,0,171,171,0,0,false,0,0,0,0,2,1,0,0,0,0,0,0,false,0,18,0,0,0,0,18,0,593
Odisha,DCP CTC,2014,66,0,0,0,66,2,64,0,119,83,0,0,36,0,21,82,12,13,1,2,54,5,0,0,0,5,155,0,8,0,7,0,2,0,2,0,false,0,0,0,0,8,0,0,0,0,80,0,0,false,0,0,0,0,0,0,0,0,553
Odisha,Deogarh,2014,32,0,0,0,32,0,32,0,14,14,0,0,0,0,1,46,39,0,1,2,4,1,0,0,0,1,23,0,4,4,0,0,15,15,0,0,false,0,0,0,0,2,0,0,0,0,0,38,0,false,0,0,0,0,0,0,0,0,180
Odisha,Dhenkanal,2014,43,0,0,0,43,1,42,0,59,22,0,0,36,1,11,388,45,165,1,3,174,28,0,0,0,28,45,0,29,5,0,0,4,3,1,0,false,0,1,0,1,3,4,5,2,0,0,117,0,false,0,0,0,0,0,0,0,0,744
Odisha,Gajapati,2014,19,0,0,0,19,0,19,0,16,7,0,0,6,3,3,84,12,24,0,1,47,4,0,0,0,4,9,0,7,2,0,0,2,2,0,0,false,0,1,0,1,0,0,4,0,0,0,25,0,false,0,0,0,0,0,0,0,0,176
Odisha,Ganjam,2014,85,0,0,0,85,5,80,0,97,17,0,0,80,0,13,410,43,67,0,12,288,50,0,0,0,50,79,0,18,34,0,0,0,0,0,0,false,0,0,0,0,0,2,0,0,0,0,166,0,false,0,1,0,0,0,0,1,0,955
Odisha,Jagatsinghpur,2014,37,0,0,0,37,3,34,0,68,33,1,0,0,34,26,208,20,78,1,4,105,4,0,0,0,4,119,0,21,19,0,0,21,20,1,0,false,0,0,0,0,27,3,0,0,0,99,0,0,false,0,0,0,0,0,0,0,0,652
Odisha,Jajpur,2014,73,0,0,0,73,0,73,0,116,0,0,0,116,0,49,238,25,0,0,1,212,16,0,0,0,16,52,0,36,3,0,0,371,371,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,2,0,0,0,0,2,0,956
Odisha,Jharsuguda,2014,42,0,0,0,42,0,42,0,21,11,0,0,8,2,9,108,8,1,0,2,97,4,0,0,0,4,51,0,3,0,0,0,25,25,0,0,false,0,0,0,0,0,2,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,265
Odisha,Kalahandi,2014,101,0,0,0,101,4,97,0,154,0,0,0,154,0,12,215,11,36,0,7,161,14,0,0,0,14,125,0,12,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,633
Odisha,Kandhamal,2014,54,0,0,0,54,1,53,0,32,15,0,0,10,7,4,121,16,7,1,6,91,9,0,0,0,9,35,0,5,0,0,0,1,1,0,0,false,0,0,0,0,0,0,0,0,0,21,0,0,false,0,0,0,0,0,0,0,0,282
Odisha,Kendrapara,2014,48,0,0,0,48,6,42,0,81,0,0,0,81,0,32,154,60,38,1,3,52,19,0,0,0,19,217,0,26,16,0,0,19,19,0,0,false,0,0,0,0,2,0,0,0,0,0,0,0,false,0,3,3,0,0,0,0,0,617
Odisha,Keonjhar,2014,103,0,0,0,103,5,98,0,80,0,0,0,35,45,11,293,27,51,0,0,215,14,0,0,0,14,65,0,32,42,0,0,113,113,0,0,false,0,10,0,10,4,2,0,0,2,0,0,0,false,0,0,0,0,0,0,0,0,771
Odisha,Khurda,2014,39,0,0,0,39,0,39,0,74,43,0,0,20,11,22,103,12,57,2,5,27,21,0,0,0,21,37,0,21,5,0,0,3,3,0,0,false,0,3,0,3,42,0,0,0,0,0,0,0,false,0,1,0,0,0,0,1,0,371
Odisha,Koraput,2014,94,0,0,0,94,0,94,0,69,38,0,0,22,9,4,152,4,7,1,5,135,5,0,0,0,5,46,0,21,21,0,0,2,2,0,0,false,0,7,0,7,12,4,0,0,0,0,71,0,false,0,0,0,0,0,0,0,0,508
Odisha,Malkangiri,2014,19,0,0,0,19,1,18,0,11,11,0,0,0,0,4,29,3,8,0,0,18,5,0,0,0,5,16,0,11,0,0,0,1,0,1,0,false,0,0,0,0,1,0,0,0,0,2,0,0,false,0,0,0,0,0,0,0,0,99
Odisha,Mayurbhanj,2014,139,0,0,0,139,10,129,16,126,66,1,0,40,19,32,324,41,53,3,7,220,21,0,0,0,21,270,0,47,42,1,0,17,17,0,0,false,0,0,0,0,0,0,2,1,0,0,0,0,false,0,0,0,0,0,0,0,25,1063
Odisha,Nayagarh,2014,23,0,0,0,23,0,23,0,33,24,0,0,9,0,7,37,7,14,3,3,10,2,0,0,0,2,23,0,8,41,0,0,2,2,0,0,false,0,5,0,5,9,4,0,0,1,295,99,0,false,0,0,0,0,0,0,0,0,589
Odisha,Nabarangpur,2014,73,0,0,0,73,7,66,0,97,15,0,0,82,0,1,194,27,49,1,8,109,12,0,0,0,12,93,0,7,3,0,0,2,2,0,0,false,0,0,0,0,0,0,0,0,0,0,50,0,false,0,1,0,0,1,0,0,0,533
Odisha,Nuapada,2014,26,0,0,0,26,0,26,0,42,0,0,0,42,0,5,136,8,2,0,3,123,4,0,0,0,4,91,0,6,6,0,0,4,4,0,0,false,0,3,0,3,0,0,0,0,0,0,18,0,false,0,0,0,0,0,0,0,0,341
Odisha,Puri,2014,68,0,0,0,68,0,68,5,123,123,0,0,0,0,32,151,32,50,3,8,58,7,0,0,0,7,176,0,32,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,472,0,0,false,0,0,0,0,0,0,0,0,1066
Odisha,Rayagada,2014,59,0,0,0,59,2,57,0,64,44,0,0,6,14,0,102,5,17,1,2,77,5,0,0,0,5,121,0,9,14,2,0,0,0,0,0,false,0,1,0,1,4,0,0,1,0,0,0,0,false,0,0,0,0,0,0,0,0,382
Odisha,Rourkela,2014,73,0,0,0,73,1,72,0,67,45,0,0,22,0,4,174,23,27,2,2,120,11,0,0,0,11,139,0,31,4,0,0,0,0,0,0,false,0,0,0,0,40,0,1,0,0,51,0,0,false,0,0,0,0,0,0,0,0,595
Odisha,Sambalpur,2014,81,0,0,0,81,6,75,0,63,63,0,0,0,0,10,108,30,40,2,8,28,9,0,0,0,9,44,0,17,9,0,0,42,42,0,0,false,0,0,0,0,0,0,2,0,0,47,0,0,false,0,2,0,0,0,0,2,0,434
Odisha,Sonepur,2014,18,0,0,0,18,1,17,0,23,23,0,0,0,0,4,46,4,19,0,0,23,0,0,0,0,0,29,0,6,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,126
Odisha,SRP (Cuttack),2014,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,9,2,1,0,1,5,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,false,0,0,0,0,1,0,4,0,0,0,0,0,false,0,0,0,0,0,0,0,3,23
Odisha,SRP (Rourkela),2014,1,0,0,0,1,1,0,0,3,0,0,0,1,2,0,10,1,1,0,0,8,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,17
Odisha,Sundargarh,2014,49,0,0,0,49,5,44,0,35,33,0,0,2,0,12,94,16,22,1,3,52,1,0,0,0,1,84,0,24,5,0,0,7,7,0,0,false,0,1,0,1,4,1,6,0,0,230,0,0,false,0,0,0,0,0,0,0,0,553
Odisha,Total,2014,1978,0,0,0,1978,82,1896,33,2436,849,2,4,1313,268,441,5543,802,1142,28,134,3437,379,8,10,1,360,3114,0,614,347,13,0,969,959,8,2,false,0,45,0,45,196,37,30,4,3,1676,646,0,false,0,32,7,0,1,0,24,28,18564
Punjab,Amritsar Rural,2014,31,0,0,0,31,4,27,19,83,0,0,0,77,6,6,78,11,4,0,1,62,0,0,0,0,0,53,0,9,9,1,0,28,28,0,0,false,0,0,0,0,0,1,0,4,0,0,0,0,false,0,0,0,0,0,0,0,0,322
Punjab,Barnala,2014,31,0,0,0,31,1,30,1,25,0,0,0,25,0,0,17,4,0,1,0,12,0,0,0,0,0,27,0,5,2,0,0,7,5,1,1,false,0,0,0,0,0,0,0,1,0,2,0,0,false,0,1,0,0,0,0,1,0,119
Punjab,Batala,2014,30,0,0,0,30,0,30,6,34,1,0,0,33,0,3,36,36,0,0,0,0,0,0,0,0,0,37,0,6,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,152
Punjab,Bathinda,2014,56,0,0,0,56,0,56,3,49,4,0,0,37,8,5,77,15,1,0,16,45,0,0,0,0,0,74,0,9,1,1,0,3,3,0,0,false,0,0,0,0,0,0,0,15,0,0,0,0,false,0,6,0,0,0,0,6,0,299
Punjab,CP Amritsar,2014,34,0,0,0,34,2,32,8,56,1,0,0,47,8,3,45,45,0,0,0,0,2,0,0,0,2,150,0,7,3,0,0,6,5,1,0,false,0,0,0,0,2,0,0,10,0,24,1,0,false,2,9,9,0,0,0,0,20,382
Punjab,CP Jalandhar,2014,49,0,0,0,49,0,49,4,77,5,0,1,45,26,1,77,23,4,1,2,47,2,0,0,0,2,106,0,7,10,2,1,7,7,0,0,false,0,0,0,0,0,0,0,11,0,0,0,0,false,0,3,3,0,0,0,0,0,357
Punjab,CP Ludhiana,2014,111,0,0,0,111,2,109,21,246,0,0,0,113,133,5,98,10,2,1,2,83,19,0,0,0,19,158,0,27,8,0,0,0,0,0,0,false,0,0,0,0,0,0,0,20,0,0,0,1,false,0,17,0,0,0,0,17,0,731
Punjab,Faridkot,2014,24,0,0,0,24,0,24,0,10,0,0,0,10,0,1,16,8,0,0,0,8,0,0,0,0,0,16,0,6,5,0,0,12,12,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,90
Punjab,Fatehgarh Sahib,2014,26,0,0,0,26,0,26,6,15,0,0,0,15,0,4,22,0,0,0,0,22,0,0,0,0,0,28,0,6,2,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,109
Punjab,Fazilka,2014,52,0,0,0,52,0,52,5,28,2,0,0,26,0,4,18,0,0,0,0,18,0,0,0,0,0,59,0,8,2,2,0,7,7,0,0,false,0,0,0,0,0,0,1,5,0,0,0,0,false,0,0,0,0,0,0,0,0,191
Punjab,Ferozepur,2014,55,0,0,0,55,0,55,7,17,0,0,0,12,5,3,31,8,3,0,1,19,0,0,0,0,0,45,0,5,4,0,0,28,28,0,0,false,0,0,0,0,0,0,0,5,0,33,0,0,false,0,4,4,0,0,0,0,0,237
Punjab,G. R. P.,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,6
Punjab,Gurdaspur,2014,26,0,0,0,26,0,26,8,19,0,0,0,19,0,2,37,4,3,0,2,28,0,0,0,0,0,47,0,3,2,0,0,1,0,1,0,false,0,1,1,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,146
Punjab,Hoshiarpur,2014,43,0,0,0,43,0,43,7,52,52,0,0,0,0,7,41,0,0,41,0,0,2,0,0,0,2,93,0,4,8,1,0,62,62,0,0,false,0,0,0,0,0,0,0,7,0,151,0,0,false,0,3,3,0,0,0,0,117,598
Punjab,Jalandhar Rural,2014,31,0,0,0,31,2,29,4,34,0,0,0,18,16,2,37,9,1,1,1,25,0,0,0,0,0,32,0,11,4,6,1,7,7,0,0,false,0,0,0,0,1,0,0,8,0,0,0,0,false,0,2,2,0,0,0,0,9,189
Punjab,Kapurthala,2014,29,0,0,0,29,0,29,14,29,0,0,0,21,8,3,33,5,0,0,2,26,1,0,0,0,1,58,0,9,3,0,0,25,24,0,1,false,0,0,0,0,0,0,0,1,0,0,0,0,false,0,0,0,0,0,0,0,0,205
Punjab,Khanna,2014,23,0,0,0,23,0,23,0,37,0,0,0,32,5,3,34,30,1,2,1,0,0,0,0,0,0,38,0,6,5,0,0,8,7,1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,1,1,0,0,0,0,0,155
Punjab,Ludhiana Rural,2014,14,0,0,0,14,0,14,3,41,0,0,0,37,4,3,22,0,0,0,0,22,0,0,0,0,0,30,0,6,4,3,1,5,4,1,0,false,0,0,0,0,0,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,133
Punjab,Mansa,2014,22,0,0,0,22,0,22,5,8,0,0,0,8,0,5,22,7,3,0,1,11,2,0,0,0,2,39,0,9,6,0,0,5,5,0,0,false,0,0,0,0,0,0,0,6,0,0,0,0,false,0,1,0,0,0,0,1,0,130
Punjab,Moga,2014,29,0,0,0,29,1,28,1,29,6,0,0,23,0,0,39,10,7,0,4,18,2,0,0,0,2,27,0,6,2,0,1,28,28,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,2,2,0,0,0,0,0,166
Punjab,Muktsar,2014,29,0,0,0,29,0,29,1,26,4,0,0,22,0,1,24,5,4,0,2,13,1,0,1,0,0,26,0,10,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,6,1,0,0,0,false,0,0,0,0,0,0,0,0,126
Punjab,Pathankot,2014,11,0,0,0,11,0,11,5,6,0,0,0,5,1,4,11,2,5,0,0,4,0,0,0,0,0,80,0,2,0,0,0,4,4,0,0,false,0,0,0,0,0,0,0,3,1,0,2,0,false,0,0,0,0,0,0,0,0,129
Punjab,Patiala,2014,38,0,0,0,38,3,35,8,51,0,0,0,0,51,4,66,19,3,1,5,38,1,0,0,0,1,175,0,15,12,3,0,9,9,0,0,false,0,0,0,0,0,0,0,12,0,0,2,0,false,0,3,0,0,0,0,3,0,399
Punjab,Ropar,2014,21,0,0,0,21,0,21,0,33,11,0,0,22,0,2,52,0,0,0,0,52,2,0,2,0,0,37,0,5,3,0,0,30,30,0,0,false,0,0,0,0,0,0,0,0,0,12,0,0,false,0,1,0,0,0,1,0,0,198
Punjab,Sangrur,2014,57,0,0,0,57,0,57,0,46,0,0,0,46,0,7,54,17,0,0,0,37,0,0,0,0,0,85,0,9,4,0,0,10,10,0,0,false,0,0,0,0,0,0,0,0,1,0,0,0,false,0,6,6,0,0,0,0,0,279
Punjab,SAS Nagar,2014,59,0,0,0,59,2,57,5,75,0,0,0,75,0,5,57,57,0,0,0,0,0,0,0,0,0,74,0,5,4,0,0,28,28,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,312
Punjab,SBS Nagar,2014,20,0,0,0,20,0,20,7,14,0,0,0,2,12,2,18,4,0,0,6,8,1,0,0,0,1,35,0,4,4,0,0,7,7,0,0,false,0,0,0,0,1,1,0,3,0,0,0,0,false,0,3,3,0,0,0,0,0,120
Punjab,Tarn Taran,2014,29,0,0,0,29,7,22,6,36,0,0,0,36,0,5,48,12,0,0,2,34,0,0,0,0,0,52,0,12,1,0,0,4,4,0,0,false,0,0,0,0,0,0,0,7,0,0,0,0,false,0,1,0,0,0,0,1,0,201
Punjab,Total,2014,981,0,0,0,981,24,957,154,1176,86,0,1,806,283,90,1113,344,41,48,48,632,35,0,3,0,32,1681,0,213,109,19,4,331,324,5,2,false,0,1,1,0,4,3,1,124,3,222,5,1,false,2,63,33,0,0,1,29,146,6481
