states_uts,district,year,rape,custodial_rape,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_abduction_total,kidnaping_abduction,kidnaping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_abduction_of_women_to_compel_her_for_marriage,kidnaping_abduction_others,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty_total,sexual_harassment,assault_on_women_with_intent_to_disrobe,voyeurism,stalking,others,insult_to_the_modesty_of_women_total,at_office_premises,in_places_related_to_work,in_public_transport_system,in_other_places,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,deaths_caused_with_intent_to_cause_miscarriage,causing_miscarriage_without_consent_of_women,dacoity_total,dacoity_with_murder,other_dacoity,robbery,arson,humantrafficking,abetment_of_suicides_of_women,unnatural_offences,other_ipc_crimes,dowry_prohibition_act_1961,indecent_representation_of_women_p_act_1986,commission_of_sati_prevention_act_1987,protection_of_women_from_domestic_violence_act_2005,immoral_traffic_prevention_act,itp_under_section_5,itp_under_section_6,itp_under_section_7,itp_under_section_8,itp_under_other_sections,other_sll_crimes_against_women,total_crimes_against_women
Gujarat,Mahisagar,2014,10,0,0,0,10,0,10,0,22,5,0,0,16,1,0,15,7,1,0,1,6,0,0,0,0,0,96,0,3,1,1,0,7,7,0,0,false,0,0,0,0,1,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,156
Gujarat,Mehsana,2014,6,0,0,0,6,0,6,0,92,43,0,0,43,6,0,42,4,0,0,0,38,0,0,0,0,0,270,0,7,4,0,0,8,7,0,1,false,0,1,0,1,26,1,0,3,0,3,12,0,false,0,4,1,0,0,2,1,4,483
Gujarat,Morbi,2014,9,0,0,0,9,0,9,0,22,5,0,0,17,0,3,17,0,0,0,0,17,1,0,0,0,1,92,0,7,2,1,0,6,6,0,0,false,0,0,0,0,3,0,0,10,0,0,0,0,false,1,0,0,0,0,0,0,33,207
Gujarat,Narmada,2014,8,0,0,0,8,0,8,0,15,0,0,0,15,0,0,21,21,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,8,8,0,0,false,0,0,0,0,0,0,0,1,0,0,0,0,false,0,0,0,0,0,0,0,0,71
Gujarat,Navsari,2014,15,0,0,0,15,0,15,0,32,4,0,0,19,9,0,19,11,0,0,0,8,0,0,0,0,0,69,0,6,2,0,0,2,2,0,0,false,0,1,0,1,1,0,0,2,0,0,0,0,false,0,0,0,0,0,0,0,0,149
Gujarat,Panchmahal,2014,24,0,0,0,24,0,24,1,66,65,0,0,0,1,0,28,20,0,1,1,6,0,0,0,0,0,106,0,9,0,0,0,17,17,0,0,false,0,1,0,1,3,0,0,0,0,0,41,0,false,0,0,0,0,0,0,0,0,296
Gujarat,Patan,2014,25,0,0,0,25,0,25,0,48,34,0,1,8,5,1,51,0,3,0,0,48,0,0,0,0,0,138,0,6,2,0,0,8,8,0,0,false,0,0,0,0,1,1,0,2,0,3,0,0,false,0,0,0,0,0,0,0,0,286
Gujarat,Porbandar,2014,8,0,0,0,8,0,8,0,17,16,0,0,0,1,1,18,3,0,0,0,15,1,0,0,0,1,93,0,3,0,0,0,4,4,0,0,false,0,1,0,1,6,0,0,2,0,8,0,0,false,0,0,0,0,0,0,0,1,163
Gujarat,Rajkot City,2014,17,0,0,0,17,1,16,0,69,17,0,0,52,0,0,31,5,0,0,0,26,5,0,0,0,5,301,0,11,4,0,0,12,12,0,0,false,0,0,0,0,27,0,0,20,0,42,0,0,false,0,1,0,1,0,0,0,3,543
Gujarat,Rajkot Rural,2014,30,0,0,0,30,0,30,0,61,0,0,0,60,1,1,36,12,1,0,1,22,1,0,0,0,1,234,0,2,1,0,0,6,6,0,0,false,0,0,0,0,2,1,0,1,0,0,0,0,false,0,0,0,0,0,0,0,13,389
Gujarat,Sabarkantha,2014,10,0,0,0,10,2,8,0,34,25,0,0,9,0,0,33,33,0,0,0,0,1,0,0,0,1,131,0,2,2,0,0,5,5,0,0,false,0,2,0,2,9,1,0,0,0,1,0,0,false,0,0,0,0,0,0,0,0,231
Gujarat,Surat City,2014,94,0,0,0,94,4,90,0,120,16,0,0,101,3,2,70,45,0,0,1,24,0,0,0,0,0,405,0,3,1,0,0,6,6,0,0,false,0,0,0,0,4,0,0,1,0,0,0,0,false,0,1,0,0,0,0,1,1,708
Gujarat,Surat Rural,2014,21,0,0,0,21,1,20,0,35,3,0,0,26,6,0,34,1,4,0,0,29,0,0,0,0,0,90,0,10,4,1,0,11,11,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,611,817
Gujarat,Surendranagar,2014,22,0,0,0,22,2,20,0,37,7,0,0,19,11,0,36,7,3,0,0,26,0,0,0,0,0,89,0,9,4,0,0,12,11,1,0,false,0,0,0,0,0,0,0,0,0,1,0,0,false,0,0,0,0,0,0,0,0,210
Gujarat,Tapi,2014,15,0,0,0,15,0,15,0,10,0,0,0,10,0,0,9,0,0,0,0,9,89,0,0,0,89,20,0,5,0,0,0,9,9,0,0,false,0,1,0,1,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,158
Gujarat,Vadodara City,2014,23,0,0,0,23,0,23,0,75,13,0,0,56,6,1,109,46,3,1,21,38,8,0,0,0,8,306,0,5,5,0,0,21,21,0,0,false,0,0,0,0,54,0,0,10,0,0,0,0,false,0,3,3,0,0,0,0,14,634
Gujarat,Vadodara Rural,2014,11,0,0,0,11,0,11,0,62,0,0,0,57,5,0,36,17,5,0,1,13,3,0,0,0,3,67,0,7,1,0,0,5,5,0,0,false,0,0,0,0,2,0,0,11,0,0,0,0,false,0,0,0,0,0,0,0,1,206
Gujarat,Valsad,2014,26,0,0,0,26,1,25,0,76,26,0,0,44,6,0,27,4,4,0,10,9,0,0,0,0,0,83,0,9,3,0,0,13,13,0,0,false,0,3,0,3,9,1,0,10,0,0,0,0,false,0,3,3,0,0,0,0,4,267
Gujarat,W.Rly  Ahmedabad,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,0,2,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,false,0,0,0,0,1,0,0,0,0,2,0,0,false,0,0,0,0,0,0,0,0,14
Gujarat,W.Rly Vadodara,2014,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,6
Gujarat,Total,2014,841,0,0,0,841,16,825,6,2187,617,0,2,1378,190,23,1352,405,51,7,62,827,173,1,3,0,169,5991,0,258,93,13,0,366,360,5,1,false,0,18,0,18,377,7,2,164,1,649,53,0,false,2,45,18,5,1,3,18,1048,13669
Haryana,Ambala (Rural),2014,25,0,0,0,25,5,20,6,58,0,2,0,24,32,9,17,15,0,0,0,2,0,0,0,0,0,52,0,1,0,0,0,3,3,0,0,false,0,0,0,0,0,0,0,0,0,53,0,0,false,0,1,1,0,0,0,0,5,230
Haryana,Ambala (Urban),2014,31,0,0,0,31,1,30,3,86,0,0,0,36,50,8,23,6,2,0,7,8,1,0,0,0,1,111,0,5,1,0,0,22,22,0,0,false,0,0,0,0,0,0,0,3,0,263,1,0,false,0,0,0,0,0,0,0,1,559
Haryana,Bhiwani,2014,44,0,0,0,44,10,34,10,83,0,0,0,27,56,12,99,24,15,1,17,42,1,0,0,0,1,119,0,7,8,0,0,5,5,0,0,false,0,0,0,0,0,7,1,9,1,442,3,0,false,1,6,0,0,0,0,6,0,858
Haryana,Faridabad,2014,101,0,0,0,101,13,88,4,272,3,0,0,190,79,20,94,35,21,1,17,20,16,0,0,0,16,302,0,20,5,2,0,16,15,1,0,false,0,0,0,0,0,0,0,0,1,0,0,0,false,0,4,4,0,0,0,0,0,857
Haryana,Fatehabad,2014,27,0,0,0,27,7,20,1,33,0,1,0,5,27,7,56,20,9,0,10,17,2,0,0,0,2,154,0,6,2,0,0,6,5,1,0,false,1,0,0,0,2,1,1,5,0,126,0,0,false,0,2,0,1,0,0,1,1,433
Haryana,G. R. P.,2014,1,0,0,0,1,0,1,0,4,0,0,0,4,0,8,17,3,0,1,5,8,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,false,0,0,0,0,1,0,0,12,0,91,0,0,false,0,0,0,0,0,0,0,0,139
Haryana,Gurgaon,2014,117,0,0,0,117,16,101,13,260,41,1,1,53,164,19,155,50,10,5,35,55,13,0,1,2,10,277,0,27,0,0,0,4,3,1,0,false,0,1,0,1,4,0,3,6,1,499,2,1,false,0,10,0,8,1,0,1,14,1426
Haryana,Hissar,2014,55,0,0,0,55,11,44,3,62,1,0,0,16,45,14,91,52,5,1,18,15,1,0,0,0,1,323,0,14,1,0,0,12,10,2,0,false,0,0,0,0,0,3,0,9,0,229,1,0,false,1,0,0,0,0,0,0,1,820
Haryana,Jhajjar,2014,56,0,0,0,56,6,50,2,17,0,0,0,15,2,25,47,16,7,1,1,22,7,0,0,0,7,125,0,17,6,0,0,9,9,0,0,false,0,0,0,0,1,0,0,5,1,16,0,0,false,0,4,4,0,0,0,0,0,338
Haryana,Jind,2014,23,0,0,0,23,6,17,6,67,0,0,0,20,47,12,67,24,26,0,5,12,0,0,0,0,0,120,0,3,2,0,0,9,8,0,1,false,0,0,0,0,0,3,0,12,0,279,0,0,false,0,0,0,0,0,0,0,0,603
Haryana,Kaithal,2014,33,0,0,0,33,8,25,1,77,0,0,0,5,72,10,58,25,13,1,6,13,0,0,0,0,0,116,0,14,3,3,0,12,12,0,0,false,0,0,0,0,0,1,0,10,0,0,0,0,false,0,0,0,0,0,0,0,1,339
Haryana,Karnal,2014,100,0,0,0,100,19,81,10,186,0,0,0,47,139,17,95,11,2,0,24,58,3,0,0,0,3,223,0,9,3,0,0,29,29,0,0,true,3,0,0,0,1,1,0,5,0,12,1,0,false,0,6,0,0,0,0,6,5,710
Haryana,Kurukshetra,2014,35,0,0,0,35,2,33,9,57,0,0,0,57,0,6,59,11,8,1,10,29,7,0,0,0,7,100,0,4,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,1,0,false,0,0,0,0,0,0,0,0,278
Haryana,Mahendergarh,2014,24,0,0,0,24,1,23,7,59,0,0,0,10,49,15,78,20,44,1,7,6,7,0,0,0,7,78,0,8,0,1,0,12,12,0,0,false,0,0,0,0,0,2,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,291
Haryana,Mewat,2014,85,0,0,0,85,40,45,2,30,1,0,0,23,6,5,86,26,4,2,3,51,1,0,0,0,1,106,0,8,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,1,0,2,1,0,false,2,0,0,0,0,0,0,0,329
Haryana,Palwal,2014,49,0,0,0,49,14,35,3,72,0,0,0,23,49,16,96,45,16,2,7,26,0,0,0,0,0,193,0,10,8,1,0,0,0,0,0,false,0,0,0,0,0,0,0,4,1,102,0,0,false,0,1,0,0,0,0,1,0,556
Haryana,Panchkula,2014,36,0,0,0,36,1,35,2,90,0,0,0,18,72,5,30,9,1,1,9,10,3,1,0,0,2,73,0,3,0,0,0,0,0,0,0,false,0,0,0,0,55,0,0,5,0,8,0,0,false,0,0,0,0,0,0,0,0,310
Haryana,Panipat,2014,64,0,0,0,64,16,48,12,92,2,0,0,78,12,18,97,37,13,0,22,25,0,0,0,0,0,227,0,17,1,0,0,4,4,0,0,false,0,0,0,0,0,0,0,6,0,101,2,0,false,0,0,0,0,0,0,0,0,641
Haryana,Rewari,2014,41,0,0,0,41,5,36,16,83,0,0,0,83,0,11,65,41,0,5,9,10,35,0,0,0,35,105,0,6,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,16,0,0,false,0,3,3,0,0,0,0,0,381
Haryana,Rohtak,2014,68,0,0,0,68,13,55,3,19,2,0,0,8,9,16,98,31,13,0,27,27,0,0,0,0,0,168,0,14,2,2,0,2,1,0,1,false,0,0,0,0,0,0,1,16,0,271,1,0,false,0,5,5,0,0,0,0,2,688
Haryana,Sirsa,2014,49,0,0,0,49,9,40,7,65,63,1,0,0,1,5,86,52,9,2,15,8,2,0,0,0,2,174,0,8,4,0,0,4,4,0,0,false,0,0,0,0,2,0,0,0,0,0,0,0,false,0,1,0,0,0,0,1,0,407
Haryana,Sonipat,2014,60,0,0,0,60,14,46,9,68,0,0,0,62,6,28,98,23,9,0,13,53,2,0,0,0,2,162,0,19,15,1,0,5,5,0,0,false,0,0,0,0,0,0,0,12,3,0,0,0,false,0,0,0,0,0,0,0,0,482
Haryana,Yamunanagar,2014,50,0,0,0,50,13,37,7,82,0,0,0,82,0,7,76,23,2,1,17,33,0,0,0,0,0,170,0,8,1,0,0,10,10,0,0,false,0,0,0,0,0,2,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,413
Haryana,Irrigation & Power,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0
Haryana,Total,2014,1174,0,0,0,1174,230,944,136,1922,113,5,1,886,917,293,1688,599,229,26,284,550,102,1,1,2,98,3478,0,232,62,10,0,164,157,5,2,true,4,1,0,1,66,20,6,120,8,2510,13,1,false,4,43,17,9,1,0,16,30,12088
Himachal Pradesh,Baddi,2014,9,0,0,0,9,0,9,0,10,2,0,0,8,0,0,15,3,0,1,1,10,1,0,0,0,1,19,0,3,0,0,0,0,0,0,0,false,0,0,0,0,0,0,1,5,0,0,0,0,false,0,1,0,0,0,0,1,0,64
Himachal Pradesh,Bilaspur,2014,15,0,0,0,15,0,15,1,43,0,0,0,42,1,0,72,16,0,0,2,54,0,0,0,0,0,25,0,2,1,0,0,18,18,0,0,false,0,0,0,0,0,1,0,5,0,0,0,0,false,0,0,0,0,0,0,0,0,183
Himachal Pradesh,Chamba,2014,23,0,0,0,23,0,23,0,19,0,0,0,19,0,0,27,6,4,1,5,11,1,0,0,0,1,9,0,1,1,0,0,13,13,0,0,false,0,0,0,0,0,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,95
Himachal Pradesh,C. I. D.,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,1,0,1,0,0,0,0,2
Himachal Pradesh,G. R. P.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Hamirpur,2014,13,0,0,0,13,0,13,0,13,13,0,0,0,0,0,32,0,0,0,0,32,14,0,0,0,14,27,0,3,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,102
Himachal Pradesh,Kangra,2014,43,0,0,0,43,1,42,3,26,0,0,0,26,0,0,79,17,3,1,9,49,15,0,0,0,15,46,0,11,3,1,0,25,25,0,0,false,0,0,0,0,0,1,0,25,0,1,0,0,false,5,1,1,0,0,0,0,0,285
Himachal Pradesh,Kinnaur,2014,10,0,0,0,10,0,10,0,3,3,0,0,0,0,0,5,0,0,0,0,5,1,0,0,0,1,3,0,0,0,0,0,1,1,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,23
Himachal Pradesh,Kullu,2014,16,0,0,0,16,0,16,0,4,0,0,0,0,4,0,35,7,0,0,0,28,0,0,0,0,0,21,0,2,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,79
Himachal Pradesh,Lahaul & Spiti,2014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,false,0,0,0,0,0,0,0,0,0,1,0,0,false,0,0,0,0,0,0,0,0,4
Himachal Pradesh,Mandi,2014,47,0,0,0,47,2,45,0,33,0,0,0,33,0,0,101,19,5,0,15,62,15,0,0,0,15,50,0,6,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,14,0,0,0,0,false,0,1,1,0,0,0,0,0,267
Himachal Pradesh,Shimla,2014,39,0,0,0,39,2,37,0,32,7,0,0,25,0,0,64,34,0,0,10,20,10,0,0,0,10,27,0,5,4,1,0,2,2,0,0,false,0,0,0,0,2,1,0,5,1,0,2,0,false,0,0,0,0,0,0,0,0,195
Himachal Pradesh,Sirmaur,2014,28,0,0,0,28,0,28,0,15,0,0,0,15,0,0,46,40,0,0,6,0,2,0,0,0,2,24,0,2,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,5,0,0,0,0,false,0,1,1,0,0,0,0,0,123
Himachal Pradesh,Solan,2014,16,0,0,0,16,1,15,1,18,5,0,0,0,13,0,31,4,3,0,7,17,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,2,1,1,0,0,false,0,0,0,0,0,0,0,0,84
Himachal Pradesh,Una,2014,23,0,0,0,23,0,23,0,10,1,1,1,7,0,1,31,13,3,0,7,8,1,0,0,0,1,62,0,4,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,5,0,1,0,0,false,0,0,0,0,0,0,0,0,138
Himachal Pradesh,Total,2014,283,0,0,0,283,6,277,5,227,32,1,1,175,18,1,538,159,18,3,62,296,60,0,0,0,60,325,0,42,10,2,0,60,60,0,0,false,0,0,0,0,2,4,1,66,2,4,2,0,false,5,5,3,1,0,0,1,0,1644
Jammu & Kashmir,Anantnag,2014,19,0,0,0,19,0,19,0,62,35,0,0,27,0,0,123,0,123,0,0,0,0,0,0,0,0,9,0,1,5,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,219
Jammu & Kashmir,Awantipora,2014,6,0,0,0,6,0,6,0,19,0,0,0,19,0,0,19,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,7,0,0,false,0,0,0,0,0,0,0,0,52
Jammu & Kashmir,Bandipora,2014,4,0,0,0,4,0,4,0,37,0,0,0,37,0,0,53,0,0,0,0,53,5,0,0,0,5,4,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,6,0,0,0,0,false,0,0,0,0,0,0,0,0,109
Jammu & Kashmir,Baramulla,2014,10,0,0,0,10,0,10,4,54,33,0,0,0,21,0,83,0,0,0,0,83,18,0,0,0,18,11,0,0,0,1,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,181
Jammu & Kashmir,Budgam,2014,9,0,0,0,9,0,9,0,46,0,0,0,0,46,0,30,0,0,0,0,30,6,0,0,0,6,3,0,4,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,1,99
Jammu & Kashmir,Crime Jammu,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,1
Jammu & Kashmir,Doda,2014,23,0,0,0,23,0,23,0,16,16,0,0,0,0,0,60,0,0,0,0,60,8,0,0,0,8,14,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,121
Jammu & Kashmir,Ganderbal,2014,0,0,0,0,0,0,0,2,20,0,0,0,0,20,0,54,54,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,80
Jammu & Kashmir,Handwara,2014,3,0,0,0,3,0,3,0,24,0,0,0,0,24,0,80,0,0,0,0,80,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,109
Jammu & Kashmir,Jammu,2014,68,0,0,0,68,0,68,0,60,0,0,0,0,60,4,81,0,0,0,0,81,52,0,0,0,52,159,0,6,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,2,0,0,0,false,0,0,0,0,0,0,0,0,432
Jammu & Kashmir,Kargil,2014,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,4
Jammu & Kashmir,Kathua,2014,18,0,0,0,18,0,18,4,33,33,0,0,0,0,1,43,0,0,0,0,43,15,0,0,0,15,21,0,4,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,139
Jammu & Kashmir,Kishtwar,2014,6,0,0,0,6,0,6,0,18,18,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,56
Jammu & Kashmir,Kulgam,2014,7,0,0,0,7,0,7,0,39,39,0,0,0,0,0,171,0,0,0,0,171,13,0,0,0,13,0,0,1,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,231
Jammu & Kashmir,Kupwara,2014,8,0,0,0,8,0,8,0,42,0,0,0,0,42,0,61,61,0,0,0,0,12,0,0,0,12,8,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,13,0,0,0,0,false,0,0,0,0,0,0,0,0,144
Jammu & Kashmir,Leh,2014,6,0,0,0,6,0,6,0,1,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,10
Jammu & Kashmir,Poonch,2014,13,0,0,0,13,0,13,0,36,10,1,0,25,0,0,42,42,0,0,0,0,8,0,8,0,0,25,0,2,4,0,0,20,20,0,0,false,0,0,0,0,0,0,0,1,0,0,0,0,false,0,0,0,0,0,0,0,0,151
Jammu & Kashmir,Pulwama,2014,7,0,0,0,7,0,7,0,20,20,0,0,0,0,0,20,0,0,0,0,20,6,0,0,6,0,1,0,0,1,0,0,2,2,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,57
Jammu & Kashmir,Railways Jammu,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,4
Jammu & Kashmir,Railways Kashmir,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,2
Jammu & Kashmir,Railways Katra,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,1
Jammu & Kashmir,Rajouri,2014,39,0,0,0,39,0,39,1,60,0,0,0,60,0,0,65,65,0,0,0,0,17,0,0,0,17,71,0,9,12,1,0,6,6,0,0,false,0,1,0,1,0,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,283
Jammu & Kashmir,Ramban,2014,8,0,0,0,8,0,8,2,23,8,0,0,15,0,0,25,0,0,0,0,25,14,0,0,0,14,12,0,3,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,3,0,0,0,false,0,0,0,0,0,0,0,1,91
Jammu & Kashmir,Reasi,2014,16,0,0,0,16,0,16,1,26,13,0,0,13,0,0,18,0,0,0,1,17,3,0,0,0,3,16,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,80
Jammu & Kashmir,Samba,2014,7,0,0,0,7,0,7,1,12,6,0,0,0,6,0,10,0,0,0,0,10,0,0,0,0,0,8,0,1,2,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,41
Jammu & Kashmir,Shopian,2014,1,0,0,0,1,0,1,0,37,9,0,0,28,0,0,30,0,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,70
Jammu & Kashmir,Sopore,2014,8,0,0,0,8,0,8,0,40,0,0,0,0,40,0,83,0,0,0,0,83,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,5,0,16,0,0,false,0,0,0,0,0,0,0,0,159
Jammu & Kashmir,Srinagar,2014,12,0,0,0,12,0,12,5,68,37,0,0,0,31,0,218,1,0,0,0,217,44,0,0,0,44,63,0,1,1,0,0,1,0,1,0,false,0,0,0,0,3,1,0,0,0,0,1,0,false,0,0,0,0,0,0,0,0,418
Jammu & Kashmir,Udhampur,2014,30,0,0,0,30,0,30,0,18,8,0,0,10,0,0,23,0,0,0,0,23,13,0,0,0,13,18,0,4,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,1,1,0,0,0,0,0,107
Jammu & Kashmir,Total,2014,331,0,0,0,331,0,331,20,813,285,1,0,236,291,5,1421,242,123,0,1,1055,237,0,8,6,223,467,0,38,25,2,0,29,28,1,0,false,0,1,0,1,3,2,0,25,5,23,1,0,false,0,1,1,0,0,0,0,2,3451
Jharkhand,Bokaro,2014,63,0,0,0,63,0,63,0,97,0,0,0,97,0,18,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,365
Jharkhand,Chaibasa,2014,54,0,0,0,54,5,49,11,22,0,0,0,22,0,2,22,11,1,0,0,10,0,0,0,0,0,19,0,0,0,0,0,6,6,0,0,false,0,0,0,0,0,0,1,0,0,0,29,0,false,0,6,6,0,0,0,0,0,172
Jharkhand,Chatra,2014,18,0,0,0,18,0,18,11,31,0,0,0,31,0,62,19,0,0,0,0,19,8,0,0,0,8,24,0,4,0,0,0,2,2,0,0,false,0,0,0,0,0,0,10,0,0,0,62,0,false,0,0,0,0,0,0,0,0,251
Jharkhand,Deoghar,2014,25,0,0,0,25,0,25,0,63,0,0,0,63,0,28,21,6,15,0,0,0,0,0,0,0,0,138,0,3,8,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,112,0,false,0,0,0,0,0,0,0,0,398
Jharkhand,Dhanbad,2014,54,0,0,0,54,4,50,21,148,0,0,0,148,0,28,54,0,0,0,0,54,0,0,0,0,0,99,0,11,1,0,0,0,0,0,0,false,0,1,0,1,2,0,0,0,0,0,166,0,false,0,0,0,0,0,0,0,13,598
