area_name,year,group_name,sub_group_name,persons_acquitted,persons_against_whom_cases_compounded_or_withdrawn,persons_arrested,persons_chargesheeted,persons_convicted,persons_in_custody_or_on_bail_during_investigation_at_year_beginning,persons_in_custody_or_on_bail_during_investigation_at_year_end,persons_in_custody_or_on_bail_during_trial_at_year_end,persons_released_or_freed_by_police_or_magistrate_before_trial_for_want_of_evidence_or_any_other_reason,persons_trial_completed,persons_under_trial_at_year_beginning,total_persons_under_trial
Daman & Diu,2009,Rape,01. Rape,0,0,1,1,0,0,0,5,0,0,4,5
Delhi,2009,Rape,01. Rape,249,0,557,615,195,307,242,2254,7,444,2083,2698
Goa,2009,Rape,01. Rape,20,0,56,41,7,45,56,98,4,27,84,125
Gujarat,2009,Rape,01. Rape,244,2,610,597,44,53,66,4451,0,288,4144,4741
Haryana,2009,Rape,01. Rape,492,0,848,832,230,90,106,1412,0,722,1302,2134
Himachal Pradesh,2009,Rape,01. Rape,125,0,250,260,40,72,57,728,5,165,633,893
Jammu & Kashmir,2009,Rape,01. Rape,266,12,303,301,12,2,4,1449,0,278,1438,1739
Jharkhand,2009,Rape,01. Rape,508,12,765,764,341,427,418,1267,10,849,1364,2128
Karnataka,2009,Rape,01. Rape,468,1,595,567,48,142,148,1522,22,516,1472,2039
Kerala,2009,Rape,01. Rape,329,1,694,751,57,544,487,4230,0,386,3866,4617
Lakshadweep,2009,Rape,01. Rape,0,0,0,0,0,0,0,3,0,0,3,3
Madhya Pradesh,2009,Rape,01. Rape,2536,15,4243,4221,854,96,118,11528,0,3390,10712,14933
Maharashtra,2009,Rape,01. Rape,1136,10,2075,2076,225,796,782,17466,13,1361,16761,18837
Manipur,2009,Rape,01. Rape,0,0,22,7,0,34,40,84,9,0,77,84
Meghalaya,2009,Rape,01. Rape,18,0,110,96,7,185,189,494,10,25,423,519
Mizoram,2009,Rape,01. Rape,21,0,81,117,53,61,25,94,0,74,51,168
Nagaland,2009,Rape,01. Rape,1,0,27,29,16,9,5,47,2,17,35,64
Odisha,2009,Rape,01. Rape,641,0,1119,1100,183,103,122,4712,0,824,4436,5536
Puducherry,2009,Rape,01. Rape,2,0,1,8,4,12,4,40,1,6,38,46
Punjab,2009,Rape,01. Rape,429,0,681,631,234,402,411,765,41,663,797,1428
Rajasthan,2009,Rape,01. Rape,545,23,1388,1387,296,12,13,4704,0,841,4181,5568
Sikkim,2009,Rape,01. Rape,12,1,19,19,5,10,10,56,0,17,55,74
Tamil Nadu,2009,Rape,01. Rape,439,0,776,776,111,495,482,1897,13,550,1671,2447
Tripura,2009,Rape,01. Rape,144,4,336,169,24,24,97,215,94,168,218,387
Uttar Pradesh,2009,Rape,01. Rape,1381,0,2918,2168,1187,192,168,7023,774,2568,7423,9591
Uttarakhand,2009,Rape,01. Rape,116,0,138,146,83,14,4,415,2,199,468,614
West Bengal,2009,Rape,01. Rape,1088,38,1748,1707,132,1099,1095,11336,45,1220,10887,12594
Andaman & Nicobar Islands,2010,Rape,01. Rape,0,0,39,28,0,22,33,108,0,0,80,108
Andhra Pradesh,2010,Rape,01. Rape,1134,19,1761,1674,173,775,808,3152,54,1307,2804,4478
Arunachal Pradesh,2010,Rape,01. Rape,2,2,49,40,4,16,20,594,5,6,562,602
Assam,2010,Rape,01. Rape,532,78,1629,1153,117,1701,1716,4627,461,649,4201,5354
Bihar,2010,Rape,01. Rape,1188,0,892,816,280,1144,1126,5069,94,1468,5721,6537
Chandigarh,2010,Rape,01. Rape,24,0,44,38,16,19,16,66,9,40,68,106
Chhattisgarh,2010,Rape,01. Rape,762,2,1198,1203,270,109,92,4822,12,1032,4653,5856
Dadra & Nagar Haveli,2010,Rape,01. Rape,2,0,3,4,2,3,2,15,0,4,15,19
Daman & Diu,2010,Rape,01. Rape,0,0,1,1,0,0,0,6,0,0,5,6
Delhi,2010,Rape,01. Rape,331,0,602,532,201,242,301,2254,11,532,2254,2786
Goa,2010,Rape,01. Rape,25,0,50,62,7,56,42,128,2,32,98,160
Gujarat,2010,Rape,01. Rape,255,2,617,620,40,66,63,4774,0,295,4451,5071
Haryana,2010,Rape,01. Rape,557,0,866,853,161,106,118,1547,1,718,1412,2265
Himachal Pradesh,2010,Rape,01. Rape,146,1,197,204,38,57,49,747,1,184,728,932
Jammu & Kashmir,2010,Rape,01. Rape,205,2,266,259,5,4,11,1496,0,210,1449,1708
Jharkhand,2010,Rape,01. Rape,482,13,836,911,194,418,343,1489,0,676,1267,2178
Karnataka,2010,Rape,01. Rape,497,24,771,703,82,148,166,1622,50,579,1522,2225
Kerala,2010,Rape,01. Rape,281,0,659,779,52,487,367,4676,0,333,4230,5009
Lakshadweep,2010,Rape,01. Rape,0,0,0,0,0,0,0,3,0,0,3,3
Madhya Pradesh,2010,Rape,01. Rape,2710,31,4387,4407,1230,118,77,11964,21,3940,11528,15935
Maharashtra,2010,Rape,01. Rape,1243,12,2180,2145,202,782,801,18154,16,1445,17466,19611
Manipur,2010,Rape,01. Rape,6,0,22,5,1,40,47,82,10,7,84,89
Meghalaya,2010,Rape,01. Rape,10,2,135,73,4,189,233,551,18,14,494,567
Mizoram,2010,Rape,01. Rape,3,0,112,125,123,25,12,93,0,126,94,219
Nagaland,2010,Rape,01. Rape,5,0,17,19,12,5,3,49,0,17,47,66
Odisha,2010,Rape,01. Rape,855,0,1363,1369,188,122,116,5038,0,1043,4712,6081
Puducherry,2010,Rape,01. Rape,0,0,5,2,1,4,7,41,0,1,40,42
Punjab,2010,Rape,01. Rape,469,0,766,654,244,366,417,697,61,713,756,1410
Rajasthan,2010,Rape,01. Rape,663,22,1343,1355,298,13,0,5076,1,961,4704,6059
Sikkim,2010,Rape,01. Rape,2,0,21,30,1,10,1,83,0,3,56,86
Tamil Nadu,2010,Rape,01. Rape,512,1,777,682,136,482,558,1930,19,648,1897,2579
Tripura,2010,Rape,01. Rape,180,1,320,226,32,97,148,228,43,212,215,441
Uttar Pradesh,2010,Rape,01. Rape,1218,0,2580,1842,1304,168,203,6343,703,2522,7023,8865
Uttarakhand,2010,Rape,01. Rape,118,0,171,159,86,4,16,370,0,204,415,574
West Bengal,2010,Rape,01. Rape,987,27,2395,2242,128,1095,1142,12436,106,1115,11336,13578
Andaman & Nicobar Islands,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,4,5,0,9,8,25,0,2,22,27
Andhra Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,717,71,965,771,82,346,459,1286,81,799,1385,2156
Arunachal Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,0,60,56,5,21,17,320,8,10,274,330
Assam,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,501,58,1583,801,109,1735,1928,2348,589,610,2215,3016
Bihar,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,614,2,988,933,191,668,572,8547,151,805,8421,9354
Chandigarh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,18,0,43,30,1,2,6,137,9,19,126,156
Chhattisgarh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,98,13,223,207,44,9,25,1227,0,142,1175,1382
Dadra & Nagar Haveli,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,3,2,0,1,2,11,0,0,9,11
Daman & Diu,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,0,2,0,0,0,0,9,2,5,14,14
Delhi,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,153,0,298,328,263,113,55,221,28,416,309,637
Goa,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,30,0,8,6,8,7,6,31,3,38,63,69
Gujarat,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,466,21,1063,1145,30,249,157,7739,10,496,7111,8256
Haryana,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,223,0,298,283,68,22,37,1116,0,291,1124,1407
Himachal Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,43,0,74,55,4,17,18,339,18,47,331,386
Jammu & Kashmir,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,554,61,633,618,1,31,1,4025,45,555,4023,4641
Jharkhand,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,140,18,318,307,111,168,150,1398,29,251,1360,1667
Karnataka,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,371,5,306,271,8,89,92,1138,32,379,1251,1522
Kerala,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,90,2,114,116,7,91,62,723,27,97,706,822
Lakshadweep,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,812,49,917,882,221,58,81,5346,12,1033,5546,6428
Maharashtra,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,709,53,1022,1034,43,303,234,8811,57,752,8582,9616
Manipur,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,58,1,0,39,17,74,79,2,75,76
Meghalaya,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,0,9,8,0,32,29,97,4,3,92,100
Mizoram,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,0,5,7,6,6,4,4,0,7,4,11
Nagaland,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,9,1,0,9,15,43,2,0,42,43
Odisha,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,444,0,555,513,56,26,59,2092,9,500,2079,2592
Puducherry,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,1,1,1,1,1,17,0,1,17,18
Punjab,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,115,11,369,233,32,273,362,644,47,147,569,802
Rajasthan,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1314,93,1261,1271,450,20,7,10645,3,1764,11231,12502
Sikkim,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,535,35,808,583,123,717,633,2170,309,658,2280,2863
Tripura,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,16,0,43,21,4,27,32,179,17,20,178,199
Uttar Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1423,83,4295,3746,1596,677,814,14452,412,3019,13808,17554
Uttarakhand,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,69,8,153,153,42,31,15,732,16,111,698,851
West Bengal,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,501,13,1331,1091,29,1311,1214,5959,337,530,5411,6502
Andaman & Nicobar Islands,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,6,0,1,9,0,8,0,28,0,6,25,34
Andhra Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,642,33,962,934,84,459,430,1461,57,726,1286,2220
Arunachal Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,57,33,0,17,26,353,15,0,320,353
Assam,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,416,75,1967,914,86,1928,2433,2685,548,502,2348,3262
Bihar,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,671,0,1154,1092,172,581,381,8796,262,843,8547,9639
Chandigarh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,23,0,37,29,4,6,4,139,10,27,137,166
Chhattisgarh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,201,3,178,193,67,25,10,1139,0,268,1217,1410
Dadra & Nagar Haveli,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,0,6,10,0,5,1,20,0,1,11,21
Daman & Diu,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,9,0,0,0,0,0,0,0,0,9,9,9
Delhi,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,63,0,325,312,28,55,46,442,22,91,221,533
Goa,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,0,9,5,0,6,9,31,1,5,31,36
Gujarat,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,420,16,1007,1027,28,157,130,8302,7,448,7739,8766
Haryana,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,357,3,328,333,68,37,29,1021,3,425,1116,1449
Himachal Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,56,0,96,74,11,18,30,346,10,67,339,413
Jammu & Kashmir,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,400,12,563,545,10,1,11,4148,8,410,4025,4570
Jharkhand,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,270,54,152,156,82,146,98,957,44,352,1207,1363
Karnataka,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,276,1,336,309,9,92,94,1161,25,285,1138,1447
Kerala,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,76,4,92,79,17,62,51,705,24,93,723,802
Lakshadweep,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1028,16,1126,1163,201,81,43,5264,1,1229,5346,6509
Maharashtra,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,843,94,977,879,68,234,280,8685,52,911,8811,9690
Manipur,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,62,1,1,17,28,74,50,1,74,75
Meghalaya,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,21,15,0,29,33,110,2,2,97,112
Mizoram,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,3,1,1,0,2,1,0,1,1,2
Nagaland,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,1,4,3,1,15,14,44,2,1,43,46
Odisha,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,443,0,534,543,59,59,45,2133,5,502,2092,2635
Puducherry,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,4,0,10,5,2,1,6,16,0,6,17,22
Punjab,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,168,9,348,249,111,362,415,605,46,279,644,893
Rajasthan,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1703,66,1103,1091,457,7,18,9510,1,2160,10645,11736
Sikkim,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,2,0,0,0,1,0,1,0,0,0
Tamil Nadu,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,903,23,847,845,170,633,436,1919,199,1073,2170,3015
Tripura,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,32,0,60,30,1,32,38,176,24,33,179,209
Uttar Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1803,82,3829,3761,1887,814,465,14441,417,3690,14452,18213
Uttarakhand,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,54,0,244,170,96,15,32,752,57,150,732,902
West Bengal,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,719,18,1781,1655,105,1214,1232,6772,108,824,5959,7614
Andaman & Nicobar Islands,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,1,0,0,0,1,28,0,0,28,28
Andhra Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,552,32,878,773,85,430,445,1565,90,637,1461,2234
Arunachal Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,50,25,0,26,28,378,23,0,353,378
Assam,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,644,157,1894,1106,141,2433,2452,2849,769,785,2685,3791
Bihar,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,682,10,877,781,141,381,315,8744,162,823,8796,9577
Chandigarh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,36,0,22,18,8,4,4,113,4,44,139,157
Chhattisgarh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,83,52,135,143,37,10,2,1125,0,120,1154,1297
Dadra & Nagar Haveli,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,10,0,6,7,2,1,0,15,0,12,20,27
Daman & Diu,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,1,0,0,0,0,1,1,0,1,1
Delhi,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,121,0,274,126,17,46,156,430,38,138,442,568
Goa,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,4,0,12,12,0,9,4,39,5,4,31,43
Gujarat,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,536,12,945,917,44,130,147,8627,11,580,8302,9219
Haryana,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,317,3,354,353,67,29,28,987,2,384,1021,1374
Himachal Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,73,1,76,82,8,30,11,346,13,81,346,428
Jammu & Kashmir,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,233,11,696,700,2,11,4,4602,3,235,4148,4848
Jharkhand,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,73,29,336,266,67,98,145,1054,23,140,957,1223
Karnataka,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,272,1,242,263,2,94,40,1149,33,274,1161,1424
Kerala,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,53,5,104,89,17,51,66,719,0,70,705,794
Lakshadweep,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1020,43,918,924,265,40,32,5147,2,1285,5551,6475
Maharashtra,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,657,25,938,837,61,280,328,8779,53,718,8685,9522
Manipur,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,67,2,0,28,45,74,48,2,74,76
Meghalaya,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,0,4,0,0,33,35,107,2,3,110,110
Mizoram,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,3,3,1,0,0,3,0,1,1,4
Nagaland,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,6,2,2,14,18,44,0,2,44,46
Odisha,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,449,0,531,490,57,45,84,2117,2,506,2133,2623
Puducherry,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,0,13,3,0,6,16,14,0,5,16,19
Punjab,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,113,1,253,244,46,415,372,689,52,159,605,849
Rajasthan,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1336,62,921,925,394,18,12,8643,2,1730,9510,10435
Sikkim,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,1,1,0,0,0,0,0
Tamil Nadu,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,582,4,856,677,82,436,507,1928,108,664,1919,2596
Tripura,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,21,0,68,47,6,38,43,196,16,27,176,223
Uttar Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1340,69,2374,2309,1513,465,487,13828,43,2853,14441,16750
Uttarakhand,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,37,1,217,179,40,32,30,853,40,77,752,931
West Bengal,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,799,21,1571,1309,108,1232,1211,7153,283,907,6772,8081
Andaman & Nicobar Islands,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,0,2,3,5,1,0,25,0,6,28,31
Andhra Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,715,33,1105,910,116,445,534,1611,106,831,1565,2475
Arunachal Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,2,34,25,5,28,21,396,16,5,378,403
Assam,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,671,155,2083,1248,194,2452,2502,3077,785,865,2849,4097
Bihar,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,791,0,1606,948,137,315,815,8764,158,928,8744,9692
Chandigarh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,9,0,61,49,33,4,10,120,6,42,113,162
Chhattisgarh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,181,93,225,219,81,2,7,989,1,262,1125,1344
Dadra & Nagar Haveli,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,0,6,5,0,0,1,17,0,3,15,20
Daman & Diu,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,114,0,331,297,16,156,157,597,33,130,430,727
Goa,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,6,0,14,8,1,4,6,40,4,7,39,47
Gujarat,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,658,11,1171,1184,65,147,129,9077,5,723,8627,9811
Haryana,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,327,3,315,314,76,28,25,895,4,403,987,1301
Himachal Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,49,0,73,49,3,11,17,343,18,52,346,395
Jammu & Kashmir,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,350,11,672,653,5,4,5,4889,18,355,4602,5255
Jharkhand,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,73,29,336,266,67,145,192,1151,23,140,1054,1320
Karnataka,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,279,4,278,256,12,40,50,1110,12,291,1149,1405
Kerala,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,94,5,135,18,13,66,176,625,7,107,719,737
Lakshadweep,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,634,50,986,988,178,32,29,5273,1,812,5147,6135
Maharashtra,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,715,23,1125,1116,49,328,274,9108,63,764,8779,9895
Manipur,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,0,77,1,0,45,55,72,66,3,74,75
Meghalaya,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,16,12,0,35,36,117,3,2,107,119
Mizoram,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,3,0,0,3,3
Nagaland,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,2,17,45,18,3,14,0,47,44,61
Odisha,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,422,0,477,493,45,84,68,2143,0,467,2117,2610
Puducherry,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,7,0,6,5,3,16,17,9,0,10,14,19
Punjab,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,142,5,266,342,156,372,265,728,31,298,689,1031
Rajasthan,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,879,35,1245,1232,392,12,25,8569,0,1271,8643,9875
Sikkim,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,4,3,0,1,0,3,2,0,0,3
Tamil Nadu,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,592,13,985,821,65,507,552,2079,119,657,1928,2749
Tripura,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,50,0,83,79,26,43,26,199,21,76,196,275
Uttar Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1335,95,3709,3265,1703,487,685,13960,246,3038,13828,17093
Uttarakhand,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,89,0,202,132,61,30,28,835,72,150,853,985
West Bengal,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,722,21,1620,1166,64,1211,1574,7512,91,786,7153,8319
Andaman & Nicobar Islands,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,25,0,0,25,25
