column_a,column_b,column_c,column_d,column_e,column_f,column_g,column_h,column_i,column_j,column_k
STATE/UT,YEAR,Place Of Occurrence,Dacoity (Section 395-398 IPC) - Number of cases registered,Dacoity (Section 395-398 IPC) - Value Of Property Stolen (in rupees),"Robbery(Section 392-394, 397, 398 IPC) - Number of cases registered","Robbery(Section 392-394, 397, 398 IPC) - Value Of Property Stolen (in rupees)","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Number of cases registered","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Value Of Property Stolen (in rupees)",Theft (Section 379-382 IPC) - Number of cases registered,Theft (Section 379-382 IPC) - Value Of Property Stolen (in rupees)
Nagaland,2006,RESIDENTIAL PREMISES,1,543000,14,42129601,44,41753187,96,3444021
Nagaland,2006,HIGH-WAY,7,42270,16,976150,0,0,1,5000
Nagaland,2006,RIVER & SEA,0,0,0,0,0,0,0,0
Nagaland,2006,RAILWAYS,0,0,0,0,0,0,2,10550
Nagaland,2006,RUNNING TRAINS,0,0,0,0,0,0,1,4500
Nagaland,2006,OTHERS RLY.,0,0,0,0,0,0,1,6050
Nagaland,2006,BANKS,0,0,0,0,0,0,0,0
Nagaland,2006,COMMERCIAL ESTABLISHMENTS,1,35000,16,7202220,10,247600,37,1154930
Nagaland,2006,OTHER PLACES,7,63500,38,2920000,16,220370,191,74334205
Nagaland,2006,TOTAL (MANUAL),16,683770,84,53227971,70,42221157,327,78948706
Nagaland,2007,RESIDENTIAL PREMISES,0,0,20,924175,89,2779703,133,4788043
Nagaland,2007,HIGH-WAY,7,3456280,29,2195200,0,0,15,1345000
Nagaland,2007,RIVER & SEA,0,0,0,0,0,0,0,0
Nagaland,2007,RAILWAYS,0,0,0,0,0,0,0,0
Nagaland,2007,RUNNING TRAINS,0,0,0,0,0,0,0,0
Nagaland,2007,OTHERS RLY.,0,0,0,0,0,0,0,0
Nagaland,2007,BANKS,0,0,0,0,0,0,0,0
Nagaland,2007,COMMERCIAL ESTABLISHMENTS,0,0,0,0,10,266345,110,9964953
Nagaland,2007,OTHER PLACES,0,0,26,4947123,19,602970,102,13039750
Nagaland,2007,TOTAL (MANUAL),7,3456280,75,8066498,118,3649018,360,29137746
Nagaland,2008,RESIDENTIAL PREMISES,1,4000,19,298860,42,4595150,129,11111740
Nagaland,2008,HIGH-WAY,4,483500,43,8574385,0,0,33,2984800
Nagaland,2008,RIVER & SEA,0,0,0,0,0,0,0,0
Nagaland,2008,RAILWAYS,0,0,0,0,0,0,0,0
Nagaland,2008,RUNNING TRAINS,0,0,0,0,0,0,0,0
Nagaland,2008,OTHERS RLY.,0,0,0,0,0,0,0,0
Nagaland,2008,BANKS,0,0,0,0,2,23326000,17,10840500
Nagaland,2008,COMMERCIAL ESTABLISHMENTS,0,0,4,200000,18,2503500,64,36352307
Nagaland,2008,OTHER PLACES,1,600000,21,263642790,65,37203725,102,9949410
Nagaland,2008,TOTAL (MANUAL),6,1087500,87,272716035,127,67628375,345,71238757
Nagaland,2009,RESIDENTIAL PREMISES,2,85000,20,23005000,24,2195500,147,27858000
Nagaland,2009,HIGH-WAY,3,376000,34,11110460,0,0,8,7262100
Nagaland,2009,RIVER & SEA,0,0,0,0,0,0,0,0
Nagaland,2009,RAILWAYS,0,0,3,3850,0,0,0,0
Nagaland,2009,RUNNING TRAINS,0,0,0,0,0,0,0,0
Nagaland,2009,OTHERS RLY.,0,0,3,3850,0,0,0,0
Nagaland,2009,BANKS,0,0,0,0,0,0,2,2050000
Nagaland,2009,COMMERCIAL ESTABLISHMENTS,0,0,0,0,10,200000,28,2082766
Nagaland,2009,OTHER PLACES,3,166025,35,619342823,48,2819830,162,16775444
Nagaland,2009,TOTAL (MANUAL),8,627025,92,653462133,82,5215330,347,56028310
Nagaland,2010,RESIDENTIAL PREMISES,1,7500,7,350000,33,9772913,266,195930179
Nagaland,2010,HIGH-WAY,1,3000,37,1748545,0,0,23,2305061
Nagaland,2010,RIVER & SEA,0,0,0,0,0,0,0,0
Nagaland,2010,RAILWAYS,0,0,0,0,0,0,0,0
Nagaland,2010,RUNNING TRAINS,0,0,0,0,0,0,0,0
Nagaland,2010,OTHERS RLY.,0,0,0,0,0,0,0,0
Nagaland,2010,BANKS,0,0,2,590500,0,0,0,0
Nagaland,2010,COMMERCIAL ESTABLISHMENTS,0,0,0,0,13,503551,36,1906390
Nagaland,2010,OTHER PLACES,1,5540,17,8679540,16,74140,72,23330485
Nagaland,2010,TOTAL (MANUAL),3,16040,63,11368585,62,10350604,397,223472115
Nagaland,2011,RESIDENTIAL PREMISES,2,274563,4,1472875,20,2161167,121,16524627
Nagaland,2011,HIGH-WAY,2,555000,28,4000126,11,810000,55,11676510
Nagaland,2011,RIVER & SEA,0,0,0,0,0,0,0,0
Nagaland,2011,RAILWAYS,1,450000,2,361000,0,0,2,73540
Nagaland,2011,RUNNING TRAINS,0,0,0,0,0,0,0,0
Nagaland,2011,OTHERS RLY.,1,450000,2,361000,0,0,2,73540
Nagaland,2011,BANKS,1,7537,0,0,0,0,0,0
Nagaland,2011,COMMERCIAL ESTABLISHMENTS,0,0,17,3765121,21,525000,94,19723024
Nagaland,2011,OTHER PLACES,1,0,8,2075218,21,662283,88,9638880
Nagaland,2011,TOTAL (MANUAL),7,1287100,59,11674340,73,4158450,360,57636581
Nagaland,2012,RESIDENTIAL PREMISES,0,0,15,4957897,28,2295337,156,33901504
Nagaland,2012,HIGH-WAY,1,5500,20,3298354,0,0,7,1722470
Nagaland,2012,RIVER & SEA,0,0,0,0,0,0,0,0
Nagaland,2012,RAILWAYS,0,0,0,0,0,0,9,437350
Nagaland,2012,RUNNING TRAINS,0,0,0,0,0,0,1,9450
Nagaland,2012,OTHERS RLY.,0,0,0,0,0,0,8,427900
Nagaland,2012,BANKS,0,0,0,0,0,0,6,1335000
Nagaland,2012,COMMERCIAL ESTABLISHMENTS,0,0,7,2073551,8,895516,112,25862484
Nagaland,2012,OTHER PLACES,0,0,12,3137148,29,1407928,91,10048415
Nagaland,2012,TOTAL (MANUAL),1,5500,54,13466950,65,4598781,381,73307223
Nagaland,2012,TOTAL COMPUTER FROM 1 TO 7,1,5500,54,13466950,65,4598781,381,73307223
Odisha,2001,RESIDENTIAL PREMISES,90,4076570,255,4866323,2341,30095076,2191,32793649
Odisha,2001,HIGH-WAY,26,15852398,268,5649410,0,0,95,3546204
Odisha,2001,RIVER & SEA,0,0,0,0,0,0,0,0
Odisha,2001,RAILWAYS,5,32000,14,28100,2,1020,393,4723863
Odisha,2001,RUNNING TRAINS,4,25000,4,16600,0,0,258,2801919
Odisha,2001,OTHERS RLY.,1,7000,10,11500,2,1020,135,1921944
Odisha,2001,BANKS,6,2073260,4,88567,5,350485,0,0
Odisha,2001,COMMERCIAL ESTABLISHMENTS,22,783843,90,2073584,383,6516687,616,8033870
Odisha,2001,OTHER PLACES,50,3335557,327,13231175,362,9398185,2327,40008449
Odisha,2001,TOTAL (MANUAL),199,26153628,958,25937159,3093,46361453,5622,89106035
Odisha,2001,TOTAL COMPUTER FROM 1 TO 7,199,26153628,958,25937159,3093,46361453,5622,89106035
Odisha,2002,RESIDENTIAL PREMISES,94,5708023,223,4404037,1957,29211345,1760,32121962
Odisha,2002,HIGH-WAY,33,3022809,213,9747034,6,92350,92,1872860
Odisha,2002,RIVER & SEA,0,0,0,0,0,0,0,0
Odisha,2002,RAILWAYS,2,50150,16,806610,0,0,486,7650157
Odisha,2002,RUNNING TRAINS,1,20000,1,20000,0,0,323,3709613
Odisha,2002,OTHERS RLY.,1,30150,15,786610,0,0,163,3940544
Odisha,2002,BANKS,2,227665,6,460054,12,703398,0,0
Odisha,2002,COMMERCIAL ESTABLISHMENTS,12,922650,144,2968634,427,5803329,470,9500886
Odisha,2002,OTHER PLACES,103,7726686,343,9288287,482,8659854,2460,45304596
Odisha,2002,TOTAL (MANUAL),246,17657983,945,27674656,2884,44470276,5268,96450461
Odisha,2002,TOTAL COMPUTER FROM 1 TO 7,246,17657983,945,27674656,2884,44470276,5268,96450461
Odisha,2003,RESIDENTIAL PREMISES,74,4286276,212,5145182,1845,27073363,1958,30656069
Odisha,2003,HIGH-WAY,21,2223571,163,5650616,0,0,26,402824
Odisha,2003,RIVER & SEA,0,0,0,0,0,0,0,0
Odisha,2003,RAILWAYS,1,65987,26,165834,0,0,477,10173105
Odisha,2003,RUNNING TRAINS,1,65987,8,49090,0,0,205,2555240
Odisha,2003,OTHERS RLY.,0,0,18,116744,0,0,272,7617865
Odisha,2003,BANKS,2,111274,4,104138,14,1773742,0,0
Odisha,2003,COMMERCIAL ESTABLISHMENTS,15,1364640,106,2315370,411,7460831,346,6120049
Odisha,2003,OTHER PLACES,65,4592284,364,6811000,691,12422570,2552,46629839
Odisha,2003,TOTAL (MANUAL),178,12644032,875,20192140,2961,48730506,5359,93981886
Odisha,2003,TOTAL COMPUTER FROM 1 TO 7,178,12644032,875,20192140,2961,48730506,5359,93981886
Odisha,2004,RESIDENTIAL PREMISES,95,7854369,145,4162242,1928,34109882,2472,54925231
Odisha,2004,HIGH-WAY,24,1120501,210,3926501,1,195975,35,1622200
Odisha,2004,RIVER & SEA,0,0,0,0,0,0,0,0
Odisha,2004,RAILWAYS,1,75000,14,763400,1,0,355,4822765
Odisha,2004,RUNNING TRAINS,1,75000,5,280200,0,0,273,3802335
Odisha,2004,OTHERS RLY.,0,0,9,483200,1,0,82,1020430
Odisha,2004,BANKS,2,1413374,0,0,9,1066344,0,0
Odisha,2004,COMMERCIAL ESTABLISHMENTS,28,2038886,81,1680542,442,7373693,625,11248151
Odisha,2004,OTHER PLACES,88,3845834,502,13977487,611,10061333,2480,42689505
Odisha,2004,TOTAL (MANUAL),238,16347964,952,24510172,2992,52807227,5967,115307852
Odisha,2005,RESIDENTIAL PREMISES,86,9236443,197,3978115,1926,32154627,1700,45732290
Odisha,2005,HIGH-WAY,37,3390106,347,7740491,0,0,74,1781959
Odisha,2005,RIVER & SEA,0,0,2,35000,0,0,0,0
Odisha,2005,RAILWAYS,1,335475,147,86907,13,228590,404,5233943
Odisha,2005,RUNNING TRAINS,0,0,1,13007,0,0,183,1615870
Odisha,2005,OTHERS RLY.,1,335475,146,73900,13,228590,221,3618073
Odisha,2005,BANKS,5,599075,9,546660,82,3424904,0,0
Odisha,2005,COMMERCIAL ESTABLISHMENTS,24,2857865,157,3250313,527,12015471,1576,34968148
Odisha,2005,OTHER PLACES,31,9301625,139,7025699,481,14094231,2989,99888999
Odisha,2005,TOTAL (MANUAL),184,25720589,998,22663185,3029,61917823,6743,187605339
Odisha,2005,TOTAL COMPUTER FROM 1 TO 7,184,25720589,998,22663185,3029,61917823,6743,187605339
Odisha,2006,RESIDENTIAL PREMISES,84,13215299,176,4976666,1880,33034818,1334,39448009
Odisha,2006,HIGH-WAY,76,8961879,498,16116270,2,125000,3,77000
Odisha,2006,RIVER & SEA,0,0,0,0,0,0,0,0
Odisha,2006,RAILWAYS,2,342940,13,514780,36,125760,409,6897395
Odisha,2006,RUNNING TRAINS,0,0,10,226800,0,0,253,4733278
Odisha,2006,OTHERS RLY.,2,342940,3,287980,36,125760,156,2164117
Odisha,2006,BANKS,27,1384388,3,1318550,23,2455195,0,0
Odisha,2006,COMMERCIAL ESTABLISHMENTS,2,4552994,103,7131505,591,23904223,286,47080064
Odisha,2006,OTHER PLACES,48,11971850,391,17301253,588,24529512,4535,129253126
Odisha,2006,TOTAL (MANUAL),239,40429350,1184,47359024,3120,84174508,6567,222755594
Odisha,2007,RESIDENTIAL PREMISES,76,6570220,139,6674161,1650,29678736,1864,0
Odisha,2007,HIGH-WAY,50,12611450,409,20421249,131,280000,37,3722925
Odisha,2007,RIVER & SEA,0,0,0,0,0,0,43,1042750
Odisha,2007,RAILWAYS,2,35000,9,315097,0,0,291,5998447
Odisha,2007,RUNNING TRAINS,2,35000,4,63610,0,0,174,3962844
Odisha,2007,OTHERS RLY.,0,0,5,251487,0,0,117,2035603
Odisha,2007,BANKS,9,29972650,10,1261287,12,1151610,0,0
Odisha,2007,COMMERCIAL ESTABLISHMENTS,41,4644730,103,6693153,498,16070935,332,17578944
Odisha,2007,OTHER PLACES,69,22923688,603,27592890,782,46629269,4263,201103644
Odisha,2007,TOTAL (MANUAL),247,76757738,1273,62957837,3073,93810550,6830,229446710
Odisha,2008,RESIDENTIAL PREMISES,97,13636169,236,6895334,1928,60695832,2020,51745996
Odisha,2008,HIGH-WAY,52,14552342,420,18231589,28,3021,141,1361847
Odisha,2008,RIVER & SEA,0,0,0,0,0,0,5,7200
Odisha,2008,RAILWAYS,1,59000,18,398000,3,7000,430,14572200
Odisha,2008,RUNNING TRAINS,1,59000,6,338750,0,0,236,9133530
Odisha,2008,OTHERS RLY.,0,0,12,59250,3,7000,194,5438670
Odisha,2008,BANKS,8,6685311,5,668323,18,4882953,0,0
Odisha,2008,COMMERCIAL ESTABLISHMENTS,47,32618711,107,5866053,484,22628219,909,22014941
Odisha,2008,OTHER PLACES,100,23942133,559,23488218,639,20369528,3914,134739400
Odisha,2008,TOTAL (MANUAL),305,91493666,1345,55547517,3100,108586553,7419,224441584
Odisha,2008,TOTAL COMPUTER FROM 1 TO 7,305,91493666,1345,55547517,3100,108586553,7419,224441584
Odisha,2009,RESIDENTIAL PREMISES,90,18294295,218,8162765,1729,94481459,1491,62897461
Odisha,2009,HIGH-WAY,88,59232628,420,26904971,10,8500,351,11110050
Odisha,2009,RIVER & SEA,0,0,2,56000,0,0,4,70300
Odisha,2009,RAILWAYS,8,3652910,70,2639576,29,931711,897,59168402
Odisha,2009,RUNNING TRAINS,2,14000,5,88170,0,0,348,10218511
Odisha,2009,OTHERS RLY.,6,3638910,65,2551406,29,931711,549,48949891
Odisha,2009,BANKS,11,22641751,7,808929,13,2078448,0,0
Odisha,2009,COMMERCIAL ESTABLISHMENTS,44,10174992,121,5526888,525,53945559,655,44364558
Odisha,2009,OTHER PLACES,139,36462256,650,36822879,631,50123187,3738,139134107
Odisha,2009,TOTAL (MANUAL),380,150458832,1488,80922008,2937,201568864,7136,316744878
Odisha,2010,RESIDENTIAL PREMISES,91,17160746,204,10490381,1694,64916296,1664,172318226
Odisha,2010,HIGH-WAY,103,32609105,453,55948416,1,878180,93,11713300
Odisha,2010,RIVER & SEA,0,0,0,0,0,0,0,0
Odisha,2010,RAILWAYS,1,5000,21,1609900,1,25000,621,21733165
Odisha,2010,RUNNING TRAINS,1,5000,8,447500,0,0,427,15118132
Odisha,2010,OTHERS RLY.,0,0,13,1162400,1,25000,194,6615033
Odisha,2010,BANKS,1,1498500,5,1997610,10,1652850,2,60000
Odisha,2010,COMMERCIAL ESTABLISHMENTS,40,10405247,123,8029421,458,24509760,761,75617335
Odisha,2010,OTHER PLACES,110,23019361,685,41119457,691,68477027,4431,382379838
Odisha,2010,TOTAL (MANUAL),346,84697959,1491,119195185,2855,160459113,7572,663821864
Odisha,2011,RESIDENTIAL PREMISES,114,22737774,192,11901181,1493,76293400,1871,120761239
Odisha,2011,HIGH-WAY,111,32934379,511,41328853,0,0,190,23975922
Odisha,2011,RIVER & SEA,0,0,0,0,0,0,0,0
Odisha,2011,RAILWAYS,7,3995511,22,340600,3,47000,849,30944936
Odisha,2011,RUNNING TRAINS,0,0,6,108800,0,0,472,21948506
Odisha,2011,OTHERS RLY.,7,3995511,16,231800,3,47000,377,8996430
Odisha,2011,BANKS,11,8972474,1,85250,15,5040988,27,1837372
Odisha,2011,COMMERCIAL ESTABLISHMENTS,56,14056718,159,15433782,480,26466835,562,46073918
Odisha,2011,OTHER PLACES,118,19500176,698,55379740,1040,62491720,5225,301047138
Odisha,2011,TOTAL (MANUAL),417,102197032,1583,124469406,3031,170339943,8724,524640525
Odisha,2012,RESIDENTIAL PREMISES,76,13542087,169,17376657,1828,139423452,2315,172919066
Odisha,2012,HIGH-WAY,114,25666087,491,46952750,0,0,292,51217976
Odisha,2012,RIVER & SEA,0,0,0,0,0,0,6,150000
Odisha,2012,RAILWAYS,1,500000,30,694460,6,47000,773,29176880
Odisha,2012,RUNNING TRAINS,0,0,13,612900,0,0,526,23316843
Odisha,2012,OTHERS RLY.,1,500000,17,81560,6,47000,247,5860037
Odisha,2012,BANKS,3,3049798,15,1905320,47,23495307,62,3272142
Odisha,2012,COMMERCIAL ESTABLISHMENTS,51,7003914,151,21044323,617,83327035,787,31106788
Odisha,2012,OTHER PLACES,157,45017656,757,71551215,932,92070379,5395,410505180
Odisha,2012,TOTAL (MANUAL),402,94779542,1613,159524725,3430,338363173,9630,698348032
Odisha,2012,TOTAL COMPUTER FROM 1 TO 7,402,94779542,1613,159524725,3430,338363173,9630,698348032
Punjab,2001,RESIDENTIAL PREMISES,17,45921850,39,3808100,1233,47137088,994,37007248
Punjab,2001,HIGH-WAY,3,41120,6,377850,0,0,44,4388841
Punjab,2001,RIVER & SEA,0,0,0,0,0,0,3,550000
Punjab,2001,RAILWAYS,0,0,3,29160,0,0,41,1715210
Punjab,2001,RUNNING TRAINS,0,0,1,400,0,0,10,361850
Punjab,2001,OTHERS RLY.,0,0,2,28760,0,0,31,1353360
Punjab,2001,BANKS,0,0,3,1144175,15,27809,4,40000
Punjab,2001,COMMERCIAL ESTABLISHMENTS,6,151113,5,72100,299,13295673,342,19524979
Punjab,2001,OTHER PLACES,19,1794000,75,6179131,355,13348885,1595,103860898
Punjab,2001,TOTAL (MANUAL),45,47908083,131,11610516,1902,73809455,3023,167087176
Punjab,2001,TOTAL COMPUTER FROM 1 TO 7,45,47908083,131,11610516,1902,73809455,3023,167087176
Punjab,2002,RESIDENTIAL PREMISES,17,2286350,17,851300,1130,50192982,565,36807376
Punjab,2002,HIGH-WAY,0,0,5,3135800,0,0,894,2767332
Punjab,2002,RIVER & SEA,0,0,0,0,0,0,2,9400
Punjab,2002,RAILWAYS,0,0,0,0,0,0,27,1223000
Punjab,2002,RUNNING TRAINS,0,0,0,0,0,0,6,194100
Punjab,2002,OTHERS RLY.,0,0,0,0,0,0,21,1028900
Punjab,2002,BANKS,3,1377540,18,5744450,19,802776,0,0
Punjab,2002,COMMERCIAL ESTABLISHMENTS,3,150935,19,177530,506,15245715,161,17059293
Punjab,2002,OTHER PLACES,27,2700841,51,12376051,273,10998072,1314,103059720
Punjab,2002,TOTAL (MANUAL),50,6515666,110,22285131,1928,77239545,2963,160926121
Punjab,2003,RESIDENTIAL PREMISES,5,240000,11,1584000,1085,48261876,772,40180971
Punjab,2003,HIGH-WAY,0,0,7,1491891,1,50000,31,3999272
Punjab,2003,RIVER & SEA,0,0,0,0,0,0,0,0
Punjab,2003,RAILWAYS,0,0,2,18000,0,0,26,306230
Punjab,2003,RUNNING TRAINS,0,0,0,0,0,0,6,142610
Punjab,2003,OTHERS RLY.,0,0,2,18000,0,0,20,163620
Punjab,2003,BANKS,1,118044,7,2116661,30,1035560,2,78000
Punjab,2003,COMMERCIAL ESTABLISHMENTS,0,0,9,2067119,442,16124010,432,35548861
Punjab,2003,OTHER PLACES,24,4264672,72,8091888,536,21452375,1935,118079634
Punjab,2003,TOTAL (MANUAL),30,4622716,108,15369559,2094,86923821,3198,198192968
Punjab,2004,RESIDENTIAL PREMISES,5,204000,6,1534000,879,42455129,638,43713969
Punjab,2004,HIGH-WAY,1,7000,6,1476000,0,0,21,1157802
Punjab,2004,RIVER & SEA,0,0,0,0,0,0,0,0
Punjab,2004,RAILWAYS,0,0,1,740000,0,0,30,1336000
Punjab,2004,RUNNING TRAINS,0,0,0,0,0,0,10,1053900
Punjab,2004,OTHERS RLY.,0,0,1,740000,0,0,20,282100
Punjab,2004,BANKS,2,1071291,5,2480305,28,929650,0,0
Punjab,2004,COMMERCIAL ESTABLISHMENTS,1,1000000,7,709000,450,27931204,439,42717702
Punjab,2004,OTHER PLACES,8,1514050,61,11525826,409,20308092,1459,91410723
Punjab,2004,TOTAL (MANUAL),17,3796341,86,18465131,1766,91624075,2587,180336196
Punjab,2005,RESIDENTIAL PREMISES,6,2644750,34,15967248,1048,50657197,716,49449293
Punjab,2005,HIGH-WAY,1,850000,1,290000,0,0,32,2119960
Punjab,2005,RIVER & SEA,0,0,0,0,0,0,0,0
Punjab,2005,RAILWAYS,1,51850,0,0,0,0,29,2654220
Punjab,2005,RUNNING TRAINS,1,51850,0,0,0,0,11,1096850
Punjab,2005,OTHERS RLY.,0,0,0,0,0,0,18,1557370
Punjab,2005,BANKS,1,239552,4,7056023,28,38306,1,0
Punjab,2005,COMMERCIAL ESTABLISHMENTS,0,0,11,861174,483,25595319,374,23116144
Punjab,2005,OTHER PLACES,18,3412659,35,3515252,374,22686973,1772,114536388
Punjab,2005,TOTAL (MANUAL),27,7198811,85,27689697,1933,98977795,2924,191876005
Punjab,2005,TOTAL COMPUTER FROM 1 TO 7,27,7198811,85,27689697,1933,98977795,2924,191876005
Punjab,2006,RESIDENTIAL PREMISES,12,1646500,36,3670033,1206,70211106,1245,74939485
Punjab,2006,HIGH-WAY,1,1035000,3,236500,1,150000,49,3790302
Punjab,2006,RIVER & SEA,0,0,0,0,0,0,2,55000
Punjab,2006,RAILWAYS,0,0,1,1960,0,0,51,1302366
Punjab,2006,RUNNING TRAINS,0,0,1,1960,0,0,18,463970
Punjab,2006,OTHERS RLY.,0,0,0,0,0,0,33,838396
Punjab,2006,BANKS,1,326000,9,4674247,30,2044274,9,1673855
Punjab,2006,COMMERCIAL ESTABLISHMENTS,7,374575,21,7275091,452,24560015,486,27200033
Punjab,2006,OTHER PLACES,14,1823817,72,6062216,588,18307082,2104,130508786
Punjab,2006,TOTAL (MANUAL),35,5205892,142,21920047,2277,115272477,3946,239469827
Punjab,2007,RESIDENTIAL PREMISES,6,388900,18,2049000,1160,66976884,1557,104891852
Punjab,2007,HIGH-WAY,3,896487,7,1942000,1,25000,39,3757566
Punjab,2007,RIVER & SEA,0,0,0,0,0,0,0,0
Punjab,2007,RAILWAYS,0,0,0,0,3,32700,34,1166931
Punjab,2007,RUNNING TRAINS,0,0,0,0,0,0,4,465273
Punjab,2007,OTHERS RLY.,0,0,0,0,3,32700,30,701658
Punjab,2007,BANKS,2,1198750,3,5870704,15,2695352,132,6422070
Punjab,2007,COMMERCIAL ESTABLISHMENTS,8,656100,9,1337700,661,43193262,655,47987749
Punjab,2007,OTHER PLACES,18,1122297,101,12280221,776,54165667,2756,194241601
Punjab,2007,TOTAL (MANUAL),37,4262534,138,23479625,2616,167088865,5173,358467769
Punjab,2008,RESIDENTIAL PREMISES,9,673000,21,3901990,1104,69559171,1569,99540713
Punjab,2008,HIGH-WAY,2,2208000,6,2310881,1,57330,40,4911205
Punjab,2008,RIVER & SEA,0,0,0,0,0,0,0,0
Punjab,2008,RAILWAYS,1,60000,1,15200,0,0,45,2070603
Punjab,2008,RUNNING TRAINS,1,60000,0,0,0,0,13,943000
Punjab,2008,OTHERS RLY.,0,0,1,15200,0,0,32,1127603
Punjab,2008,BANKS,0,0,1,2072346,21,3318500,2,100000
Punjab,2008,COMMERCIAL ESTABLISHMENTS,0,0,13,7625599,606,58269952,780,68503000
Punjab,2008,OTHER PLACES,28,6633280,125,56329915,889,44807235,3127,191572146
Punjab,2008,TOTAL (MANUAL),40,9574280,167,72255931,2621,176012188,5563,366697667
Punjab,2009,RESIDENTIAL PREMISES,6,132000,7,920750,1313,88215683,1218,104897537
Punjab,2009,HIGH-WAY,10,1534680,25,3718720,1,213500,101,11361935
Punjab,2009,RIVER & SEA,0,0,0,0,0,0,0,0
Punjab,2009,RAILWAYS,0,0,2,4300,0,0,59,4034012
Punjab,2009,RUNNING TRAINS,0,0,0,0,0,0,10,617100
Punjab,2009,OTHERS RLY.,0,0,2,4300,0,0,49,3416912
Punjab,2009,BANKS,3,935822,1,284000,97,4090198,47,1189100
Punjab,2009,COMMERCIAL ESTABLISHMENTS,8,2085000,29,5114530,603,58364623,1097,115349563
Punjab,2009,OTHER PLACES,11,1248300,107,14113361,493,44273601,3102,165553368
Punjab,2009,TOTAL (MANUAL),38,5935802,171,24155661,2507,195157605,5624,402385515
Punjab,2010,RESIDENTIAL PREMISES,16,13532960,73,13657100,1454,87949035,1624,141864038
Punjab,2010,HIGH-WAY,2,2827000,22,1895900,7,744280,121,17369821
Punjab,2010,RIVER & SEA,0,0,0,0,0,0,0,0
Punjab,2010,RAILWAYS,1,294050,0,0,0,0,47,2757454
Punjab,2010,RUNNING TRAINS,0,0,0,0,0,0,9,995000
Punjab,2010,OTHERS RLY.,1,294050,0,0,0,0,38,1762454
Punjab,2010,BANKS,2,472905,0,0,19,2725207,3,37000
Punjab,2010,COMMERCIAL ESTABLISHMENTS,4,19277500,29,7682078,627,40316294,814,92952150
Punjab,2010,OTHER PLACES,40,26158290,117,22655055,554,60194008,2837,242995007
Punjab,2010,TOTAL (MANUAL),65,62562705,241,45890133,2661,191928824,5446,497975470
Punjab,2011,RESIDENTIAL PREMISES,3,519500,42,9425046,1296,82520723,1241,121830614
Punjab,2011,HIGH-WAY,3,806800,27,1933200,4,418740,95,15097287
Punjab,2011,RIVER & SEA,0,0,0,0,0,0,0,0
Punjab,2011,RAILWAYS,0,0,0,0,1,12247,52,2412500
Punjab,2011,RUNNING TRAINS,0,0,0,0,0,0,15,1125790
Punjab,2011,OTHERS RLY.,0,0,0,0,1,12247,37,1286710
Punjab,2011,BANKS,2,2653146,1,2861770,24,569496,5,6500
Punjab,2011,COMMERCIAL ESTABLISHMENTS,6,589951,54,10740575,600,42052106,950,98936759
Punjab,2011,OTHER PLACES,14,2870670,112,36669304,563,61389665,2441,222407819
Punjab,2011,TOTAL (MANUAL),28,7440067,236,61629895,2488,186962977,4784,460691479
Punjab,2012,RESIDENTIAL PREMISES,5,661000,10,550600,1440,110178682,1282,111333550
Punjab,2012,HIGH-WAY,8,1123603,48,14146015,6,54200,286,23253229
Punjab,2012,RIVER & SEA,0,0,0,0,0,0,0,0
Punjab,2012,RAILWAYS,0,0,2,19500,0,0,58,4487500
Punjab,2012,RUNNING TRAINS,0,0,0,0,0,0,21,3517700
Punjab,2012,OTHERS RLY.,0,0,2,19500,0,0,37,969800
Punjab,2012,BANKS,0,0,1,3580900,25,1310989,3,0
Punjab,2012,COMMERCIAL ESTABLISHMENTS,6,226100,22,1927390,659,59573619,916,71037329
Punjab,2012,OTHER PLACES,29,11949447,130,39523855,698,70189818,2727,228037652
Punjab,2012,TOTAL (MANUAL),48,13960150,213,59748260,2828,241307308,5272,438149260
Punjab,2012,TOTAL COMPUTER FROM 1 TO 7,48,13960150,213,59748260,2828,241307308,5272,438149260
Rajasthan,2001,RESIDENTIAL PREMISES,9,497500,26,373100,4377,74956963,2413,49281708
Rajasthan,2001,HIGH-WAY,15,5104200,60,8356660,0,0,112,18597037
Rajasthan,2001,RIVER & SEA,0,0,0,0,0,0,0,0
Rajasthan,2001,RAILWAYS,0,0,5,144400,0,0,564,6993945
Rajasthan,2001,RUNNING TRAINS,0,0,4,142400,0,0,354,5207721
Rajasthan,2001,OTHERS RLY.,0,0,1,2000,0,0,210,1786224
Rajasthan,2001,BANKS,0,0,0,0,31,20402,1,200
Rajasthan,2001,COMMERCIAL ESTABLISHMENTS,6,243715,18,352190,1875,34015642,1253,25259781
Rajasthan,2001,OTHER PLACES,30,3077682,780,30793845,1001,8406417,12596,284915663
Rajasthan,2001,TOTAL (MANUAL),60,8923097,889,40020195,7284,117399424,16939,385048334
Rajasthan,2001,TOTAL COMPUTER FROM 1 TO 7,60,8923097,889,40020195,7284,117399424,16939,385048334
Rajasthan,2002,RESIDENTIAL PREMISES,6,763000,27,324400,3902,78684076,3054,62258903
Rajasthan,2002,HIGH-WAY,17,4304765,72,9275921,0,0,80,17765510
Rajasthan,2002,RIVER & SEA,0,0,0,0,0,0,0,0
