states_uts,district,year,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,rape,custodial_rape,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_abduction_total,kidnapping_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_abduction_of_women_to_compel_her_for_marriage,other_kidnapping,dacoity,dacoity_with_murder,other_dacoity,making_preparation_and_assembly_for_committing_dacoity,robbery,criminal_trespass_burglary,criminal_trespass_or_burglary,house_trespass_house_breaking,theft,auto_theft,other_thefts,unlawful_assembly,riots,riots_communal,riots_industrial,riots_political,riots_caste_conflict,riots_sc_sts_vs_non_scs_sts,riots_other_caste_conflict,riots_agrarian,riots_students,riots_sectarian,riots_others,criminal_breach_of_trust,cheating,forgery,counterfeiting,counterfeit_offences_related_to_counterfeit_coin,counterfeiting_government_stamp,counterfeit_currency_bank_notes,counterfeiting_currency_notes_bank_notes,using_forged_or_counterfeiting_currency_bank_notes,possession_of_forged_or_counterfeiting_currency_bank_notes,making_or_possessing_materials_for_forged_currency_bank_notes,making_or_using_documents_resembling_currency,arson,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,sexual_harassment,assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe,voyeurism,stalking,other_assault_on_women,insult_to_the_modesty_of_women,at_office_premises,other_places_related_to_work,in_public_transport_system,places_other_than_231_232_233,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,causing_death_by_negligence,deaths_due_to_negligent_driving_act,deaths_due_to_other_causes,offences_against_state,sedition,other_offences_against_state,offences_promoting_enmity_between_different_groups,promoting_enmity_between_different_groups,imputation_assertions_prejudicial_to_national_integration,extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,humantrafficking,unnatural_offence,other_ipc_crimes,total_cognizable_ipc_crimes
Maharashtra,Kolhapur,2014,64,68,3,0,84,0,0,0,84,0,84,0,70,7,1,5,29,28,18,0,18,3,236,363,296,67,883,403,480,17,273,0,0,5,13,13,0,0,0,0,255,69,317,0,7,0,false,7,0,0,7,0,0,22,111,109,2,0,8,176,42,7,6,33,88,7,0,0,0,7,150,0,317,293,24,0,0,0,4,4,0,13,0,776,0,0,883,4942
Maharashtra,Latur,2014,74,61,1,0,57,0,0,0,57,4,53,0,84,0,0,0,84,0,31,0,31,3,79,231,184,47,549,220,329,38,246,0,0,0,246,14,232,0,0,0,0,14,125,0,2,0,false,2,2,0,0,0,0,54,42,42,0,0,4,174,0,0,0,0,174,2,0,0,0,2,323,0,256,256,0,0,0,0,0,0,0,12,0,393,0,0,1215,4070
Maharashtra,Mumbai Commr.,2014,183,181,4,1,607,0,0,0,607,16,591,2,541,451,1,3,15,71,34,0,34,14,2094,3055,2531,524,10101,3598,6503,6,409,0,0,7,2,2,0,0,0,0,400,672,2594,980,39,0,false,39,26,8,5,0,0,54,2006,2004,2,0,22,1626,650,49,14,129,784,363,4,23,1,335,563,0,584,528,56,0,0,0,2,2,0,247,0,4129,84,24,9140,40361
Maharashtra,Mumbai Railway,2014,17,2,0,0,1,0,0,0,1,0,1,0,17,17,0,0,0,0,0,0,0,0,573,4,4,0,2247,0,2247,3,6,0,0,0,0,0,0,0,0,0,6,6,46,0,0,0,false,0,0,0,0,0,0,0,14,14,0,0,0,55,20,0,0,7,28,4,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,7,0,0,1,0,136,3141
Maharashtra,Nagpur Commr.,2014,103,92,5,0,113,0,0,0,113,4,109,2,145,97,0,0,46,2,16,1,15,16,505,1074,828,246,2962,1604,1358,36,147,0,0,0,0,0,0,0,0,0,147,52,394,2,3,0,false,3,3,0,0,0,0,33,313,312,0,1,10,279,197,11,4,53,14,25,0,0,0,25,234,0,316,316,0,0,0,0,0,0,0,41,0,1096,1,5,2339,10359
Maharashtra,Nagpur Railway,2014,2,1,0,0,3,0,0,0,3,0,3,0,2,0,0,0,0,2,6,0,6,1,80,0,0,0,1531,50,1481,0,7,0,0,0,0,0,0,0,0,0,7,1,8,0,5,0,false,5,0,5,0,0,0,0,12,12,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,86,1768
Maharashtra,Nagpur Rural,2014,69,46,11,0,65,0,0,0,65,0,65,0,35,13,0,1,21,0,7,0,7,7,65,249,209,40,1024,276,748,27,60,0,0,0,0,0,0,0,0,0,60,28,60,0,2,0,false,2,2,0,0,0,0,41,146,146,0,0,4,187,52,5,2,9,119,25,0,0,0,25,85,0,437,426,11,0,0,0,0,0,0,4,0,730,0,2,1148,4564
Maharashtra,Nanded,2014,73,73,4,0,43,0,0,0,43,2,41,0,95,0,0,0,40,55,8,0,8,2,62,243,211,32,511,204,307,27,192,5,0,0,8,8,0,0,0,0,179,25,11,140,4,0,false,4,4,0,0,0,0,41,171,171,0,0,6,147,147,0,0,0,0,3,0,0,0,3,180,0,268,266,2,0,0,0,0,0,0,14,0,574,0,0,1683,4600
Maharashtra,Nandurbar,2014,36,19,5,0,25,0,0,0,25,3,22,0,21,4,1,0,16,0,6,0,6,1,13,84,80,4,157,59,98,4,89,2,0,1,4,4,0,9,0,0,73,17,34,1,2,0,false,2,2,0,0,0,0,6,34,34,0,0,2,36,8,8,0,4,16,4,0,0,0,4,47,0,129,85,44,0,0,0,1,0,1,2,0,233,0,0,417,1425
Maharashtra,Nasik Commr.,2014,26,30,0,0,28,0,0,0,28,2,26,0,59,50,3,1,3,2,13,0,13,29,124,299,254,45,1053,685,368,2,64,0,0,1,0,0,0,0,0,0,63,26,130,1,12,0,false,12,11,1,0,0,0,6,65,65,0,0,3,101,47,15,0,7,32,3,0,0,0,3,200,1,172,170,2,0,0,0,1,0,1,15,0,489,0,1,930,3883
Maharashtra,Nasik Rural,2014,98,65,6,0,87,0,0,0,87,5,82,0,108,41,0,0,57,10,27,0,27,6,103,319,292,27,888,330,558,40,375,35,0,5,0,0,0,1,0,0,334,23,186,1,3,0,false,3,3,0,0,0,0,25,406,406,0,0,17,224,171,2,1,11,39,5,0,3,0,2,383,0,688,684,4,0,0,0,1,1,0,7,0,1599,0,2,1140,6832
Maharashtra,Navi Mumbai,2014,51,23,2,0,88,0,0,0,88,4,84,0,140,134,0,4,0,2,17,0,17,13,411,549,363,186,1447,654,793,0,89,0,0,7,0,0,0,0,0,0,82,105,576,2,9,0,false,9,0,4,5,0,0,10,109,109,0,0,6,158,30,9,3,24,92,49,1,0,2,46,131,0,361,307,54,0,0,0,5,5,0,38,0,527,0,1,986,5903
Maharashtra,Osmanabad,2014,39,58,2,0,43,0,0,0,43,2,41,0,28,14,0,0,12,2,19,2,17,11,40,206,182,24,427,138,289,14,148,0,0,2,0,0,0,10,0,0,136,14,75,0,1,0,false,1,1,0,0,0,0,19,65,65,0,0,5,126,46,6,1,10,63,5,0,0,0,5,117,0,243,238,5,0,0,0,0,0,0,6,0,408,0,4,702,2825
Maharashtra,Palghar,2014,85,36,8,0,98,0,0,0,98,3,95,0,114,52,0,1,4,57,21,1,20,7,211,631,540,91,1071,461,610,2,220,4,0,13,1,1,0,10,0,0,192,34,259,11,14,0,false,14,3,11,0,0,0,12,213,212,1,0,1,183,28,6,3,9,137,22,0,0,0,22,73,0,396,325,71,0,0,0,1,1,0,5,0,369,0,1,594,4692
Maharashtra,Parbhani,2014,44,82,3,0,38,0,0,0,38,3,35,0,64,15,3,0,12,34,26,0,26,1,48,204,180,24,488,138,350,22,157,0,0,0,12,12,0,0,0,0,145,10,145,0,0,0,false,0,0,0,0,0,0,28,141,141,0,0,5,140,68,6,0,8,58,2,0,0,0,2,251,0,120,114,6,0,0,0,0,0,0,9,0,328,0,1,1249,3606
Maharashtra,Pune Commr.,2014,138,181,9,0,189,0,0,0,189,3,186,0,228,106,0,0,47,75,92,2,90,33,873,1362,953,409,4867,2782,2085,10,259,8,0,13,0,0,0,0,0,0,238,70,770,8,14,0,false,14,14,0,0,0,0,38,470,469,0,1,20,454,110,6,2,38,298,98,0,6,0,92,391,0,456,409,47,0,0,0,2,2,0,62,0,1299,0,10,2065,14468
Maharashtra,Pune Railway,2014,8,1,0,0,2,0,0,0,2,0,2,0,3,3,0,0,0,0,8,0,8,1,56,1,0,1,543,14,529,0,3,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,false,0,0,0,0,0,0,0,5,5,0,0,1,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,676
Maharashtra,Pune Rural,2014,153,125,11,0,147,0,0,0,147,1,146,1,157,144,5,2,0,6,87,0,87,29,251,807,643,164,2592,1256,1336,36,609,1,0,10,21,21,0,0,0,0,577,79,282,0,4,0,false,4,4,0,0,0,0,37,270,270,0,0,13,356,59,13,1,38,245,48,0,0,0,48,219,0,988,961,27,0,0,0,1,1,0,13,0,1244,0,2,1773,10334
Maharashtra,Raigad,2014,31,17,0,0,47,0,0,0,47,2,45,1,41,41,0,0,0,0,6,0,6,0,72,224,199,25,429,127,302,58,146,0,4,10,2,2,0,4,0,0,126,17,142,4,5,0,false,5,0,5,0,0,0,22,74,74,0,0,2,99,42,2,0,10,45,15,0,0,0,15,54,0,281,262,19,0,0,0,11,11,0,6,0,386,0,0,411,2601
Maharashtra,Ratnagiri,2014,11,15,3,0,34,0,0,0,34,3,31,1,19,18,1,0,0,0,2,0,2,0,38,143,126,17,256,60,196,7,66,0,0,5,0,0,0,0,0,0,61,13,71,1,2,0,false,2,2,0,0,0,0,13,24,24,0,0,0,59,19,0,0,16,24,10,0,0,0,10,26,0,153,153,0,0,0,0,0,0,0,4,0,342,0,0,255,1568
Maharashtra,Sangli,2014,50,47,1,0,66,0,0,0,66,1,65,1,68,19,1,1,32,15,11,0,11,6,63,227,191,36,608,210,398,13,218,0,1,9,2,0,2,1,0,0,205,19,197,9,6,0,false,6,0,6,0,0,0,22,136,136,0,0,6,157,39,3,1,8,106,5,0,0,0,5,108,0,309,301,8,0,0,0,0,0,0,29,0,430,0,0,2359,5171
Maharashtra,Satara,2014,67,39,9,0,97,0,0,0,97,4,93,0,88,40,1,0,39,8,46,1,45,5,234,408,347,61,1254,445,809,4,340,2,0,3,0,0,0,0,0,0,335,24,155,22,10,0,false,10,4,5,1,0,0,26,142,142,0,0,4,241,89,6,3,34,109,12,0,0,0,12,188,0,470,464,6,0,0,0,2,2,0,9,0,605,0,4,1557,6062
Maharashtra,Sindhudurg,2014,7,10,1,8,12,0,0,0,12,0,12,1,10,1,1,0,5,3,5,0,5,0,16,84,79,5,132,24,108,9,24,0,0,0,0,0,0,0,0,0,24,8,10,20,2,0,false,2,0,2,0,0,0,15,20,20,0,0,0,42,29,2,0,11,0,7,0,0,1,6,4,0,80,47,33,0,0,0,0,0,0,0,0,102,0,0,160,789
Maharashtra,Solapur Commr.,2014,21,26,0,0,39,0,0,0,39,1,38,0,39,18,0,0,18,3,10,0,10,1,123,231,202,29,586,358,228,6,111,0,0,1,1,1,0,0,0,0,109,6,99,0,2,0,false,2,0,2,0,0,0,6,32,32,0,0,3,52,20,2,0,5,25,7,0,0,0,7,52,0,91,90,1,0,0,0,0,0,0,8,0,234,0,1,400,2186
Maharashtra,Solapur Rural,2014,87,75,9,0,97,0,0,0,97,2,95,2,93,13,0,1,40,39,22,1,21,9,68,253,230,23,1062,351,711,14,431,0,0,0,12,12,0,1,0,0,418,18,73,45,3,0,false,3,0,3,0,0,0,31,237,237,0,0,2,227,72,24,1,22,108,23,0,0,0,23,122,0,500,482,18,0,0,0,0,0,0,10,0,891,0,2,1829,6235
Maharashtra,Thane Commr.,2014,117,122,2,2,215,0,0,0,215,3,212,0,435,317,0,2,16,100,35,0,35,13,1315,1648,1294,354,3167,1656,1511,12,338,0,0,16,0,0,0,0,0,0,322,124,953,1,20,0,false,20,6,13,1,0,0,38,571,571,0,0,13,559,309,8,13,52,177,73,3,6,0,64,351,0,306,241,65,0,0,0,0,0,0,56,0,774,22,14,1931,13227
Maharashtra,Thane Rural,2014,51,23,11,0,75,0,0,0,75,2,73,0,71,63,0,2,2,4,27,1,26,6,230,349,264,85,641,277,364,43,168,5,0,4,0,0,0,0,2,0,157,33,301,0,3,0,false,3,2,1,0,0,0,26,107,107,0,0,3,165,29,7,4,15,110,39,0,0,0,39,103,0,216,204,12,0,0,0,0,0,0,13,0,173,0,3,761,3641
Maharashtra,Wardha,2014,35,64,8,0,62,0,0,0,62,2,60,0,37,0,0,1,25,11,14,0,14,2,50,166,116,50,800,145,655,14,41,0,0,0,0,0,0,0,0,0,41,30,95,4,0,0,false,0,0,0,0,0,0,19,109,109,0,0,1,192,32,2,0,6,152,8,0,0,0,8,98,0,166,166,0,0,0,0,0,0,0,1,0,51,0,0,1620,3687
Maharashtra,Washim,2014,31,62,5,0,33,0,0,0,33,1,32,0,32,16,1,0,14,1,6,0,6,1,51,115,98,17,466,127,339,30,94,5,0,0,0,0,0,8,0,0,81,6,55,0,0,0,false,0,0,0,0,0,0,26,71,71,0,0,5,178,178,0,0,0,0,11,0,0,0,11,113,0,132,132,0,0,0,0,0,0,0,4,0,182,0,3,867,2579
Maharashtra,Yavatmal,2014,75,98,5,0,108,0,0,0,108,8,100,0,157,42,0,0,99,16,19,0,19,5,146,448,378,70,1850,247,1603,58,197,0,0,2,12,5,7,0,0,0,183,32,151,0,1,0,false,1,1,0,0,0,0,65,237,237,0,0,12,466,58,28,1,13,366,504,0,0,0,504,301,0,243,239,4,0,0,0,0,0,0,31,0,668,0,4,4070,9951
Maharashtra,Total,2014,2670,2613,171,11,3438,0,0,0,3438,126,3312,15,3793,1941,21,34,1046,751,885,13,872,293,9466,17171,13446,3725,56283,20433,35850,1006,7760,99,5,128,388,147,241,58,4,0,7078,1958,9959,1293,201,0,false,201,111,71,19,0,0,1180,8127,8120,5,2,279,10001,4052,309,105,797,4738,1575,10,48,8,1509,7696,1,12619,12039,580,1,0,1,33,31,2,780,0,26060,108,102,62286,249834
Manipur,Bishnupur,2014,12,23,1,0,9,0,0,0,9,0,9,0,11,0,0,0,8,3,0,0,0,0,0,8,8,0,50,33,17,0,6,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,false,0,0,0,0,0,0,2,20,20,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,0,25,25,0,0,0,0,0,0,0,5,0,78,0,0,44,307
Manipur,Chandel,2014,4,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,12,1,11,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,false,0,0,0,0,0,0,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,70
Manipur,Churachandpur,2014,13,11,0,0,5,0,0,0,5,0,5,0,6,0,0,0,2,4,0,0,0,0,0,7,7,0,29,16,13,0,1,0,0,0,0,0,0,0,0,0,1,1,5,2,0,0,false,0,0,0,0,0,0,2,5,5,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,29,130
Manipur,C. I. D.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Imphal East,2014,13,42,0,0,20,0,0,0,20,0,20,0,27,0,0,0,17,10,0,0,0,0,0,15,14,1,251,208,43,0,15,1,0,0,0,0,0,0,1,0,13,2,18,1,0,0,false,0,0,0,0,0,0,6,44,44,0,0,1,7,0,0,0,0,7,0,0,0,0,0,8,0,15,15,0,0,0,0,0,0,0,26,0,87,1,0,46,645
Manipur,Imphal West,2014,20,61,1,0,20,0,0,0,20,0,20,1,52,7,0,7,25,13,0,0,0,0,4,28,0,28,475,410,65,0,42,0,0,0,0,0,0,0,0,0,42,31,39,10,0,0,false,0,0,0,0,0,0,8,103,103,0,0,0,44,3,0,0,2,39,0,0,0,0,0,14,0,27,25,2,10,0,10,0,0,0,30,0,243,2,0,152,1417
Manipur,Senapati,2014,5,6,2,0,1,0,0,0,1,0,1,0,11,0,0,0,1,10,0,0,0,0,3,2,2,0,11,1,10,0,3,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,false,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,0,0,35,121
Manipur,Tamenglong,2014,4,19,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,7,0,0,0,0,0,0,0,0,12,2,10,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,false,0,0,0,0,0,0,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,33,125
Manipur,Thoubal,2014,15,47,1,0,19,0,0,0,19,0,19,0,61,0,0,6,47,8,0,0,0,0,0,13,13,0,157,120,37,0,29,0,0,0,0,0,0,0,0,0,29,19,29,0,1,0,false,1,1,0,0,0,0,6,88,88,0,0,0,35,0,4,0,0,31,0,0,0,0,0,16,0,44,44,0,0,0,0,1,1,0,11,0,137,0,0,39,768
Manipur,Ukhrul,2014,10,11,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,3,0,0,0,0,0,2,0,2,4,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,false,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,9,58
Manipur,Total,2014,96,227,5,0,75,0,0,0,75,0,75,1,182,7,0,13,102,60,0,0,0,0,7,75,44,31,1001,793,208,0,101,1,0,0,0,0,0,0,1,0,99,58,99,13,1,0,false,1,1,0,0,0,0,43,274,274,0,0,1,98,5,4,0,2,87,0,0,0,0,0,41,0,112,109,3,10,0,10,1,1,0,78,0,635,3,0,404,3641
Meghalaya,Garo Hills East,2014,7,1,1,0,3,0,0,0,3,0,3,0,7,0,0,0,0,7,3,0,3,0,6,1,0,1,57,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,false,0,0,0,0,0,0,0,5,5,0,0,0,3,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,12,0,12,0,0,0,24,0,5,0,0,18,159
Meghalaya,Garo Hills North,2014,14,8,2,0,3,0,0,0,3,0,3,0,26,0,0,9,1,16,5,0,5,0,2,4,4,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,false,0,0,0,0,0,0,0,12,12,0,0,0,8,0,1,0,0,7,0,0,0,0,0,1,0,8,7,1,0,0,0,0,0,0,20,0,0,0,0,21,165
Meghalaya,Garo Hills South,2014,19,24,2,0,3,0,0,0,3,2,1,0,28,0,0,0,4,24,4,0,4,0,2,2,2,0,21,10,11,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,false,3,0,0,3,0,0,1,1,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,4,2,2,0,0,0,0,0,0,25,0,0,0,0,13,167
Meghalaya,Garo Hills South West,2014,5,4,0,0,4,0,0,0,4,0,4,0,4,4,0,0,0,0,5,0,5,0,2,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,false,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,8,1,0,0,0,1,1,0,6,6,0,1,0,1,0,0,0,9,0,0,0,0,5,65
Meghalaya,Garo Hills West,2014,28,26,1,0,11,0,0,0,11,0,11,7,59,0,0,13,3,43,9,0,9,0,13,47,45,2,72,45,27,0,2,1,0,0,0,0,0,0,0,0,1,10,9,4,0,0,false,0,0,0,0,0,0,4,12,12,0,0,0,11,0,0,0,0,11,7,0,0,0,7,10,0,24,22,2,13,0,13,0,0,0,14,0,17,0,0,122,532
Meghalaya,Jaintia Hills West,2014,18,11,2,0,10,0,0,0,10,0,10,0,9,0,0,0,0,9,0,0,0,0,3,23,0,23,55,3,52,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,false,1,0,1,0,0,0,4,15,15,0,0,0,5,0,5,0,0,0,3,0,0,0,3,1,0,5,5,0,0,0,0,0,0,0,3,0,8,0,0,104,292
Meghalaya,Jaintia Hills East,2014,19,11,0,0,11,0,0,0,11,1,10,0,7,0,2,5,0,0,3,0,3,0,4,2,2,0,68,40,28,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,1,0,false,1,0,0,1,0,0,9,12,12,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,28,9,19,0,0,0,0,0,0,3,0,0,0,0,76,281
Meghalaya,Khasi Hills East,2014,24,20,3,0,14,0,0,0,14,0,14,12,23,21,0,1,1,0,7,0,7,0,53,35,25,10,399,43,356,0,0,0,0,0,0,0,0,0,0,0,0,30,111,29,5,0,false,5,0,5,0,0,0,12,60,60,0,0,0,45,0,4,1,4,36,35,0,0,0,35,26,0,40,40,0,5,0,5,0,0,0,22,0,25,0,0,292,1327
Meghalaya,Khasi Hills South West,2014,4,1,0,0,12,0,0,0,12,0,12,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,15,3,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,false,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,7,0,0,0,7,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,8,60
Meghalaya,Khasi Hills West,2014,11,7,0,0,19,0,0,0,19,0,19,0,9,0,0,0,0,9,4,0,4,0,3,18,18,0,50,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,false,0,0,0,0,0,0,0,12,12,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,115,271
Meghalaya,Ri-Bhoi,2014,10,2,1,0,28,0,0,0,28,0,28,7,7,3,0,0,0,4,13,0,13,0,8,14,14,0,89,22,67,0,3,0,0,0,0,0,0,0,0,0,3,1,12,5,0,0,false,0,0,0,0,0,0,8,19,19,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,8,0,36,0,0,49,360
Meghalaya,Total,2014,159,115,12,0,118,0,0,0,118,3,115,26,179,28,2,28,9,112,56,0,56,0,97,146,110,36,857,179,678,0,8,1,0,0,0,0,0,0,0,0,7,61,172,40,10,0,false,10,0,6,4,0,0,38,153,153,0,0,1,105,0,10,1,4,90,54,0,0,0,54,42,0,148,124,24,32,0,32,0,0,0,135,0,92,0,0,823,3679
Mizoram,Aizawl,2014,11,13,2,0,39,0,0,0,39,5,34,0,2,2,0,0,0,0,1,0,1,0,5,251,107,144,455,64,391,0,0,0,0,0,0,0,0,0,0,0,0,8,45,1,3,0,false,3,0,0,3,0,0,14,57,57,0,0,0,58,23,5,0,6,24,0,0,0,0,0,5,0,18,18,0,1,0,1,0,0,0,13,0,0,0,1,56,1059
Mizoram,Champhai,2014,9,3,1,0,22,0,0,0,22,0,22,0,1,0,0,0,0,1,0,0,0,0,0,50,50,0,86,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,false,0,0,0,0,0,0,1,10,10,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,18,238
Mizoram,Kolasib,2014,1,1,0,0,10,0,0,0,10,0,10,1,2,2,0,0,0,0,5,0,5,0,0,42,6,36,136,13,123,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,false,0,0,0,0,0,0,1,6,6,0,0,0,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,0,9,0,1,22,263
Mizoram,Lawngtlai,2014,6,1,0,0,9,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,15,10,5,26,2,24,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,false,1,0,0,1,0,0,0,10,10,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,0,13,98
Mizoram,Lunglei,2014,8,4,2,0,14,0,0,0,14,1,13,0,0,0,0,0,0,0,1,0,1,0,0,39,36,3,52,2,50,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,false,2,2,0,0,0,0,0,7,7,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,1,0,5,0,0,13,175
Mizoram,Mamit,2014,1,0,0,0,10,0,0,0,10,0,10,0,2,0,0,2,0,0,1,0,1,0,0,40,40,0,33,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,false,0,0,0,0,0,0,2,3,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,2,0,5,4,1,0,0,0,0,0,0,0,0,0,0,1,8,116
Mizoram,Saiha,2014,4,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,27,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,false,1,1,0,0,0,0,1,3,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,10,73
Mizoram,Serchhip,2014,2,0,1,1,12,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,1,17,17,0,37,3,34,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,false,0,0,0,0,0,0,3,4,4,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,1,0,1,6,98
Mizoram,Spl Traffic,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Mizoram,Total,2014,42,22,6,1,120,0,0,0,120,7,113,1,7,4,0,2,0,1,8,0,8,0,6,470,266,204,852,91,761,0,0,0,0,0,0,0,0,0,0,0,0,18,61,5,7,0,false,7,3,0,4,0,0,22,100,100,0,0,0,97,53,12,2,6,24,29,0,29,0,0,8,0,65,58,7,1,0,1,1,1,0,21,0,20,0,4,146,2140
Nagaland,Dimapur,2014,22,17,0,0,12,0,0,0,12,3,9,2,25,8,0,6,2,9,8,0,8,0,26,21,15,6,215,160,55,0,2,0,0,0,0,0,0,0,0,0,2,8,24,3,4,0,false,4,0,1,1,2,0,7,8,8,0,0,0,10,1,3,0,1,5,1,0,0,0,1,3,0,6,3,3,0,0,0,0,0,0,73,0,0,3,0,12,512
Nagaland,Kiphire,2014,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,false,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13
