area_name,year,group_name,sub_group_name,rank_all_ranks_total,rank_asi_equivalent,rank_aspdyspassttcommandant,rank_below_hc_and_above_constables,rank_constables,rank_dgaddl_dg,rank_dig,rank_head_constables,rank_igsplig,rank_inspectors_equivalent,rank_si_equivalent,rank_sspspaddlspcommandant
Karnataka,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4041,117,6,0,3121,0,0,726,0,12,59,0
Kerala,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),7857,49,32,0,6651,1,0,906,1,62,148,7
Lakshadweep,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),21067,1148,0,0,15392,0,0,3663,0,205,659,0
Maharashtra,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),13539,1263,17,2914,6753,0,0,2308,0,129,155,0
Manipur,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),9047,0,19,27,7308,0,1,1380,1,89,198,24
Meghalaya,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),3295,8,31,172,2517,0,0,428,0,31,97,11
Mizoram,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4416,0,39,479,3016,0,0,706,0,45,125,6
Nagaland,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),6450,0,19,754,4931,0,0,571,0,18,143,14
Odisha,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),10839,229,58,379,8875,0,0,1032,0,41,209,16
Puducherry,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),669,4,2,0,564,0,0,85,0,5,9,0
Punjab,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),19731,390,135,0,15093,1,5,3357,3,157,520,70
Rajasthan,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),10622,0,62,0,8366,1,1,1896,1,95,186,14
Sikkim,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),1682,61,10,380,1097,0,1,81,0,10,36,6
Tamil Nadu,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),14327,0,54,1581,10710,0,2,1468,1,136,361,14
Tripura,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12136,0,52,1526,9107,0,2,1071,0,84,280,14
Uttar Pradesh,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),33040,0,84,0,26383,1,6,5610,5,220,683,48
Uttarakhand,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4009,0,2,303,2981,0,0,600,0,39,82,2
West Bengal,2006,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),19178,1082,83,1579,14901,1,3,755,3,253,499,19
Andaman & Nicobar Islands,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),610,22,2,0,480,0,1,69,0,8,27,1
Andhra Pradesh,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12792,601,47,0,8511,1,2,3167,1,136,300,26
Arunachal Pradesh,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),2803,8,7,202,2191,0,0,313,0,21,58,3
Assam,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),23708,30,135,2400,16097,0,0,4061,0,235,700,50
Bihar,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),10205,22,33,0,7202,1,1,2215,1,89,630,11
Chandigarh,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),419,0,1,0,343,0,0,61,0,4,10,0
Chhattisgarh,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),11260,544,41,0,8280,1,3,2086,1,74,219,11
Dadra & Nagar Haveli,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),8626,129,17,0,6256,0,1,1978,1,51,188,5
Goa,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),655,0,0,0,633,0,0,0,0,0,22,0
Gujarat,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),9638,949,22,0,7296,1,1,1067,1,52,242,7
Haryana,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),6548,198,22,0,5639,0,1,458,1,28,196,5
Himachal Pradesh,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),2168,87,25,0,1303,1,2,627,1,36,85,1
Jammu & Kashmir,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),22791,507,132,15469,1878,0,2,4091,1,143,486,82
Jharkhand,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),11300,50,0,0,8444,0,1,2085,1,110,588,21
Karnataka,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4044,116,5,0,3118,0,0,737,0,12,56,0
Kerala,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),7750,53,39,0,6576,0,1,854,1,66,152,8
Lakshadweep,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),21199,1157,0,0,15488,0,0,3685,0,206,663,0
Maharashtra,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),13602,1237,16,2890,6992,0,0,2179,0,135,153,0
Manipur,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),10749,0,71,30,8453,0,1,1812,1,62,291,28
Meghalaya,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),3512,8,25,198,2646,0,0,485,0,31,115,4
Mizoram,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4317,0,39,709,2687,0,0,706,0,45,125,6
Nagaland,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4651,1,26,644,3432,0,0,400,0,26,115,7
Odisha,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),10864,194,46,292,8941,0,0,1109,0,50,205,27
Puducherry,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),737,3,2,0,633,0,0,85,0,5,9,0
Punjab,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),19731,390,135,0,15093,1,5,3357,3,157,520,70
Rajasthan,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),10550,0,65,0,8321,1,2,1896,2,87,172,4
Sikkim,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),1221,56,11,219,825,0,1,65,0,8,34,2
Tamil Nadu,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),15265,0,36,1715,11346,0,2,1568,1,135,441,21
Tripura,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12050,0,62,1549,8805,0,2,1261,0,96,255,20
Uttar Pradesh,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),31924,0,78,0,22978,1,6,7193,5,172,1441,50
Uttarakhand,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),3984,0,5,510,2606,0,0,752,0,38,67,6
West Bengal,2007,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),29690,3493,82,1535,23606,1,3,0,3,257,691,19
Andaman & Nicobar Islands,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),568,20,2,0,450,0,1,60,0,8,26,1
Andhra Pradesh,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),14801,582,51,0,10561,1,1,3158,1,150,274,22
Arunachal Pradesh,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),3841,41,25,106,2871,0,0,662,0,30,101,5
Assam,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),23829,30,135,2145,16473,0,0,4061,0,235,700,50
Bihar,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12675,20,29,0,9288,1,2,2517,1,116,685,16
Chandigarh,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),419,0,1,0,343,0,0,61,0,4,10,0
Chhattisgarh,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),16969,857,101,0,12257,1,5,2918,1,182,593,54
Dadra & Nagar Haveli,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),7610,193,17,0,5578,0,0,1536,0,61,219,6
Goa,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),665,5,0,0,633,0,0,5,0,0,22,0
Gujarat,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12463,900,21,0,10126,1,1,1110,1,54,242,7
Haryana,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),6108,250,23,0,5060,0,1,548,2,42,171,11
Himachal Pradesh,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),3270,76,13,0,2452,1,1,564,1,38,111,13
Jammu & Kashmir,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),24733,507,132,17240,1938,0,2,4175,1,170,486,82
Jharkhand,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),10744,48,101,0,7974,0,1,1943,1,100,563,13
Karnataka,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),9675,101,0,0,7636,1,1,1694,1,118,109,14
Kerala,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4313,50,35,0,2991,1,1,986,1,68,172,8
Lakshadweep,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),21333,1157,80,0,15488,1,8,3685,1,206,663,44
Maharashtra,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),14155,1234,36,2938,7504,0,0,2176,0,150,117,0
Manipur,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),10656,0,63,26,8406,0,1,1749,1,102,282,26
Meghalaya,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4255,7,30,244,3294,0,0,526,0,38,111,5
Mizoram,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),6345,11,40,946,4991,0,0,65,0,69,199,24
Nagaland,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4652,1,26,651,3423,0,0,403,0,26,115,7
Odisha,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12454,203,56,366,10609,0,0,1029,0,47,110,34
Puducherry,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),713,3,2,0,627,0,0,70,0,3,8,0
Punjab,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),19041,453,135,0,14299,1,5,3414,3,123,538,70
Rajasthan,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),11722,0,61,0,9631,1,0,1816,1,79,129,4
Sikkim,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),1617,59,7,0,1421,0,0,87,1,5,32,5
Tamil Nadu,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),15249,0,7,1715,11346,0,2,1580,1,135,441,22
Tripura,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),13093,0,64,1760,9617,0,2,1252,0,123,253,22
Uttar Pradesh,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),30605,0,129,0,21999,1,7,6856,5,260,1326,22
Uttarakhand,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),3477,0,3,0,2767,0,1,615,1,42,41,7
West Bengal,2008,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),19343,2285,77,39,16117,1,2,0,4,258,533,27
Andaman & Nicobar Islands,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),802,2,5,0,695,0,0,83,0,5,11,1
Andhra Pradesh,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),13855,562,41,0,9564,1,1,3153,1,146,357,29
Arunachal Pradesh,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),3833,41,25,106,2871,0,0,662,0,22,101,5
Assam,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),23829,30,135,2145,16473,0,0,4061,0,235,700,50
Bihar,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12227,18,29,0,8723,1,2,2678,1,90,669,16
Chandigarh,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),574,0,0,0,574,0,0,0,0,0,0,0
Chhattisgarh,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),15106,471,25,0,11572,1,3,2599,1,121,293,20
Dadra & Nagar Haveli,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),6221,212,20,0,4261,1,1,1365,1,67,282,11
Goa,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),661,5,0,0,629,0,0,5,0,0,22,0
Gujarat,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12171,1040,28,0,9395,1,1,1316,1,73,306,10
Haryana,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),5614,241,26,0,4648,1,1,467,1,62,152,15
Himachal Pradesh,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4189,79,13,0,3285,1,1,636,1,44,115,14
Jammu & Kashmir,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),24962,483,54,17240,2342,1,25,4174,4,170,415,54
Jharkhand,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12172,44,28,0,9206,0,1,2162,1,122,598,10
Karnataka,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),9715,101,40,0,7636,1,1,1694,1,118,109,14
Kerala,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),2891,45,32,0,1638,1,1,962,1,57,145,9
Lakshadweep,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),21333,1157,80,0,15488,1,8,3685,1,206,663,44
Maharashtra,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),13292,1194,21,2751,6885,1,1,2122,2,115,190,10
Manipur,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),10695,0,46,26,7952,0,0,2212,0,135,300,24
Meghalaya,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4179,11,31,178,3209,0,0,606,0,41,98,5
Mizoram,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),7380,11,52,915,4991,0,0,1058,0,66,256,31
Nagaland,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4366,1,27,574,3218,0,0,405,0,25,109,7
Odisha,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),14390,207,143,515,12150,0,0,1123,0,65,138,49
Puducherry,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),649,0,2,0,578,0,0,50,0,3,16,0
Punjab,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),18013,430,11,0,13286,0,5,3467,3,136,611,64
Rajasthan,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12045,0,57,0,9964,0,1,1802,1,91,108,21
Sikkim,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),1619,59,9,0,1421,0,0,87,1,8,29,5
Tamil Nadu,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),13428,0,20,1809,9367,0,2,1569,1,153,477,30
Tripura,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),13094,0,64,1760,9617,0,2,1252,0,124,253,22
Uttar Pradesh,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),33366,0,29,0,24999,1,4,6745,3,249,1247,89
Uttarakhand,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4134,0,4,0,3235,0,1,785,0,38,65,6
West Bengal,2009,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),21642,2730,104,27,18021,1,2,0,4,244,484,25
Andaman & Nicobar Islands,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),806,3,5,0,694,0,0,89,0,3,11,1
Andhra Pradesh,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),14534,584,102,0,10157,1,1,3153,1,146,360,29
Arunachal Pradesh,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),3939,41,25,106,2944,0,0,662,0,22,134,5
Assam,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),25375,36,150,1939,18097,0,0,4168,0,235,700,50
Bihar,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),11941,53,36,0,8336,1,2,2646,1,124,727,15
Chandigarh,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),635,0,0,0,635,0,0,0,0,0,0,0
Chhattisgarh,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),15779,801,41,0,11440,1,2,2964,1,110,392,27
Dadra & Nagar Haveli,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),6594,223,15,0,4586,1,2,1474,0,68,212,13
Goa,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),661,5,0,0,629,0,0,5,0,0,22,0
Gujarat,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),15936,1042,11,0,12854,1,3,1375,0,112,526,12
Haryana,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),4535,215,27,0,3756,0,0,356,1,54,113,13
Himachal Pradesh,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),3904,99,39,0,2705,0,1,828,0,52,142,38
Jammu & Kashmir,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),29153,541,125,4773,18010,1,4,4769,2,181,647,100
Jharkhand,2010,Actual Police Strength - Armed Police,A2. Acual Armed Police (Incl. Women Police),12807,77,45,0,9759,0,1,2160,0,117,645,3
