area_name,year,group_name,sub_group_name,rank_all_ranks_total,rank_asi_equivalent,rank_aspdyspassttcommandant,rank_below_hc_and_above_constables,rank_constables,rank_dgaddl_dg,rank_dig,rank_head_constables,rank_igsplig,rank_inspectors_equivalent,rank_si_equivalent,rank_sspspaddlspcommandant
Assam,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,349,14,0,13,294,0,0,8,0,0,20,0
Bihar,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1069,33,2,0,951,0,1,33,0,1,47,1
Chandigarh,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,261,9,0,0,220,0,0,11,0,0,21,0
Chhattisgarh,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1117,24,15,0,934,0,0,78,0,11,54,1
Dadra & Nagar Haveli,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,9,0,0,0,4,0,0,3,0,0,2,0
Daman & Diu,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,3451,512,25,0,1975,0,1,690,1,74,169,4
Goa,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,407,3,2,0,265,0,0,119,0,6,12,0
Gujarat,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1508,186,0,0,1021,0,0,288,0,1,12,0
Haryana,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1872,64,5,0,1657,0,0,53,0,16,73,4
Himachal Pradesh,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,737,13,5,0,642,0,0,48,0,12,12,5
Jammu & Kashmir,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2140,23,14,1695,220,0,0,127,1,17,39,4
Jharkhand,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,16,0,7,0,0,1,0,0,2,0,0,6
Karnataka,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1788,53,12,0,1272,1,1,380,1,30,35,3
Kerala,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2740,0,1,0,2486,0,0,164,0,19,70,0
Lakshadweep,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,16,0,0,0,15,0,0,1,0,0,0,0
Madhya Pradesh,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1897,62,51,0,1292,0,2,308,3,21,149,9
Maharashtra,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,7290,155,34,446,5863,1,4,322,1,74,385,5
Manipur,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,461,4,0,0,411,0,0,39,0,3,4,0
Meghalaya,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,189,2,2,0,165,0,0,2,0,9,7,2
Mizoram,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,87,4,2,0,72,0,0,7,0,0,2,0
Odisha,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,3264,38,7,0,2902,0,1,3,1,32,272,8
Puducherry,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,164,2,1,0,150,0,0,6,0,1,2,2
Punjab,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1460,116,0,0,1077,0,0,194,0,21,52,0
Rajasthan,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,3561,40,25,0,3318,0,0,58,1,11,98,10
Sikkim,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,179,1,1,0,143,0,0,1,0,10,21,2
Tamil Nadu,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,7728,0,15,35,5623,3,0,588,2,100,1331,31
Tripura,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,661,38,2,0,582,0,0,0,0,6,32,1
Uttar Pradesh,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2406,0,34,0,1942,0,1,73,1,11,327,17
Uttarakhand,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1247,0,9,0,1168,0,1,38,0,2,27,2
West Bengal,2008,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2297,114,9,0,2002,0,0,7,1,22,140,2
Andaman & Nicobar Islands,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,235,1,0,0,193,0,0,26,0,4,11,0
Andhra Pradesh,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1342,1,2,0,1221,2,2,69,2,2,39,2
Arunachal Pradesh,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,473,6,0,0,449,0,0,11,0,2,5,0
Assam,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,349,14,0,13,294,0,0,8,0,0,20,0
Bihar,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1085,33,11,0,951,0,2,34,1,1,47,5
Chandigarh,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,500,7,0,0,450,0,0,16,0,8,19,0
Chhattisgarh,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1117,24,15,0,934,0,0,78,0,11,54,1
Dadra & Nagar Haveli,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,9,0,0,0,4,0,0,3,0,0,2,0
Daman & Diu,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,4622,601,33,0,2877,0,0,865,0,76,167,3
Goa,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,426,3,2,0,283,0,0,119,0,6,13,0
Gujarat,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1636,183,4,0,1085,1,1,319,0,3,37,3
Haryana,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1704,71,7,0,1472,0,0,52,0,22,76,4
Himachal Pradesh,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1164,11,4,0,1061,0,0,60,0,14,9,5
Jammu & Kashmir,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1760,49,14,1339,107,0,1,131,1,27,88,3
Jharkhand,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1934,57,3,0,1694,1,2,116,1,6,53,1
Karnataka,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,4647,186,12,0,3368,1,2,942,0,31,102,3
Kerala,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2736,0,1,0,2492,0,0,148,0,21,74,0
Lakshadweep,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,16,0,0,0,15,0,0,1,0,0,0,0
Madhya Pradesh,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1897,62,51,0,1292,0,2,308,3,21,149,9
Maharashtra,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,12813,239,33,1402,10160,2,3,481,1,81,401,10
Manipur,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,537,4,0,0,387,0,0,139,0,3,4,0
Meghalaya,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,191,2,2,0,164,0,0,5,0,9,7,2
Mizoram,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,66,5,1,0,52,0,0,5,0,0,3,0
Odisha,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,3144,88,11,0,2786,0,3,4,1,65,176,10
Puducherry,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,156,0,1,0,141,0,0,8,0,1,4,1
Punjab,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1792,122,0,0,1379,0,0,223,0,24,44,0
Rajasthan,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,4444,39,22,0,4206,0,1,65,1,8,100,2
Sikkim,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,179,1,2,0,143,0,0,0,0,10,21,2
Tamil Nadu,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,7686,0,15,0,5623,3,1,588,2,93,1331,30
Tripura,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,700,51,1,0,600,0,0,8,0,5,32,3
Uttar Pradesh,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2411,0,37,0,1942,0,4,73,0,11,327,17
Uttarakhand,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1336,0,9,0,1248,0,0,44,0,1,29,5
West Bengal,2009,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2349,113,11,0,2037,0,0,7,1,24,151,5
Andaman & Nicobar Islands,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,274,1,0,0,229,0,0,25,0,4,15,0
Andhra Pradesh,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2012,33,3,0,1743,2,7,150,2,8,62,2
Arunachal Pradesh,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,473,6,0,0,449,0,0,11,0,2,5,0
Assam,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,349,14,0,13,294,0,0,8,0,0,20,0
Bihar,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1154,33,11,0,960,0,2,34,1,1,107,5
Chandigarh,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,615,3,0,0,563,0,0,15,0,14,20,0
Chhattisgarh,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1880,25,26,0,1636,0,0,95,0,47,47,4
Dadra & Nagar Haveli,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,9,0,0,0,4,0,0,3,0,0,2,0
Daman & Diu,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,4677,342,25,0,3572,1,1,520,0,74,138,4
Goa,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,429,1,2,0,279,0,0,126,1,6,14,0
Gujarat,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2203,208,6,0,1408,1,1,469,0,5,102,3
Haryana,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1918,71,0,0,1669,0,0,80,0,22,76,0
Himachal Pradesh,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1174,18,3,0,1047,0,1,73,0,17,10,5
Jammu & Kashmir,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2269,55,14,566,1392,0,0,139,1,28,69,5
Jharkhand,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2381,47,6,0,2132,0,3,142,1,6,41,3
Karnataka,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2739,0,1,0,2495,0,0,148,0,21,74,0
Lakshadweep,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,16,0,0,0,15,0,0,1,0,0,0,0
Madhya Pradesh,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2332,61,57,0,1661,1,3,299,4,48,192,6
Maharashtra,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,12018,204,33,1340,9857,1,2,474,2,89,0,16
Manipur,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,606,80,0,0,334,0,0,116,0,1,75,0
Meghalaya,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,179,2,2,0,152,0,0,5,0,8,8,2
Mizoram,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,537,98,7,0,165,0,0,141,0,17,108,1
Nagaland,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,66,5,1,0,52,0,0,5,0,0,3,0
Odisha,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,3281,84,8,0,2789,0,4,4,1,75,308,8
Puducherry,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,155,0,1,0,141,0,0,8,0,1,4,0
Punjab,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2534,122,0,0,2121,0,0,223,0,24,44,0
Rajasthan,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,4415,39,0,0,4161,0,0,69,0,9,137,0
Sikkim,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,185,0,8,0,139,0,0,9,0,16,10,3
Tamil Nadu,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,14795,0,80,2320,7579,2,1,3150,3,128,1503,29
Tripura,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,701,51,3,0,600,0,0,8,0,5,31,3
Uttar Pradesh,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2406,0,45,0,1935,0,2,70,2,10,320,22
Uttarakhand,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,1536,0,9,0,1368,0,0,60,0,1,88,10
West Bengal,2010,Actual Women Police Strength - Total,B3. Actual Women Police Strength,2334,116,7,0,1998,0,1,7,0,38,164,3
Andaman & Nicobar Islands,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),829,2,3,0,657,0,1,134,0,6,26,0
Andhra Pradesh,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),13479,609,61,0,9208,0,0,3100,0,140,348,13
Arunachal Pradesh,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),2291,14,21,216,1645,0,0,325,0,19,48,3
Assam,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),25920,36,150,2447,18097,0,0,4168,0,241,729,52
Bihar,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),397,0,0,0,326,0,0,61,0,2,8,0
Chandigarh,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),1153,0,2,0,936,0,0,179,0,8,28,0
Chhattisgarh,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),1331,4,9,0,369,0,0,878,0,3,65,3
Dadra & Nagar Haveli,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),96,1,0,0,76,0,0,18,0,0,1,0
Daman & Diu,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),10428,167,39,0,7911,0,1,1933,1,81,280,15
Goa,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),621,15,4,0,465,0,0,113,0,6,17,1
Gujarat,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12185,1072,42,0,9575,0,0,1078,0,104,314,0
Haryana,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4702,114,16,0,3597,1,1,788,1,48,131,5
Himachal Pradesh,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),5243,62,30,1010,3030,0,2,890,1,44,162,12
Jammu & Kashmir,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18759,389,146,0,14534,1,2,3048,1,125,458,55
Karnataka,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),1020,36,2,0,792,0,0,165,0,5,20,0
Kerala,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9352,103,49,0,7577,0,0,1312,0,74,227,10
Lakshadweep,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),28057,1498,109,20342,0,1,5,4871,3,265,910,53
Maharashtra,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),15992,1498,58,2953,7484,0,3,3432,1,165,377,21
Manipur,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9552,0,68,813,7692,1,2,628,1,93,232,22
Meghalaya,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4962,0,20,459,3772,0,0,570,0,32,106,3
Mizoram,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3833,0,29,446,2655,0,0,544,0,38,107,14
Nagaland,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),6596,0,21,722,5042,0,0,624,0,19,152,16
Odisha,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9163,269,75,408,6685,0,0,1400,0,71,235,20
Puducherry,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),683,2,1,0,565,0,0,93,0,5,17,0
Punjab,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18956,372,145,0,14413,1,7,3289,3,149,497,80
Rajasthan,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12720,0,76,0,10022,1,2,2133,1,109,355,21
Sikkim,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),1917,0,10,0,0,0,0,1826,1,18,60,2
Tamil Nadu,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),11675,0,41,1406,8329,0,2,1341,1,121,410,24
Tripura,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9773,0,64,1532,6520,0,0,1272,1,104,264,16
Uttar Pradesh,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),33381,0,94,0,26420,1,7,5650,5,280,859,65
Uttarakhand,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3022,0,0,0,2368,0,0,546,0,27,81,0
West Bengal,2001,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),24925,216,113,2400,18912,1,4,2076,4,240,922,37
Andaman & Nicobar Islands,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),829,2,3,0,657,0,1,134,0,6,26,0
Andhra Pradesh,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),31559,1014,101,0,22272,0,0,6936,0,285,919,32
Arunachal Pradesh,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3040,28,24,216,2228,0,0,457,0,25,59,3
Assam,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),25914,36,150,2447,18097,0,0,4168,0,235,729,52
Bihar,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),15418,94,74,0,11501,1,2,2818,1,132,780,15
Chandigarh,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),419,0,1,0,343,0,0,61,0,4,10,0
Chhattisgarh,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),1331,4,9,0,369,0,0,878,0,3,65,3
Dadra & Nagar Haveli,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),95,1,0,0,75,0,0,18,0,0,1,0
Daman & Diu,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),10428,167,39,0,7911,0,1,1933,1,81,280,15
Goa,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),971,23,4,0,746,0,0,166,0,9,22,1
Gujarat,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12192,1078,42,0,9575,0,0,1079,0,104,314,0
Haryana,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4703,114,16,0,3598,1,1,788,1,48,131,5
Himachal Pradesh,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),5251,63,30,1010,3036,0,2,892,1,44,163,10
Jammu & Kashmir,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18759,389,146,0,14534,1,2,3048,1,125,458,55
Jharkhand,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),2471,0,52,0,0,0,1,1797,1,85,524,11
Karnataka,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),2573,83,5,0,1999,0,0,422,0,17,47,0
Kerala,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9352,103,49,0,7577,0,0,1312,0,74,227,10
Lakshadweep,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),19630,1116,74,0,14110,1,7,3441,1,199,641,40
Maharashtra,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),15998,1499,58,2961,7493,0,3,3427,1,165,370,21
Manipur,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9552,0,68,813,7692,1,2,628,1,93,232,22
Meghalaya,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4971,0,28,459,3772,0,0,570,0,32,106,4
Mizoram,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),1864,37,12,304,1186,0,0,240,0,24,55,6
Nagaland,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),5973,0,19,671,4546,0,0,569,0,17,137,14
Odisha,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9163,269,72,408,6685,0,0,1400,0,71,235,23
Puducherry,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),683,2,1,0,565,0,0,93,0,5,17,0
Punjab,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18956,372,145,0,14413,1,7,3289,3,149,497,80
Rajasthan,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12694,0,76,0,10011,1,2,2131,1,102,355,15
Sikkim,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),1970,18,10,66,1356,0,1,457,0,18,42,2
Tamil Nadu,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12682,0,47,1554,9033,0,2,1465,1,129,425,26
Tripura,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),10586,0,85,1880,7535,0,0,586,0,135,345,20
Uttar Pradesh,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),33381,0,94,0,26420,1,7,5650,5,280,859,65
Uttarakhand,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3022,0,0,0,2368,0,0,546,0,27,81,0
West Bengal,2002,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),24217,233,122,2711,17845,1,5,2300,2,252,706,40
Andaman & Nicobar Islands,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),615,2,3,0,447,0,1,134,0,6,22,0
Andhra Pradesh,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),13479,609,49,0,9208,0,0,3100,0,140,348,25
Arunachal Pradesh,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3040,28,24,216,2228,0,0,457,0,25,59,3
Assam,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),25914,36,150,2447,18097,0,0,4168,0,235,729,52
Bihar,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),16377,96,92,0,12240,1,2,2993,1,140,797,15
Chandigarh,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),419,0,1,0,343,0,0,61,0,4,10,0
Chhattisgarh,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9738,537,43,770,6218,1,1,1762,1,99,283,23
Dadra & Nagar Haveli,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),10434,167,39,0,7911,0,1,1933,1,87,280,15
Goa,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),971,23,4,0,746,0,0,166,0,9,22,1
Gujarat,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12295,1083,42,0,9650,0,0,1102,0,104,314,0
Haryana,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4703,214,16,0,3598,1,1,688,1,48,131,5
Himachal Pradesh,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4951,63,36,1010,2736,1,1,892,0,44,163,5
Jammu & Kashmir,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18759,389,146,0,14534,1,2,3048,1,125,458,55
Jharkhand,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3421,33,2,0,3042,0,0,232,0,12,99,1
Karnataka,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3417,100,5,0,2660,0,0,570,0,23,59,0
Kerala,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9719,103,49,0,7867,0,0,1318,0,79,293,10
Lakshadweep,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),16926,857,45,0,12599,1,7,2841,1,140,412,23
Maharashtra,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),15998,1499,58,2961,7493,0,3,3427,1,165,370,21
Manipur,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9720,0,72,988,7247,1,2,1043,1,85,245,36
Meghalaya,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3879,0,30,262,2861,0,0,579,0,36,99,12
Mizoram,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4270,36,32,431,2929,0,0,663,0,45,117,17
Nagaland,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),5985,0,19,673,4554,0,0,570,0,17,138,14
Odisha,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9163,269,72,408,6685,0,0,1400,0,71,235,23
Puducherry,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),683,2,1,0,565,0,0,93,0,5,17,0
