states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
Delhi UT,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"31 - Unlawful Activities (Prevention) Act, 1967",2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Delhi UT,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"34 - Prevention of Damage to Public Property Act, 1984",2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Delhi UT,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"36 - Trade Marks Act, 1999",2014,3,0,3,14,0,14,15,4,19,4,0,4,36,4,40
Delhi UT,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"41 - Foreigners Act, 1946",2014,1,0,1,6,0,6,0,0,0,0,0,0,7,0,7
Delhi UT,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,12,1,13,65,3,68,17,3,20,0,0,0,94,7,101
Delhi UT,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,56 - Other SLL crimes,2014,1327,10,1337,1042,27,1069,195,5,200,14,0,14,2578,42,2620
Delhi UT,57 - Total Cognizable SLL crimes,2014,4043,37,4080,3166,109,3275,654,51,705,27,0,27,7890,197,8087
Lakshadweep,"1 - Arms Act, 1959",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,12,0,12,16,1,17,0,0,0,0,0,0,28,1,29
Lakshadweep,"3 - Gambling Act, 1867",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"4 - Excise Act, 1944",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,5 - Prohibition Act,2014,4,0,4,10,0,10,2,0,2,0,0,0,16,0,16
Lakshadweep,6 - Explosives and Explosive Substances Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"7 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,7.1 - Under Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,7.2 - Under Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,7.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"8 - Indian Railways Act, 1989",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"11 - Passport Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"12 - Essential Commodities Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"14 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"16 - Copyright Act, 1957",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,18.1 - POA Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,18.2 - POA Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"19 - Forest Act, 1927",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"20 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"22 - Information Technology Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"24 - Electricity Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"25 - Wildlife Protection Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"34 - Prevention of Damage to Public Property Act, 1984",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"41 - Foreigners Act, 1946",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,56 - Other SLL crimes,2014,3,0,3,17,0,17,0,0,0,1,0,1,21,0,21
Lakshadweep,57 - Total Cognizable SLL crimes,2014,19,0,19,43,1,44,2,0,2,1,0,1,65,1,66
Puducherry,"1 - Arms Act, 1959",2014,54,0,54,8,0,8,1,0,1,0,0,0,63,0,63
Puducherry,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Puducherry,"3 - Gambling Act, 1867",2014,34,0,34,68,0,68,11,0,11,2,0,2,115,0,115
Puducherry,"4 - Excise Act, 1944",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,6 - Explosives and Explosive Substances Act,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Puducherry,"7 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0,3,1,4,0,0,0,0,0,0,3,1,4
Puducherry,7.1 - Under Section 5,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Puducherry,7.2 - Under Section 6,2014,0,0,0,2,1,3,0,0,0,0,0,0,2,1,3
Puducherry,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,7.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"8 - Indian Railways Act, 1989",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5
Puducherry,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5
Puducherry,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"11 - Passport Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"12 - Essential Commodities Act, 1955",2014,21,0,21,10,0,10,3,0,3,0,0,0,34,0,34
Puducherry,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"14 - Dowry Prohibition Act, 1961",2014,6,0,6,3,0,3,0,0,0,0,0,0,9,0,9
Puducherry,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"16 - Copyright Act, 1957",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,18.1 - POA Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,18.2 - POA Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"19 - Forest Act, 1927",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"20 - Prohibition of Child Marriage Act, 2006",2014,2,0,2,4,4,8,0,0,0,0,0,0,6,4,10
Puducherry,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"22 - Information Technology Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"24 - Electricity Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"25 - Wildlife Protection Act, 1972",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Puducherry,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"34 - Prevention of Damage to Public Property Act, 1984",2014,4,0,4,6,0,6,2,0,2,0,0,0,12,0,12
Puducherry,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"39 - Lotteries (Regulation) Act, 1998",2014,2,0,2,8,0,8,7,0,7,1,0,1,18,0,18
Puducherry,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"41 - Foreigners Act, 1946",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"44 - Representation of People Act, 1951",2014,1,0,1,6,0,6,5,0,5,0,0,0,12,0,12
Puducherry,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,56 - Other SLL crimes,2014,376,0,376,338,0,338,97,4,101,3,0,3,814,4,818
Puducherry,57 - Total Cognizable SLL crimes,2014,500,0,500,461,5,466,127,4,131,6,0,6,1094,9,1103
Total (States),"1 - Arms Act, 1959",2014,35184,12,35196,21465,12,21477,4685,1,4686,219,0,219,61553,25,61578
Total (States),"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,27866,399,28265,19723,745,20468,5899,338,6237,339,34,373,53827,1516,55343
Total (States),"3 - Gambling Act, 1867",2014,146223,192,146415,146339,493,146832,63048,204,63252,5435,17,5452,361045,906,361951
Total (States),"4 - Excise Act, 1944",2014,77273,1961,79234,76762,3784,80546,30396,1664,32060,2007,123,2130,186438,7532,193970
Total (States),5 - Prohibition Act,2014,131583,24621,156204,174570,48995,223565,79483,29148,108631,7921,1727,9648,393557,104491,498048
Total (States),6 - Explosives and Explosive Substances Act,2014,1950,8,1958,2444,17,2461,760,2,762,50,0,50,5204,27,5231
Total (States),"7 - Immoral Traffic (Prevention) Act, 1956",2014,2254,1053,3307,2192,894,3086,548,197,745,27,13,40,5021,2157,7178
Total (States),7.1 - Under Section 5,2014,852,343,1195,729,300,1029,161,62,223,11,2,13,1753,707,2460
Total (States),7.2 - Under Section 6,2014,119,81,200,129,40,169,37,8,45,4,0,4,289,129,418
Total (States),7.3 - Under Section 7,2014,99,41,140,118,44,162,46,12,58,1,1,2,264,98,362
Total (States),7.4 - Under Section 8,2014,34,48,82,67,81,148,10,12,22,0,1,1,111,142,253
Total (States),7.5 - Other Sections under ITP Act,2014,1150,540,1690,1149,429,1578,294,103,397,11,9,20,2604,1081,3685
Total (States),"8 - Indian Railways Act, 1989",2014,84,0,84,142,0,142,28,0,28,0,0,0,254,0,254
Total (States),"9 - Registration of Foreigners Act, 1939",2014,421,36,457,282,17,299,108,5,113,3,0,3,814,58,872
Total (States),"10 - Protection of Civil Rights Act, 1955",2014,59,3,62,78,0,78,26,4,30,5,0,5,168,7,175
Total (States),10.1 - PCR Act for crimes committed against SCs,2014,57,3,60,66,0,66,26,4,30,5,0,5,154,7,161
Total (States),10.2 - PCR Act for crimes committed against STs,2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Total (States),10.3 - PCR Act for crimes committed against Others,2014,1,0,1,12,0,12,0,0,0,0,0,0,13,0,13
Total (States),"11 - Passport Act, 1967",2014,433,32,465,607,61,668,170,3,173,5,1,6,1215,97,1312
Total (States),"12 - Essential Commodities Act, 1955",2014,2433,10,2443,4061,37,4098,1281,12,1293,88,2,90,7863,61,7924
Total (States),"13 - Antiquities & Art Treasures Act, 1972",2014,18,0,18,45,0,45,25,0,25,1,0,1,89,0,89
Total (States),"14 - Dowry Prohibition Act, 1961",2014,6340,1037,7377,7195,1832,9027,3478,1305,4783,252,80,332,17265,4254,21519
Total (States),"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,24,0,24,38,1,39,5,0,5,0,0,0,67,1,68
Total (States),"16 - Copyright Act, 1957",2014,2866,3,2869,3273,10,3283,654,0,654,11,0,11,6804,13,6817
Total (States),17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (States),"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,7881,151,8032,7624,349,7973,3164,135,3299,239,15,254,18908,650,19558
Total (States),18.1 - POA Act for crimes committed against SCs,2014,7047,130,7177,6672,278,6950,2822,119,2941,179,12,191,16720,539,17259
Total (States),18.2 - POA Act for crimes committed against STs,2014,834,21,855,952,71,1023,342,16,358,60,3,63,2188,111,2299
Total (States),"19 - Forest Act, 1927",2014,2479,2,2481,3322,0,3322,1157,1,1158,41,0,41,6999,3,7002
Total (States),"20 - Prohibition of Child Marriage Act, 2006",2014,166,10,176,276,88,364,104,40,144,11,5,16,557,143,700
Total (States),"21 - Protection of Women from Domestic Violence Act, 2005",2014,204,21,225,277,30,307,130,17,147,14,0,14,625,68,693
Total (States),"22 - Information Technology Act, 2000",2014,2262,27,2289,1569,26,1595,267,7,274,4,0,4,4102,60,4162
Total (States),"23 - Official Secrets Act, 1923",2014,3,0,3,7,0,7,3,0,3,0,0,0,13,0,13
Total (States),"24 - Electricity Act, 2003",2014,11827,42,11869,23313,92,23405,12478,69,12547,955,1,956,48573,204,48777
Total (States),"25 - Wildlife Protection Act, 1972",2014,473,3,476,676,7,683,168,4,172,6,0,6,1323,14,1337
Total (States),"26 - Bonded Labour System (Abolition) Act, 1976",2014,42,0,42,53,0,53,17,0,17,0,0,0,112,0,112
Total (States),26.1 - Against SCs,2014,0,0,0,7,0,7,1,0,1,0,0,0,8,0,8
Total (States),26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (States),26.3 - Against others,2014,42,0,42,46,0,46,16,0,16,0,0,0,104,0,104
Total (States),"27 - Environmental (Protection) Act, 1986",2014,35,0,35,60,1,61,33,0,33,0,0,0,128,1,129
Total (States),"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,34,0,34,56,0,56,27,0,27,6,0,6,123,0,123
Total (States),"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,16,0,16,18,0,18,4,0,4,0,0,0,38,0,38
Total (States),"30 - National Security Act, 1980",2014,161,0,161,165,0,165,13,0,13,0,0,0,339,0,339
Total (States),"31 - Unlawful Activities (Prevention) Act, 1967",2014,1046,23,1069,898,32,930,150,10,160,16,1,17,2110,66,2176
Total (States),"32 - Young Persons (Harmful Publications) Act, 1956",2014,2,0,2,10,0,10,1,0,1,0,0,0,13,0,13
Total (States),"33 - Railway Property (Unlawful Possession) Act, 1966",2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Total (States),"34 - Prevention of Damage to Public Property Act, 1984",2014,2508,12,2520,2594,35,2629,788,7,795,27,2,29,5917,56,5973
Total (States),"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (States),"36 - Trade Marks Act, 1999",2014,29,0,29,48,0,48,13,0,13,0,0,0,90,0,90
Total (States),"37 - Prevention of Insults to National Honour Act, 1971",2014,16,0,16,58,3,61,12,1,13,0,0,0,86,4,90
Total (States),"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Total (States),"39 - Lotteries (Regulation) Act, 1998",2014,775,0,775,1227,7,1234,442,1,443,35,0,35,2479,8,2487
Total (States),"40 - Citizenship Act, 1955",2014,8,0,8,6,0,6,3,0,3,0,0,0,17,0,17
Total (States),"41 - Foreigners Act, 1946",2014,1445,95,1540,1552,57,1609,496,51,547,3,0,3,3496,203,3699
