states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
Nagaland,"14 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"16 - Copyright Act, 1957",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,18.1 - POA Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,18.2 - POA Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"19 - Forest Act, 1927",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"20 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"22 - Information Technology Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"24 - Electricity Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"25 - Wildlife Protection Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"30 - National Security Act, 1980",2014,2,0,2,0,0,0,1,0,1,0,0,0,3,0,3
Nagaland,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"34 - Prevention of Damage to Public Property Act, 1984",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"41 - Foreigners Act, 1946",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,56 - Other SLL crimes,2014,86,3,89,43,0,43,5,0,5,0,0,0,134,3,137
Nagaland,57 - Total Cognizable SLL crimes,2014,298,10,308,258,11,269,19,0,19,3,1,4,578,22,600
Odisha,"1 - Arms Act, 1959",2014,401,3,404,278,0,278,37,0,37,0,0,0,716,3,719
Odisha,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,379,1,380,261,3,264,49,1,50,0,0,0,689,5,694
Odisha,"3 - Gambling Act, 1867",2014,1472,9,1481,1825,3,1828,1069,0,1069,10,0,10,4376,12,4388
Odisha,"4 - Excise Act, 1944",2014,4972,69,5041,6812,349,7161,3885,114,3999,205,7,212,15874,539,16413
Odisha,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,6 - Explosives and Explosive Substances Act,2014,161,0,161,133,1,134,39,0,39,0,0,0,333,1,334
Odisha,"7 - Immoral Traffic (Prevention) Act, 1956",2014,21,4,25,27,9,36,0,0,0,0,0,0,48,13,61
Odisha,7.1 - Under Section 5,2014,9,4,13,6,2,8,0,0,0,0,0,0,15,6,21
Odisha,7.2 - Under Section 6,2014,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
Odisha,7.3 - Under Section 7,2014,0,0,0,5,7,12,0,0,0,0,0,0,5,7,12
Odisha,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,7.5 - Other Sections under ITP Act,2014,12,0,12,13,0,13,0,0,0,0,0,0,25,0,25
Odisha,"8 - Indian Railways Act, 1989",2014,0,0,0,3,0,3,1,0,1,0,0,0,4,0,4
Odisha,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"11 - Passport Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"12 - Essential Commodities Act, 1955",2014,49,0,49,90,0,90,34,0,34,0,0,0,173,0,173
Odisha,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"14 - Dowry Prohibition Act, 1961",2014,379,24,403,392,97,489,242,81,323,2,1,3,1015,203,1218
Odisha,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"16 - Copyright Act, 1957",2014,1,0,1,3,0,3,1,0,1,0,0,0,5,0,5
Odisha,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,581,2,583,585,4,589,139,4,143,0,0,0,1305,10,1315
Odisha,18.1 - POA Act for crimes committed against SCs,2014,499,2,501,481,4,485,117,2,119,0,0,0,1097,8,1105
Odisha,18.2 - POA Act for crimes committed against STs,2014,82,0,82,104,0,104,22,2,24,0,0,0,208,2,210
Odisha,"19 - Forest Act, 1927",2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Odisha,"20 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"22 - Information Technology Act, 2000",2014,1,1,2,6,0,6,0,0,0,0,0,0,7,1,8
Odisha,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"24 - Electricity Act, 2003",2014,114,0,114,148,4,152,58,3,61,0,0,0,320,7,327
Odisha,"25 - Wildlife Protection Act, 1972",2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Odisha,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"30 - National Security Act, 1980",2014,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3
Odisha,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"32 - Young Persons (Harmful Publications) Act, 1956",2014,2,0,2,4,0,4,0,0,0,0,0,0,6,0,6
Odisha,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"34 - Prevention of Damage to Public Property Act, 1984",2014,1,0,1,8,0,8,1,0,1,0,0,0,10,0,10
Odisha,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"37 - Prevention of Insults to National Honour Act, 1971",2014,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
Odisha,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"41 - Foreigners Act, 1946",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Odisha,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"44 - Representation of People Act, 1951",2014,8,0,8,16,0,16,0,0,0,0,0,0,24,0,24
Odisha,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,12,0,12,3,0,3,1,0,1,0,0,0,16,0,16
Odisha,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,56 - Other SLL crimes,2014,412,17,429,263,10,273,152,3,155,0,0,0,827,30,857
Odisha,57 - Total Cognizable SLL crimes,2014,8973,130,9103,10859,480,11339,5708,206,5914,217,8,225,25757,824,26581
Punjab,"1 - Arms Act, 1959",2014,233,0,233,260,2,262,72,0,72,5,0,5,570,2,572
Punjab,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,7086,211,7297,6729,390,7119,2456,181,2637,14,1,15,16285,783,17068
Punjab,"3 - Gambling Act, 1867",2014,1458,0,1458,1734,11,1745,363,1,364,0,0,0,3555,12,3567
Punjab,"4 - Excise Act, 1944",2014,3042,68,3110,3896,156,4052,1377,29,1406,24,0,24,8339,253,8592
Punjab,5 - Prohibition Act,2014,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
Punjab,6 - Explosives and Explosive Substances Act,2014,12,0,12,2,0,2,0,0,0,0,0,0,14,0,14
Punjab,"7 - Immoral Traffic (Prevention) Act, 1956",2014,113,86,199,74,66,140,8,4,12,0,0,0,195,156,351
Punjab,7.1 - Under Section 5,2014,64,43,107,43,39,82,5,2,7,0,0,0,112,84,196
Punjab,7.2 - Under Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,7.4 - Under Section 8,2014,2,1,3,0,0,0,0,0,0,0,0,0,2,1,3
Punjab,7.5 - Other Sections under ITP Act,2014,47,42,89,31,27,58,3,2,5,0,0,0,81,71,152
Punjab,"8 - Indian Railways Act, 1989",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Punjab,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"11 - Passport Act, 1967",2014,3,0,3,8,0,8,1,1,2,1,0,1,13,1,14
Punjab,"12 - Essential Commodities Act, 1955",2014,30,0,30,69,0,69,14,0,14,0,0,0,113,0,113
Punjab,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"14 - Dowry Prohibition Act, 1961",2014,3,0,3,0,1,1,0,0,0,0,0,0,3,1,4
Punjab,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
Punjab,"16 - Copyright Act, 1957",2014,91,1,92,146,0,146,36,0,36,0,0,0,273,1,274
Punjab,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,1,0,1,21,0,21,2,0,2,0,0,0,24,0,24
Punjab,18.1 - POA Act for crimes committed against SCs,2014,1,0,1,21,0,21,2,0,2,0,0,0,24,0,24
Punjab,18.2 - POA Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"19 - Forest Act, 1927",2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
Punjab,"20 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,1,2,3,0,0,0,0,0,0,1,2,3
Punjab,"21 - Protection of Women from Domestic Violence Act, 2005",2014,1,0,1,0,1,1,0,0,0,0,0,0,1,1,2
Punjab,"22 - Information Technology Act, 2000",2014,74,3,77,46,7,53,1,0,1,0,0,0,121,10,131
Punjab,"23 - Official Secrets Act, 1923",2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
Punjab,"24 - Electricity Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"25 - Wildlife Protection Act, 1972",2014,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
Punjab,"26 - Bonded Labour System (Abolition) Act, 1976",2014,7,0,7,4,0,4,0,0,0,0,0,0,11,0,11
Punjab,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,26.3 - Against others,2014,7,0,7,4,0,4,0,0,0,0,0,0,11,0,11
Punjab,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"31 - Unlawful Activities (Prevention) Act, 1967",2014,1,0,1,5,0,5,0,0,0,0,0,0,6,0,6
Punjab,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"34 - Prevention of Damage to Public Property Act, 1984",2014,86,0,86,109,0,109,12,0,12,0,0,0,207,0,207
Punjab,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"36 - Trade Marks Act, 1999",2014,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
Punjab,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"39 - Lotteries (Regulation) Act, 1998",2014,7,0,7,6,0,6,2,0,2,0,0,0,15,0,15
Punjab,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"41 - Foreigners Act, 1946",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"42 - Place of Worship (Special Provisions) Act, 1991",2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Punjab,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Punjab,"44 - Representation of People Act, 1951",2014,3,0,3,4,0,4,0,0,0,0,0,0,7,0,7
Punjab,"45 - Emigration Act, 1983",2014,13,0,13,9,0,9,1,0,1,0,0,0,23,0,23
Punjab,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,56 - Other SLL crimes,2014,1223,14,1237,1465,27,1492,484,5,489,7,0,7,3179,46,3225
Punjab,57 - Total Cognizable SLL crimes,2014,13491,383,13874,14599,664,15263,4831,221,5052,51,1,52,32972,1269,34241
Rajasthan,"1 - Arms Act, 1959",2014,2963,0,2963,2003,0,2003,512,0,512,33,0,33,5511,0,5511
Rajasthan,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,565,4,569,461,4,465,210,4,214,4,0,4,1240,12,1252
Rajasthan,"3 - Gambling Act, 1867",2014,13596,2,13598,12169,11,12180,5243,3,5246,432,0,432,31440,16,31456
Rajasthan,"4 - Excise Act, 1944",2014,5481,141,5622,4973,181,5154,2765,44,2809,147,2,149,13366,368,13734
Rajasthan,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,6 - Explosives and Explosive Substances Act,2014,228,0,228,270,0,270,144,0,144,5,0,5,647,0,647
Rajasthan,"7 - Immoral Traffic (Prevention) Act, 1956",2014,162,161,323,62,46,108,13,7,20,3,0,3,240,214,454
Rajasthan,7.1 - Under Section 5,2014,29,32,61,12,12,24,0,1,1,1,0,1,42,45,87
Rajasthan,7.2 - Under Section 6,2014,24,4,28,7,3,10,1,0,1,1,0,1,33,7,40
Rajasthan,7.3 - Under Section 7,2014,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Rajasthan,7.4 - Under Section 8,2014,3,1,4,0,0,0,0,0,0,0,0,0,3,1,4
Rajasthan,7.5 - Other Sections under ITP Act,2014,106,124,230,43,31,74,11,6,17,1,0,1,161,161,322
Rajasthan,"8 - Indian Railways Act, 1989",2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
Rajasthan,"9 - Registration of Foreigners Act, 1939",2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
Rajasthan,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"11 - Passport Act, 1967",2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Rajasthan,"12 - Essential Commodities Act, 1955",2014,70,0,70,136,1,137,35,0,35,1,0,1,242,1,243
Rajasthan,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"14 - Dowry Prohibition Act, 1961",2014,2,0,2,2,0,2,1,0,1,0,0,0,5,0,5
Rajasthan,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,10,0,10,9,0,9,2,0,2,0,0,0,21,0,21
Rajasthan,"16 - Copyright Act, 1957",2014,133,0,133,134,1,135,19,0,19,1,0,1,287,1,288
Rajasthan,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,14,0,14,17,0,17,2,0,2,0,0,0,33,0,33
Rajasthan,18.1 - POA Act for crimes committed against SCs,2014,10,0,10,15,0,15,1,0,1,0,0,0,26,0,26
Rajasthan,18.2 - POA Act for crimes committed against STs,2014,4,0,4,2,0,2,1,0,1,0,0,0,7,0,7
Rajasthan,"19 - Forest Act, 1927",2014,1165,0,1165,1318,0,1318,406,0,406,24,0,24,2913,0,2913
Rajasthan,"20 - Prohibition of Child Marriage Act, 2006",2014,4,0,4,10,1,11,3,1,4,1,0,1,18,2,20
Rajasthan,"21 - Protection of Women from Domestic Violence Act, 2005",2014,2,0,2,7,1,8,5,1,6,0,0,0,14,2,16
Rajasthan,"22 - Information Technology Act, 2000",2014,100,1,101,54,0,54,24,1,25,0,0,0,178,2,180
Rajasthan,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"24 - Electricity Act, 2003",2014,443,0,443,516,0,516,64,0,64,0,0,0,1023,0,1023
Rajasthan,"25 - Wildlife Protection Act, 1972",2014,177,0,177,111,0,111,59,0,59,4,0,4,351,0,351
Rajasthan,"26 - Bonded Labour System (Abolition) Act, 1976",2014,1,0,1,4,0,4,0,0,0,0,0,0,5,0,5
Rajasthan,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,26.3 - Against others,2014,1,0,1,4,0,4,0,0,0,0,0,0,5,0,5
Rajasthan,"27 - Environmental (Protection) Act, 1986",2014,12,0,12,23,1,24,12,0,12,0,0,0,47,1,48
Rajasthan,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,1,0,1,6,0,6,0,0,0,0,0,0,7,0,7
