area_name,year,group_name,sub_group_name,pt_1_3_years,pt_3_5_years,pt_5_10_years,pt_6_12_months,pt_less_than_6_months,pt_over_10_years,pt_total
Andhra Pradesh,2004,PT1. District/Session Judge,1. District/Session Judge,1931,805,196,293,44,57,3326
Arunachal Pradesh,2004,PT1. District/Session Judge,1. District/Session Judge,13,6,0,5,0,0,24
Assam,2004,PT1. District/Session Judge,1. District/Session Judge,582,444,170,127,69,22,1414
Bihar,2004,PT1. District/Session Judge,1. District/Session Judge,297,590,594,11,0,233,1725
Chhattisgarh,2004,PT1. District/Session Judge,1. District/Session Judge,239,171,72,222,271,17,992
Dadra & Nagar Haveli,2004,PT1. District/Session Judge,1. District/Session Judge,2,4,1,6,1,1,15
Daman & Diu,2004,PT1. District/Session Judge,1. District/Session Judge,3,,2,,,0,5
Delhi,2004,PT1. District/Session Judge,1. District/Session Judge,150,30,22,18,,4,224
Goa,2004,PT1. District/Session Judge,1. District/Session Judge,22,15,10,14,,,61
Gujarat,2004,PT1. District/Session Judge,1. District/Session Judge,578,611,350,248,63,86,1936
Haryana,2004,PT1. District/Session Judge,1. District/Session Judge,435,145,69,144,17,4,814
Himachal Pradesh,2004,PT1. District/Session Judge,1. District/Session Judge,132,80,13,16,2,0,243
Jammu & Kashmir,2004,PT1. District/Session Judge,1. District/Session Judge,320,207,169,111,55,40,902
Jharkhand,2004,PT1. District/Session Judge,1. District/Session Judge,170,435,345,105,18,152,1225
Karnataka,2004,PT1. District/Session Judge,1. District/Session Judge,1158,1067,715,183,141,86,3350
Kerala,2004,PT1. District/Session Judge,1. District/Session Judge,697,490,240,203,299,30,1959
Madhya Pradesh,2004,PT1. District/Session Judge,1. District/Session Judge,2034,874,161,1586,1886,49,6590
Maharashtra,2004,PT1. District/Session Judge,1. District/Session Judge,797,687,484,160,34,227,2389
Manipur,2004,PT1. District/Session Judge,1. District/Session Judge,0,0,1,0,0,8,9
Meghalaya,2004,PT1. District/Session Judge,1. District/Session Judge,0,0,0,0,0,0,0
Mizoram,2004,PT1. District/Session Judge,1. District/Session Judge,18,90,0,57,46,0,211
Nagaland,2004,PT1. District/Session Judge,1. District/Session Judge,36,0,0,42,165,0,243
Odisha,2004,PT1. District/Session Judge,1. District/Session Judge,476,549,391,328,1,39,1784
Punjab,2004,PT1. District/Session Judge,1. District/Session Judge,405,233,51,201,15,3,908
Rajasthan,2004,PT1. District/Session Judge,1. District/Session Judge,759,597,275,303,185,59,2178
Sikkim,2004,PT1. District/Session Judge,1. District/Session Judge,20,5,0,,,0,25
Tamil Nadu,2004,PT1. District/Session Judge,1. District/Session Judge,895,666,303,296,162,32,2354
Tripura,2004,PT1. District/Session Judge,1. District/Session Judge,45,41,36,2,44,4,172
Uttar Pradesh,2004,PT1. District/Session Judge,1. District/Session Judge,1838,2754,1289,254,29,592,6756
Uttarakhand,2004,PT1. District/Session Judge,1. District/Session Judge,180,198,105,36,0,10,529
West Bengal,2004,PT1. District/Session Judge,1. District/Session Judge,345,194,141,189,89,71,1029
Andaman & Nicobar Islands,2005,PT1. District/Session Judge,1. District/Session Judge,9,7,1,2,3,0,22
Andhra Pradesh,2005,PT1. District/Session Judge,1. District/Session Judge,1767,620,151,242,81,43,2904
Arunachal Pradesh,2005,PT1. District/Session Judge,1. District/Session Judge,16,3,0,0,0,0,19
Assam,2005,PT1. District/Session Judge,1. District/Session Judge,581,519,380,171,53,319,2023
Bihar,2005,PT1. District/Session Judge,1. District/Session Judge,188,500,607,4,0,394,1693
Chandigarh,2005,PT1. District/Session Judge,1. District/Session Judge,1,3,0,1,1,0,6
Chhattisgarh,2005,PT1. District/Session Judge,1. District/Session Judge,347,446,68,177,150,28,1216
Dadra & Nagar Haveli,2005,PT1. District/Session Judge,1. District/Session Judge,19,6,2,8,4,,39
Daman & Diu,2005,PT1. District/Session Judge,1. District/Session Judge,3,6,5,1,0,0,15
Delhi,2005,PT1. District/Session Judge,1. District/Session Judge,317,62,89,37,0,7,512
Goa,2005,PT1. District/Session Judge,1. District/Session Judge,35,19,7,7,2,,70
Gujarat,2005,PT1. District/Session Judge,1. District/Session Judge,739,553,281,245,30,29,1877
Haryana,2005,PT1. District/Session Judge,1. District/Session Judge,348,156,101,79,22,3,709
Himachal Pradesh,2005,PT1. District/Session Judge,1. District/Session Judge,130,79,17,46,3,1,276
Jammu & Kashmir,2005,PT1. District/Session Judge,1. District/Session Judge,277,264,105,93,52,91,882
Jharkhand,2005,PT1. District/Session Judge,1. District/Session Judge,87,258,128,66,27,186,752
Karnataka,2005,PT1. District/Session Judge,1. District/Session Judge,1876,1386,598,767,593,71,5291
Kerala,2005,PT1. District/Session Judge,1. District/Session Judge,298,340,233,18,0,44,933
Madhya Pradesh,2005,PT1. District/Session Judge,1. District/Session Judge,1416,889,120,935,819,24,4203
Maharashtra,2005,PT1. District/Session Judge,1. District/Session Judge,662,682,379,110,22,181,2036
Manipur,2005,PT1. District/Session Judge,1. District/Session Judge,0,0,0,1,0,2,3
Meghalaya,2005,PT1. District/Session Judge,1. District/Session Judge,3,1,0,0,0,1,5
Mizoram,2005,PT1. District/Session Judge,1. District/Session Judge,14,16,0,6,4,0,40
Nagaland,2005,PT1. District/Session Judge,1. District/Session Judge,5,0,0,100,145,0,250
Odisha,2005,PT1. District/Session Judge,1. District/Session Judge,462,483,257,69,28,40,1339
Puducherry,2005,PT1. District/Session Judge,1. District/Session Judge,2,,,3,2,,7
Punjab,2005,PT1. District/Session Judge,1. District/Session Judge,443,306,99,159,23,4,1034
Rajasthan,2005,PT1. District/Session Judge,1. District/Session Judge,907,649,208,228,73,55,2120
Sikkim,2005,PT1. District/Session Judge,1. District/Session Judge,11,3,,,,,14
Tamil Nadu,2005,PT1. District/Session Judge,1. District/Session Judge,727,427,234,364,138,133,2023
Tripura,2005,PT1. District/Session Judge,1. District/Session Judge,67,72,28,34,41,4,246
Uttar Pradesh,2005,PT1. District/Session Judge,1. District/Session Judge,1810,2705,1237,240,27,604,6623
Uttarakhand,2005,PT1. District/Session Judge,1. District/Session Judge,131,104,77,0,0,21,333
West Bengal,2005,PT1. District/Session Judge,1. District/Session Judge,654,549,188,119,74,78,1662
Andaman & Nicobar Islands,2006,PT1. District/Session Judge,1. District/Session Judge,,2,1,,,3,6
Andhra Pradesh,2006,PT1. District/Session Judge,1. District/Session Judge,1548,838,307,464,53,30,3240
Arunachal Pradesh,2006,PT1. District/Session Judge,1. District/Session Judge,6,6,0,2,0,0,14
Assam,2006,PT1. District/Session Judge,1. District/Session Judge,596,546,391,184,61,340,2118
Bihar,2006,PT1. District/Session Judge,1. District/Session Judge,182,473,792,0,45,434,1926
Chandigarh,2006,PT1. District/Session Judge,1. District/Session Judge,5,3,2,2,1,0,13
Chhattisgarh,2006,PT1. District/Session Judge,1. District/Session Judge,312,223,46,184,115,8,888
Dadra & Nagar Haveli,2006,PT1. District/Session Judge,1. District/Session Judge,5,2,3,1,0,0,11
Daman & Diu,2006,PT1. District/Session Judge,1. District/Session Judge,3,2,0,4,3,0,12
Delhi,2006,PT1. District/Session Judge,1. District/Session Judge,322,73,109,57,,17,578
Goa,2006,PT1. District/Session Judge,1. District/Session Judge,23,3,3,6,1,1,37
Gujarat,2006,PT1. District/Session Judge,1. District/Session Judge,584,461,167,249,46,39,1546
Haryana,2006,PT1. District/Session Judge,1. District/Session Judge,478,122,58,191,35,3,887
Himachal Pradesh,2006,PT1. District/Session Judge,1. District/Session Judge,132,43,14,55,23,1,268
Jammu & Kashmir,2006,PT1. District/Session Judge,1. District/Session Judge,239,391,292,424,56,70,1472
Jharkhand,2006,PT1. District/Session Judge,1. District/Session Judge,1046,695,920,116,12,480,3269
Karnataka,2006,PT1. District/Session Judge,1. District/Session Judge,1306,1102,344,387,137,60,3336
Kerala,2006,PT1. District/Session Judge,1. District/Session Judge,572,1476,274,45,18,19,2404
Madhya Pradesh,2006,PT1. District/Session Judge,1. District/Session Judge,1947,1081,277,976,995,38,5314
Maharashtra,2006,PT1. District/Session Judge,1. District/Session Judge,859,796,456,200,16,146,2473
Manipur,2006,PT1. District/Session Judge,1. District/Session Judge,1,1,1,0,0,0,3
Meghalaya,2006,PT1. District/Session Judge,1. District/Session Judge,2,6,5,0,0,0,13
Mizoram,2006,PT1. District/Session Judge,1. District/Session Judge,80,42,42,100,120,5,389
Nagaland,2006,PT1. District/Session Judge,1. District/Session Judge,0,0,0,20,16,0,36
Odisha,2006,PT1. District/Session Judge,1. District/Session Judge,272,207,162,61,58,51,811
Puducherry,2006,PT1. District/Session Judge,1. District/Session Judge,7,5,1,4,1,,18
Punjab,2006,PT1. District/Session Judge,1. District/Session Judge,427,309,119,205,25,5,1090
Rajasthan,2006,PT1. District/Session Judge,1. District/Session Judge,964,684,296,266,92,98,2400
Sikkim,2006,PT1. District/Session Judge,1. District/Session Judge,21,5,,,,,26
Tamil Nadu,2006,PT1. District/Session Judge,1. District/Session Judge,846,563,217,317,112,93,2148
Tripura,2006,PT1. District/Session Judge,1. District/Session Judge,54,26,11,18,41,2,152
Uttar Pradesh,2006,PT1. District/Session Judge,1. District/Session Judge,1825,2745,1242,268,33,637,6750
Uttarakhand,2006,PT1. District/Session Judge,1. District/Session Judge,122,93,42,22,0,2,281
West Bengal,2006,PT1. District/Session Judge,1. District/Session Judge,358,886,578,139,145,168,2274
Andaman & Nicobar Islands,2007,PT1. District/Session Judge,1. District/Session Judge,5,4,11,,,,20
Andhra Pradesh,2007,PT1. District/Session Judge,1. District/Session Judge,1747,963,173,661,91,20,3655
Arunachal Pradesh,2007,PT1. District/Session Judge,1. District/Session Judge,24,0,0,9,0,0,33
Assam,2007,PT1. District/Session Judge,1. District/Session Judge,602,447,386,195,42,286,1958
Bihar,2007,PT1. District/Session Judge,1. District/Session Judge,133,388,533,1,0,317,1372
Chandigarh,2007,PT1. District/Session Judge,1. District/Session Judge,9,1,2,2,2,0,16
Chhattisgarh,2007,PT1. District/Session Judge,1. District/Session Judge,521,266,133,278,133,27,1358
Dadra & Nagar Haveli,2007,PT1. District/Session Judge,1. District/Session Judge,10,1,2,3,,1,17
Daman & Diu,2007,PT1. District/Session Judge,1. District/Session Judge,3,2,6,0,0,0,11
Delhi,2007,PT1. District/Session Judge,1. District/Session Judge,34,11,17,15,,3,80
Goa,2007,PT1. District/Session Judge,1. District/Session Judge,20,7,2,3,,1,33
Gujarat,2007,PT1. District/Session Judge,1. District/Session Judge,725,413,97,302,70,34,1641
Haryana,2007,PT1. District/Session Judge,1. District/Session Judge,478,150,42,181,24,6,881
Himachal Pradesh,2007,PT1. District/Session Judge,1. District/Session Judge,78,52,16,20,6,2,174
Jammu & Kashmir,2007,PT1. District/Session Judge,1. District/Session Judge,293,304,249,101,118,39,1104
Jharkhand,2007,PT1. District/Session Judge,1. District/Session Judge,935,905,1547,122,34,1471,5014
Karnataka,2007,PT1. District/Session Judge,1. District/Session Judge,1175,764,339,289,176,59,2802
Kerala,2007,PT1. District/Session Judge,1. District/Session Judge,793,533,181,51,,35,1593
Lakshadweep,2007,PT1. District/Session Judge,1. District/Session Judge,1,0,0,0,0,0,1
Madhya Pradesh,2007,PT1. District/Session Judge,1. District/Session Judge,1407,913,204,833,645,48,4050
Maharashtra,2007,PT1. District/Session Judge,1. District/Session Judge,831,891,765,245,58,229,3019
Manipur,2007,PT1. District/Session Judge,1. District/Session Judge,4,1,0,0,0,1,6
Meghalaya,2007,PT1. District/Session Judge,1. District/Session Judge,15,1,1,1,0,0,18
Mizoram,2007,PT1. District/Session Judge,1. District/Session Judge,74,69,43,98,32,0,316
Nagaland,2007,PT1. District/Session Judge,1. District/Session Judge,0,0,0,35,6,0,41
Odisha,2007,PT1. District/Session Judge,1. District/Session Judge,308,286,137,16,3,14,764
Puducherry,2007,PT1. District/Session Judge,1. District/Session Judge,14,3,2,2,,,21
Punjab,2007,PT1. District/Session Judge,1. District/Session Judge,479,340,136,230,26,10,1221
Rajasthan,2007,PT1. District/Session Judge,1. District/Session Judge,832,661,396,320,170,166,2545
Sikkim,2007,PT1. District/Session Judge,1. District/Session Judge,21,5,,,,,26
Tamil Nadu,2007,PT1. District/Session Judge,1. District/Session Judge,761,591,241,281,127,161,2162
Tripura,2007,PT1. District/Session Judge,1. District/Session Judge,61,36,18,21,42,5,183
Uttar Pradesh,2007,PT1. District/Session Judge,1. District/Session Judge,1760,2640,1193,272,,583,6448
Uttarakhand,2007,PT1. District/Session Judge,1. District/Session Judge,166,178,83,22,,3,452
West Bengal,2007,PT1. District/Session Judge,1. District/Session Judge,426,508,356,195,16,60,1561
Andaman & Nicobar Islands,2008,PT1. District/Session Judge,1. District/Session Judge,2,3,13,,,3,21
Andhra Pradesh,2008,PT1. District/Session Judge,1. District/Session Judge,1406,947,207,464,84,27,3135
Arunachal Pradesh,2008,PT1. District/Session Judge,1. District/Session Judge,12,4,0,5,0,0,21
Assam,2008,PT1. District/Session Judge,1. District/Session Judge,356,391,210,113,26,115,1211
Bihar,2008,PT1. District/Session Judge,1. District/Session Judge,211,277,639,48,3,420,1598
Chandigarh,2008,PT1. District/Session Judge,1. District/Session Judge,3,3,1,1,0,0,8
Chhattisgarh,2008,PT1. District/Session Judge,1. District/Session Judge,427,173,26,321,237,2,1186
Dadra & Nagar Haveli,2008,PT1. District/Session Judge,1. District/Session Judge,16,6,2,3,1,,28
Daman & Diu,2008,PT1. District/Session Judge,1. District/Session Judge,6,3,1,2,1,,13
Delhi,2008,PT1. District/Session Judge,1. District/Session Judge,26,88,54,,,5,173
Goa,2008,PT1. District/Session Judge,1. District/Session Judge,20,8,2,9,4,,43
Gujarat,2008,PT1. District/Session Judge,1. District/Session Judge,882,533,214,276,84,84,2073
Haryana,2008,PT1. District/Session Judge,1. District/Session Judge,488,229,62,116,26,6,927
Himachal Pradesh,2008,PT1. District/Session Judge,1. District/Session Judge,104,43,30,20,7,17,221
Jammu & Kashmir,2008,PT1. District/Session Judge,1. District/Session Judge,231,256,252,182,96,43,1060
Jharkhand,2008,PT1. District/Session Judge,1. District/Session Judge,244,508,683,0,0,249,1684
Karnataka,2008,PT1. District/Session Judge,1. District/Session Judge,1017,825,229,312,218,49,2650
Kerala,2008,PT1. District/Session Judge,1. District/Session Judge,367,522,151,30,1,23,1094
Madhya Pradesh,2008,PT1. District/Session Judge,1. District/Session Judge,1257,732,271,938,671,116,3985
Maharashtra,2008,PT1. District/Session Judge,1. District/Session Judge,878,792,625,232,16,190,2733
Manipur,2008,PT1. District/Session Judge,1. District/Session Judge,0,0,0,0,0,0,0
Meghalaya,2008,PT1. District/Session Judge,1. District/Session Judge,5,3,5,0,0,1,14
Mizoram,2008,PT1. District/Session Judge,1. District/Session Judge,30,0,0,60,178,0,268
Nagaland,2008,PT1. District/Session Judge,1. District/Session Judge,0,0,0,2,1,0,3
Odisha,2008,PT1. District/Session Judge,1. District/Session Judge,185,363,79,29,1,17,674
Puducherry,2008,PT1. District/Session Judge,1. District/Session Judge,11,5,4,3,,,23
Punjab,2008,PT1. District/Session Judge,1. District/Session Judge,725,524,161,261,45,26,1742
Rajasthan,2008,PT1. District/Session Judge,1. District/Session Judge,1195,1121,555,329,131,208,3539
Sikkim,2008,PT1. District/Session Judge,1. District/Session Judge,11,,,7,,,18
Tamil Nadu,2008,PT1. District/Session Judge,1. District/Session Judge,778,558,181,277,156,82,2032
Tripura,2008,PT1. District/Session Judge,1. District/Session Judge,34,30,9,11,32,6,122
Uttar Pradesh,2008,PT1. District/Session Judge,1. District/Session Judge,1840,2754,2748,305,,728,8375
Uttarakhand,2008,PT1. District/Session Judge,1. District/Session Judge,217,149,26,35,5,1,433
West Bengal,2008,PT1. District/Session Judge,1. District/Session Judge,608,811,700,205,21,21,2366
Andaman & Nicobar Islands,2009,PT1. District/Session Judge,1. District/Session Judge,2,6,12,,,2,22
Andhra Pradesh,2009,PT1. District/Session Judge,1. District/Session Judge,1054,790,233,357,199,49,2682
Arunachal Pradesh,2009,PT1. District/Session Judge,1. District/Session Judge,8,10,0,0,0,0,18
Assam,2009,PT1. District/Session Judge,1. District/Session Judge,312,315,225,117,31,107,1107
Bihar,2009,PT1. District/Session Judge,1. District/Session Judge,238,557,722,36,205,432,2190
Chandigarh,2009,PT1. District/Session Judge,1. District/Session Judge,11,4,0,1,0,0,16
Chhattisgarh,2009,PT1. District/Session Judge,1. District/Session Judge,451,232,44,444,208,1,1380
Dadra & Nagar Haveli,2009,PT1. District/Session Judge,1. District/Session Judge,5,3,,4,,,12
Daman & Diu,2009,PT1. District/Session Judge,1. District/Session Judge,2,2,,,,,4
Delhi,2009,PT1. District/Session Judge,1. District/Session Judge,28,95,57,,,6,186
Goa,2009,PT1. District/Session Judge,1. District/Session Judge,32,8,5,7,5,2,59
Gujarat,2009,PT1. District/Session Judge,1. District/Session Judge,713,402,112,195,41,16,1479
Haryana,2009,PT1. District/Session Judge,1. District/Session Judge,549,204,81,109,7,4,954
Himachal Pradesh,2009,PT1. District/Session Judge,1. District/Session Judge,107,66,35,62,13,9,292
Jammu & Kashmir,2009,PT1. District/Session Judge,1. District/Session Judge,264,427,321,104,84,315,1515
Jharkhand,2009,PT1. District/Session Judge,1. District/Session Judge,379,798,1665,0,0,449,3291
Karnataka,2009,PT1. District/Session Judge,1. District/Session Judge,1438,1426,725,745,175,41,4550
Kerala,2009,PT1. District/Session Judge,1. District/Session Judge,230,333,199,20,4,25,811
Lakshadweep,2009,PT1. District/Session Judge,1. District/Session Judge,0,4,,,,,4
Madhya Pradesh,2009,PT1. District/Session Judge,1. District/Session Judge,1594,708,332,1296,779,135,4844
Maharashtra,2009,PT1. District/Session Judge,1. District/Session Judge,798,609,360,200,60,103,2130
Manipur,2009,PT1. District/Session Judge,1. District/Session Judge,2,2,1,0,0,1,6
Meghalaya,2009,PT1. District/Session Judge,1. District/Session Judge,8,3,4,0,0,1,16
Mizoram,2009,PT1. District/Session Judge,1. District/Session Judge,4,,,30,170,,204
Nagaland,2009,PT1. District/Session Judge,1. District/Session Judge,17,10,2,39,37,0,105
Odisha,2009,PT1. District/Session Judge,1. District/Session Judge,344,367,120,57,18,32,938
Puducherry,2009,PT1. District/Session Judge,1. District/Session Judge,11,21,7,,,3,42
Punjab,2009,PT1. District/Session Judge,1. District/Session Judge,630,468,98,332,41,24,1593
Rajasthan,2009,PT1. District/Session Judge,1. District/Session Judge,809,735,461,177,67,164,2413
Sikkim,2009,PT1. District/Session Judge,1. District/Session Judge,25,2,,10,,,37
Tamil Nadu,2009,PT1. District/Session Judge,1. District/Session Judge,798,458,191,259,123,75,1904
Tripura,2009,PT1. District/Session Judge,1. District/Session Judge,141,28,5,19,0,3,196
Uttar Pradesh,2009,PT1. District/Session Judge,1. District/Session Judge,1855,2965,2882,372,,779,8853
Uttarakhand,2009,PT1. District/Session Judge,1. District/Session Judge,186,76,28,72,5,2,369
West Bengal,2009,PT1. District/Session Judge,1. District/Session Judge,290,221,319,140,10,143,1123
Andaman & Nicobar Islands,2010,PT1. District/Session Judge,1. District/Session Judge,3,8,10,,,4,25
Andhra Pradesh,2010,PT1. District/Session Judge,1. District/Session Judge,684,692,422,271,22,9,2100
Arunachal Pradesh,2010,PT1. District/Session Judge,1. District/Session Judge,20,13,0,1,0,0,34
Assam,2010,PT1. District/Session Judge,1. District/Session Judge,336,297,241,104,36,87,1101
Bihar,2010,PT1. District/Session Judge,1. District/Session Judge,213,299,1354,61,,520,2447
Chandigarh,2010,PT1. District/Session Judge,1. District/Session Judge,5,1,0,3,0,0,9
Chhattisgarh,2010,PT1. District/Session Judge,1. District/Session Judge,771,474,165,962,942,6,3320
Dadra & Nagar Haveli,2010,PT1. District/Session Judge,1. District/Session Judge,4,7,1,1,,3,16
Daman & Diu,2010,PT1. District/Session Judge,1. District/Session Judge,4,1,6,1,0,0,12
Delhi,2010,PT1. District/Session Judge,1. District/Session Judge,166,117,59,215,71,43,671
Goa,2010,PT1. District/Session Judge,1. District/Session Judge,23,16,5,9,3,3,59
Gujarat,2010,PT1. District/Session Judge,1. District/Session Judge,613,369,229,161,122,72,1566
Haryana,2010,PT1. District/Session Judge,1. District/Session Judge,622,261,104,167,50,14,1218
Himachal Pradesh,2010,PT1. District/Session Judge,1. District/Session Judge,92,36,24,40,32,8,232
Jammu & Kashmir,2010,PT1. District/Session Judge,1. District/Session Judge,186,231,220,82,87,196,1002
Jharkhand,2010,PT1. District/Session Judge,1. District/Session Judge,404,1094,1362,0,0,430,3290
Karnataka,2010,PT1. District/Session Judge,1. District/Session Judge,1081,605,293,339,252,34,2604
Kerala,2010,PT1. District/Session Judge,1. District/Session Judge,183,289,178,25,4,39,718
Madhya Pradesh,2010,PT1. District/Session Judge,1. District/Session Judge,1864,1122,590,1348,839,497,6260
Maharashtra,2010,PT1. District/Session Judge,1. District/Session Judge,1318,944,408,274,101,162,3207
Manipur,2010,PT1. District/Session Judge,1. District/Session Judge,2,0,0,3,1,1,7
Meghalaya,2010,PT1. District/Session Judge,1. District/Session Judge,9,3,0,0,0,0,12
Mizoram,2010,PT1. District/Session Judge,1. District/Session Judge,11,0,0,15,32,0,58
Nagaland,2010,PT1. District/Session Judge,1. District/Session Judge,1,8,2,16,24,0,51
Odisha,2010,PT1. District/Session Judge,1. District/Session Judge,439,448,173,139,20,68,1287
Puducherry,2010,PT1. District/Session Judge,1. District/Session Judge,4,4,5,10,,,23
Punjab,2010,PT1. District/Session Judge,1. District/Session Judge,702,524,118,310,34,19,1707
Rajasthan,2010,PT1. District/Session Judge,1. District/Session Judge,726,809,431,210,90,89,2355
Sikkim,2010,PT1. District/Session Judge,1. District/Session Judge,3,,,22,7,,32
Tamil Nadu,2010,PT1. District/Session Judge,1. District/Session Judge,1221,493,370,411,183,57,2735
Tripura,2010,PT1. District/Session Judge,1. District/Session Judge,86,39,6,23,22,2,178
Uttar Pradesh,2010,PT1. District/Session Judge,1. District/Session Judge,1892,3340,2792,378,0,755,9157
Uttarakhand,2010,PT1. District/Session Judge,1. District/Session Judge,177,75,34,36,10,,332
West Bengal,2010,PT1. District/Session Judge,1. District/Session Judge,146,249,281,74,24,196,970
Andaman & Nicobar Islands,2004,PT2. Additional Session Judge,2. Additional Session Judge,5,5,3,1,0,1,15
Andhra Pradesh,2004,PT2. Additional Session Judge,2. Additional Session Judge,2774,1169,287,319,92,90,4731
Arunachal Pradesh,2004,PT2. Additional Session Judge,2. Additional Session Judge,0,0,0,0,0,0,0
Assam,2004,PT2. Additional Session Judge,2. Additional Session Judge,225,341,260,53,9,61,949
Bihar,2004,PT2. Additional Session Judge,2. Additional Session Judge,1921,3312,3022,98,0,1048,9401
Chandigarh,2004,PT2. Additional Session Judge,2. Additional Session Judge,44,42,11,3,5,1,106
Chhattisgarh,2004,PT2. Additional Session Judge,2. Additional Session Judge,451,243,99,153,205,129,1280
Dadra & Nagar Haveli,2004,PT2. Additional Session Judge,2. Additional Session Judge,0,6,0,0,0,0,6
Delhi,2004,PT2. Additional Session Judge,2. Additional Session Judge,515,412,150,150,60,35,1322
Goa,2004,PT2. Additional Session Judge,2. Additional Session Judge,15,9,2,12,1,1,40
Gujarat,2004,PT2. Additional Session Judge,2. Additional Session Judge,781,517,406,268,16,43,2031
Haryana,2004,PT2. Additional Session Judge,2. Additional Session Judge,1713,914,345,830,169,186,4157
Himachal Pradesh,2004,PT2. Additional Session Judge,2. Additional Session Judge,130,75,44,13,4,2,268
Jammu & Kashmir,2004,PT2. Additional Session Judge,2. Additional Session Judge,178,132,55,86,71,58,580
Jharkhand,2004,PT2. Additional Session Judge,2. Additional Session Judge,925,740,875,257,8,920,3725
Karnataka,2004,PT2. Additional Session Judge,2. Additional Session Judge,1699,1265,805,77,37,103,3986
Kerala,2004,PT2. Additional Session Judge,2. Additional Session Judge,943,344,138,495,393,35,2348
Madhya Pradesh,2004,PT2. Additional Session Judge,2. Additional Session Judge,4114,1917,667,2838,2722,131,12389
Maharashtra,2004,PT2. Additional Session Judge,2. Additional Session Judge,1448,1666,1098,367,39,439,5057
Manipur,2004,PT2. Additional Session Judge,2. Additional Session Judge,0,0,0,1,0,3,4
Meghalaya,2004,PT2. Additional Session Judge,2. Additional Session Judge,8,27,8,0,0,2,45
Mizoram,2004,PT2. Additional Session Judge,2. Additional Session Judge,128,39,39,90,126,12,434
Nagaland,2004,PT2. Additional Session Judge,2. Additional Session Judge,8,7,10,5,45,3,78
Odisha,2004,PT2. Additional Session Judge,2. Additional Session Judge,1762,941,524,301,18,67,3613
Puducherry,2004,PT2. Additional Session Judge,2. Additional Session Judge,12,25,2,9,,,48
Punjab,2004,PT2. Additional Session Judge,2. Additional Session Judge,1064,517,135,227,23,13,1979
Rajasthan,2004,PT2. Additional Session Judge,2. Additional Session Judge,2456,1971,721,986,396,157,6687
Tamil Nadu,2004,PT2. Additional Session Judge,2. Additional Session Judge,1188,877,435,354,244,54,3152
Tripura,2004,PT2. Additional Session Judge,2. Additional Session Judge,122,50,35,29,29,7,272
Uttar Pradesh,2004,PT2. Additional Session Judge,2. Additional Session Judge,3352,4043,2625,656,44,1983,12703
Uttarakhand,2004,PT2. Additional Session Judge,2. Additional Session Judge,190,125,62,13,0,19,409
West Bengal,2004,PT2. Additional Session Judge,2. Additional Session Judge,1130,748,385,591,275,101,3230
Andhra Pradesh,2005,PT2. Additional Session Judge,2. Additional Session Judge,2749,1189,315,437,100,69,4859
Arunachal Pradesh,2005,PT2. Additional Session Judge,2. Additional Session Judge,0,0,0,0,0,0,0
Assam,2005,PT2. Additional Session Judge,2. Additional Session Judge,418,407,249,197,87,189,1547
Bihar,2005,PT2. Additional Session Judge,2. Additional Session Judge,2299,3752,3397,109,4,1451,11012
Chandigarh,2005,PT2. Additional Session Judge,2. Additional Session Judge,35,25,21,13,18,1,113
Chhattisgarh,2005,PT2. Additional Session Judge,2. Additional Session Judge,420,202,68,218,148,40,1096
Delhi,2005,PT2. Additional Session Judge,2. Additional Session Judge,1507,927,831,823,135,173,4396
Goa,2005,PT2. Additional Session Judge,2. Additional Session Judge,19,5,1,2,,,27
Gujarat,2005,PT2. Additional Session Judge,2. Additional Session Judge,700,583,354,298,12,32,1979
Haryana,2005,PT2. Additional Session Judge,2. Additional Session Judge,1022,678,261,442,139,67,2609
Himachal Pradesh,2005,PT2. Additional Session Judge,2. Additional Session Judge,131,70,17,38,0,0,256
Jammu & Kashmir,2005,PT2. Additional Session Judge,2. Additional Session Judge,285,102,64,99,32,62,644
Jharkhand,2005,PT2. Additional Session Judge,2. Additional Session Judge,448,249,509,175,14,371,1766
Karnataka,2005,PT2. Additional Session Judge,2. Additional Session Judge,1555,819,526,666,268,37,3871
Kerala,2005,PT2. Additional Session Judge,2. Additional Session Judge,205,304,185,31,7,17,749
Madhya Pradesh,2005,PT2. Additional Session Judge,2. Additional Session Judge,3191,1489,493,2727,2033,81,10014
Maharashtra,2005,PT2. Additional Session Judge,2. Additional Session Judge,1690,1550,976,335,32,298,4881
Manipur,2005,PT2. Additional Session Judge,2. Additional Session Judge,1,0,0,0,0,1,2
Meghalaya,2005,PT2. Additional Session Judge,2. Additional Session Judge,2,13,12,0,0,2,29
Mizoram,2005,PT2. Additional Session Judge,2. Additional Session Judge,6,12,0,1,1,0,20
Nagaland,2005,PT2. Additional Session Judge,2. Additional Session Judge,11,2,2,153,455,0,623
Odisha,2005,PT2. Additional Session Judge,2. Additional Session Judge,854,967,502,136,46,130,2635
Puducherry,2005,PT2. Additional Session Judge,2. Additional Session Judge,19,7,6,7,4,1,44
Punjab,2005,PT2. Additional Session Judge,2. Additional Session Judge,879,545,181,303,49,10,1967
Rajasthan,2005,PT2. Additional Session Judge,2. Additional Session Judge,2791,1846,644,772,229,217,6499
Tamil Nadu,2005,PT2. Additional Session Judge,2. Additional Session Judge,1158,954,316,660,451,56,3595
